row_id,climate_category_id,main_id,name,year,scenario,category
CC-52c01ae4-1991_2020-historical-1,QC-MAIN-52c01ae4,QC-MAIN-52c01ae4,Baie-Comeau,1991_2020,historical,"Dfb - Cold, no dry season, warm summer"
CC-eac5a52b-1991_2020-historical-1,QC-MAIN-eac5a52b,QC-MAIN-eac5a52b,Deschambault,1991_2020,historical,"Dfb - Cold, no dry season, warm summer"
CC-81a288d0-1991_2020-historical-1,QC-MAIN-81a288d0,QC-MAIN-81a288d0,Elysis,1991_2020,historical,"Dfb - Cold, no dry season, warm summer"
CC-c8966bdc-1991_2020-historical-1,QC-MAIN-c8966bdc,QC-MAIN-c8966bdc,Bécancour,1991_2020,historical,
CC-eab8c362-1991_2020-historical-1,ON-MAIN-eab8c362,ON-MAIN-eab8c362,Algoma Steel,1991_2020,historical,"Dfb - Cold, no dry season, warm summer"
CC-8c7063b2-1991_2020-historical-1,QC-MAIN-8c7063b2,QC-MAIN-8c7063b2,James Bay Lithium,1991_2020,historical,"Dfc - Cold, no dry season, cold summer"
CC-3ef4f421-1991_2020-historical-1,BC-MAIN-3ef4f421,BC-MAIN-3ef4f421,Avanti Kitsault,1991_2020,historical,"Dfc - Cold, no dry season, cold summer"
CC-9fed34a8-1991_2020-historical-1,AB-MAIN-9fed34a8,AB-MAIN-9fed34a8,AltaSteel,1991_2020,historical,"Dfb - Cold, no dry season, warm summer"
CC-9e0c4fb2-1991_2020-historical-1,NB-MAIN-9e0c4fb2,NB-MAIN-9e0c4fb2,AIM Recycling Atlantic,1991_2020,historical,"Dfb - Cold, no dry season, warm summer"
CC-9623499f-1991_2020-historical-1,ON-MAIN-9623499f,ON-MAIN-9623499f,AIM Recycling Hamilton,1991_2020,historical,"Dfa - Cold, no dry season, hot summer"
CC-abe563b5-1991_2020-historical-1,QC-MAIN-abe563b5,QC-MAIN-abe563b5,AIM Recycling La Prairie,1991_2020,historical,"Dfb - Cold, no dry season, warm summer"
CC-a1159813-1991_2020-historical-1,QC-MAIN-a1159813,QC-MAIN-a1159813,AIM Recycling Laval,1991_2020,historical,"Dfb - Cold, no dry season, warm summer"
CC-15d7c629-1991_2020-historical-1,QC-MAIN-15d7c629,QC-MAIN-15d7c629,AIM Recycling Lévis,1991_2020,historical,"Dfb - Cold, no dry season, warm summer"
CC-41bf5ea5-1991_2020-historical-1,QC-MAIN-41bf5ea5,QC-MAIN-41bf5ea5,AIM Recycling Montréal-Est,1991_2020,historical,"Dfb - Cold, no dry season, warm summer"
CC-8056a739-1991_2020-historical-1,ON-MAIN-8056a739,ON-MAIN-8056a739,AIM Recycling Ottawa East,1991_2020,historical,"Dfb - Cold, no dry season, warm summer"
CC-30ff61c3-1991_2020-historical-1,QC-MAIN-30ff61c3,QC-MAIN-30ff61c3,Contrecœur-Feruni,1991_2020,historical,
CC-33c09b8b-1991_2020-historical-1,QC-MAIN-33c09b8b,QC-MAIN-33c09b8b,Fire Lake,1991_2020,historical,"Dfc - Cold, no dry season, cold summer"
CC-084bd95c-1991_2020-historical-1,QC-MAIN-084bd95c,QC-MAIN-084bd95c,Mont-Wright,1991_2020,historical,"Dfc - Cold, no dry season, cold summer"
CC-1eee4ace-1991_2020-historical-1,QC-MAIN-1eee4ace,QC-MAIN-1eee4ace,Contrecœur East,1991_2020,historical,"Dfb - Cold, no dry season, warm summer"
CC-844dcc47-1991_2020-historical-1,QC-MAIN-844dcc47,QC-MAIN-844dcc47,Contrecœur West,1991_2020,historical,
CC-e25eed27-1991_2020-historical-1,QC-MAIN-e25eed27,QC-MAIN-e25eed27,Port-Cartier,1991_2020,historical,"Dfb - Cold, no dry season, warm summer"
CC-4c35e094-1991_2020-historical-1,ON-MAIN-4c35e094,ON-MAIN-4c35e094,ArcelorMittal Dofasco,1991_2020,historical,"Dfa - Cold, no dry season, hot summer"
CC-8825d90d-1991_2020-historical-1,ON-MAIN-8825d90d,ON-MAIN-8825d90d,Magino,1991_2020,historical,"Dfb - Cold, no dry season, warm summer"
CC-de2e2f8e-1991_2020-historical-1,SK-MAIN-de2e2f8e,SK-MAIN-de2e2f8e,Prairie Lithium,1991_2020,historical,"Dfb - Cold, no dry season, warm summer"
CC-e928d96a-1991_2020-historical-1,ON-MAIN-e928d96a,ON-MAIN-e928d96a,Brampton,1991_2020,historical,"Dfb - Cold, no dry season, warm summer"
CC-e55cb3d1-1991_2020-historical-1,NB-MAIN-e55cb3d1,NB-MAIN-e55cb3d1,Millstream,1991_2020,historical,"Dfb - Cold, no dry season, warm summer"
CC-4f11f183-1991_2020-historical-1,NT-MAIN-4f11f183,NT-MAIN-4f11f183,Nechalacho - Basal Zone,1991_2020,historical,"Dfc - Cold, no dry season, cold summer"
CC-46f71d5b-1991_2020-historical-1,ON-MAIN-46f71d5b,ON-MAIN-46f71d5b,Separation Rapids,1991_2020,historical,"Dfb - Cold, no dry season, warm summer"
CC-f79436ec-1991_2020-historical-1,SK-MAIN-f79436ec,SK-MAIN-f79436ec,Jansen,1991_2020,historical,"Dfb - Cold, no dry season, warm summer"
CC-2cc9bb06-1991_2020-historical-1,YT-MAIN-2cc9bb06,YT-MAIN-2cc9bb06,Kudz Ze Kayah,1991_2020,historical,"Dfc - Cold, no dry season, cold summer"
CC-5154702a-1991_2020-historical-1,NU-MAIN-5154702a,NU-MAIN-5154702a,Mary River,1991_2020,historical,"ET - Polar, tundra"
CC-6e9be24e-1991_2020-historical-1,ON-MAIN-6e9be24e,ON-MAIN-6e9be24e,Hemlo (Williams),1991_2020,historical,"Dfb - Cold, no dry season, warm summer"
CC-8434dce0-1991_2020-historical-1,AB-MAIN-8434dce0,AB-MAIN-8434dce0,Baymag,1991_2020,historical,"Dfc - Cold, no dry season, cold summer"
CC-895cb178-1991_2020-historical-1,NL-MAIN-895cb178,NL-MAIN-895cb178,Buchans River,1991_2020,historical,"Dfb - Cold, no dry season, warm summer"
CC-6c1d6ee6-1991_2020-historical-1,NT-MAIN-6c1d6ee6,NT-MAIN-6c1d6ee6,Ekati,1991_2020,historical,"Dfc - Cold, no dry season, cold summer"
CC-715d4318-1991_2020-historical-1,QC-MAIN-715d4318,QC-MAIN-715d4318,Horizon,1991_2020,historical,"Dfb - Cold, no dry season, warm summer"
CC-2951d12e-1991_2020-historical-1,AB-MAIN-2951d12e,AB-MAIN-2951d12e,Calgary Facility,1991_2020,historical,"Dfb - Cold, no dry season, warm summer"
CC-0c5b40d8-1991_2020-historical-1,NB-MAIN-0c5b40d8,NB-MAIN-0c5b40d8,Nash Creek,1991_2020,historical,"Dfb - Cold, no dry season, warm summer"
CC-484e4fa3-1991_2020-historical-1,ON-MAIN-484e4fa3,ON-MAIN-484e4fa3,Blind River,1991_2020,historical,"Dfb - Cold, no dry season, warm summer"
CC-91cf5448-1991_2020-historical-1,SK-MAIN-91cf5448,SK-MAIN-91cf5448,Cigar Lake,1991_2020,historical,"Dfc - Cold, no dry season, cold summer"
CC-bb89158f-1991_2020-historical-1,SK-MAIN-bb89158f,SK-MAIN-bb89158f,Key Lake,1991_2020,historical,"Dfc - Cold, no dry season, cold summer"
CC-d3c471e8-1991_2020-historical-1,SK-MAIN-d3c471e8,SK-MAIN-d3c471e8,McArthur River,1991_2020,historical,"Dfc - Cold, no dry season, cold summer"
CC-237587f6-1991_2020-historical-1,ON-MAIN-237587f6,ON-MAIN-237587f6,Port Hope,1991_2020,historical,"Dfb - Cold, no dry season, warm summer"
CC-4c5c1179-1991_2020-historical-1,ON-MAIN-4c5c1179,ON-MAIN-4c5c1179,Crawford,1991_2020,historical,"Dfb - Cold, no dry season, warm summer"
CC-8e04eb21-1991_2020-historical-1,NB-MAIN-8e04eb21,NB-MAIN-8e04eb21,Murray Brook,1991_2020,historical,"Dfb - Cold, no dry season, warm summer"
CC-37e9571e-1991_2020-historical-1,ON-MAIN-37e9571e,ON-MAIN-37e9571e,Thierry,1991_2020,historical,"Dfb - Cold, no dry season, warm summer"
CC-3e7d42ac-1991_2020-historical-1,NB-MAIN-3e7d42ac,NB-MAIN-3e7d42ac,Woodstock,1991_2020,historical,"Dfb - Cold, no dry season, warm summer"
CC-eae1621e-1991_2020-historical-1,NU-MAIN-eae1621e,NU-MAIN-eae1621e,Ferguson Lake,1991_2020,historical,"Dfc - Cold, no dry season, cold summer"
CC-5ce331b8-1991_2020-historical-1,QC-MAIN-5ce331b8,QC-MAIN-5ce331b8,Nunavik Nickel,1991_2020,historical,"ET - Polar, tundra"
CC-eba3e309-1991_2020-historical-1,BC-MAIN-eba3e309,BC-MAIN-eba3e309,Golden Crown,1991_2020,historical,"Dfb - Cold, no dry season, warm summer"
CC-e34feb4d-1991_2020-historical-1,BC-MAIN-e34feb4d,BC-MAIN-e34feb4d,Kemess,1991_2020,historical,"ET - Polar, tundra"
CC-ed23117f-1991_2020-historical-1,BC-MAIN-ed23117f,BC-MAIN-ed23117f,Mount Milligan,1991_2020,historical,"Dfc - Cold, no dry season, cold summer"
CC-089f3c60-1991_2020-historical-1,QC-MAIN-089f3c60,QC-MAIN-089f3c60,Bloom Lake,1991_2020,historical,"Dfc - Cold, no dry season, cold summer"
CC-251d6364-1991_2020-historical-1,NL-MAIN-251d6364,NL-MAIN-251d6364,Beaver Brook,1991_2020,historical,"Dfb - Cold, no dry season, warm summer"
CC-be399420-1991_2020-historical-1,ON-MAIN-be399420,ON-MAIN-be399420,Thunder Bay North,1991_2020,historical,"Dfb - Cold, no dry season, warm summer"
CC-3330383b-1991_2020-historical-1,QC-MAIN-3330383b,QC-MAIN-3330383b,Eldor (Ashram),1991_2020,historical,"Dfc - Cold, no dry season, cold summer"
CC-6fca9d6d-1991_2020-historical-1,MB-MAIN-6fca9d6d,MB-MAIN-6fca9d6d,Lynn Lake,1991_2020,historical,"Dfc - Cold, no dry season, cold summer"
CC-d4e2812a-1991_2020-historical-1,QC-MAIN-d4e2812a,QC-MAIN-d4e2812a,Rose,1991_2020,historical,"Dfc - Cold, no dry season, cold summer"
CC-9a0307f6-1991_2020-historical-1,AB-MAIN-9a0307f6,AB-MAIN-9a0307f6,SBH Black Shale,1991_2020,historical,"Dfc - Cold, no dry season, cold summer"
CC-94e652a5-1991_2020-historical-1,NT-MAIN-94e652a5,NT-MAIN-94e652a5,Gahcho Kué,1991_2020,historical,"Dfc - Cold, no dry season, cold summer"
CC-382acb18-1991_2020-historical-1,BC-MAIN-382acb18,BC-MAIN-382acb18,Wicheeda,1991_2020,historical,"Dfc - Cold, no dry season, cold summer"
CC-4aef3cb2-1991_2020-historical-1,SK-MAIN-4aef3cb2,SK-MAIN-4aef3cb2,Waterbury,1991_2020,historical,"Dfc - Cold, no dry season, cold summer"
CC-95ec2625-1991_2020-historical-1,SK-MAIN-95ec2625,SK-MAIN-95ec2625,Wheeler River,1991_2020,historical,"Dfc - Cold, no dry season, cold summer"
CC-51068f3b-1991_2020-historical-1,BC-MAIN-51068f3b,BC-MAIN-51068f3b,Kitsault Valley,1991_2020,historical,"Dfc - Cold, no dry season, cold summer"
CC-7d4a0421-1991_2020-historical-1,AB-MAIN-7d4a0421,AB-MAIN-7d4a0421,Bashaw District,1991_2020,historical,"Dfb - Cold, no dry season, warm summer"
CC-26b9aaf3-1991_2020-historical-1,SK-MAIN-26b9aaf3,SK-MAIN-26b9aaf3,EVRAZ Regina,1991_2020,historical,"Dfb - Cold, no dry season, warm summer"
CC-575ff9de-1991_2020-historical-1,AB-MAIN-575ff9de,AB-MAIN-575ff9de,GenAlta Recycling Inc.,1991_2020,historical,"Dfb - Cold, no dry season, warm summer"
CC-c3d6d0d2-1991_2020-historical-1,MB-MAIN-c3d6d0d2,MB-MAIN-c3d6d0d2,General Scrap,1991_2020,historical,"Dfb - Cold, no dry season, warm summer"
CC-2a44a3b1-1991_2020-historical-1,AB-MAIN-2a44a3b1,AB-MAIN-2a44a3b1,Navajo Metals Inc.,1991_2020,historical,"Dfb - Cold, no dry season, warm summer"
CC-5faf4b42-1991_2020-historical-1,SK-MAIN-5faf4b42,SK-MAIN-5faf4b42,Wheat City Metals Inc.,1991_2020,historical,"Dfb - Cold, no dry season, warm summer"
CC-f9e41c2a-1991_2020-historical-1,QC-MAIN-f9e41c2a,QC-MAIN-f9e41c2a,Lamaque,1991_2020,historical,"Dfb - Cold, no dry season, warm summer"
CC-6664e89b-1991_2020-historical-1,ON-MAIN-6664e89b,ON-MAIN-6664e89b,Battery Materials Park,1991_2020,historical,"Dfb - Cold, no dry season, warm summer"
CC-5398dfac-1991_2020-historical-1,QC-MAIN-5398dfac,QC-MAIN-5398dfac,Elkem Chicoutimi,1991_2020,historical,"Dfb - Cold, no dry season, warm summer"
CC-8daee686-1991_2020-historical-1,SK-MAIN-8daee686,SK-MAIN-8daee686,Muskowekwan,1991_2020,historical,"Dfb - Cold, no dry season, warm summer"
CC-2cf66e65-1991_2020-historical-1,QC-MAIN-2cf66e65,QC-MAIN-2cf66e65,Becancour Plant,1991_2020,historical,"Dfb - Cold, no dry season, warm summer"
CC-7f050560-1991_2020-historical-1,ON-MAIN-7f050560,ON-MAIN-7f050560,Red Lake,1991_2020,historical,"Dfb - Cold, no dry season, warm summer"
CC-e1641dfb-1991_2020-historical-1,BC-MAIN-e1641dfb,BC-MAIN-e1641dfb,Decar,1991_2020,historical,"Dfc - Cold, no dry season, cold summer"
CC-c1cc9f7c-1991_2020-historical-1,QC-MAIN-c1cc9f7c,QC-MAIN-c1cc9f7c,Becancour Silicon,1991_2020,historical,
CC-c139de6d-1991_2020-historical-1,NL-MAIN-c139de6d,NL-MAIN-c139de6d,Ming,1991_2020,historical,"Dfb - Cold, no dry season, warm summer"
CC-842ba1b4-1991_2020-historical-1,NL-MAIN-842ba1b4,NL-MAIN-842ba1b4,Nugget Pond,1991_2020,historical,"Dfc - Cold, no dry season, cold summer"
CC-ca488f19-1991_2020-historical-1,YT-MAIN-ca488f19,YT-MAIN-ca488f19,Macmillan Pass,1991_2020,historical,"Dsc - Cold, dry summer, cold summer"
CC-70d629b4-1991_2020-historical-1,YT-MAIN-70d629b4,YT-MAIN-70d629b4,Mactung,1991_2020,historical,"ET - Polar, tundra"
CC-4eee18d1-1991_2020-historical-1,AB-MAIN-4eee18d1,AB-MAIN-4eee18d1,Worsley,1991_2020,historical,"Dfb - Cold, no dry season, warm summer"
CC-efff21d3-1991_2020-historical-1,BC-MAIN-efff21d3,BC-MAIN-efff21d3,Deer Horn,1991_2020,historical,"ET - Polar, tundra"
CC-0684a5d8-1991_2020-historical-1,SK-MAIN-0684a5d8,SK-MAIN-0684a5d8,Patterson Lake South,1991_2020,historical,"Dfc - Cold, no dry season, cold summer"
CC-f7fde5b4-1991_2020-historical-1,MB-MAIN-f7fde5b4,MB-MAIN-f7fde5b4,Minago,1991_2020,historical,"Dfb - Cold, no dry season, warm summer"
CC-ae473a4e-1991_2020-historical-1,QC-MAIN-ae473a4e,QC-MAIN-ae473a4e,Lac Knife,1991_2020,historical,"Dfc - Cold, no dry season, cold summer"
CC-7a11ae49-1991_2020-historical-1,SK-MAIN-7a11ae49,SK-MAIN-7a11ae49,McIlvenna Bay,1991_2020,historical,"Dfb - Cold, no dry season, warm summer"
CC-ca9625ce-1991_2020-historical-1,AB-MAIN-ca9625ce,AB-MAIN-ca9625ce,Fortune Minerals Refinery,1991_2020,historical,"Dfb - Cold, no dry season, warm summer"
CC-b7cdf82c-1991_2020-historical-1,NT-MAIN-b7cdf82c,NT-MAIN-b7cdf82c,NICO,1991_2020,historical,"Dfc - Cold, no dry season, cold summer"
CC-d47616e5-1991_2020-historical-1,ON-MAIN-d47616e5,ON-MAIN-d47616e5,Martison,1991_2020,historical,"Dfb - Cold, no dry season, warm summer"
CC-c06904f0-1991_2020-historical-1,ON-MAIN-c06904f0,ON-MAIN-c06904f0,Pakeagama,1991_2020,historical,"Dfb - Cold, no dry season, warm summer"
CC-64bbe7e6-1991_2020-historical-1,ON-MAIN-64bbe7e6,ON-MAIN-64bbe7e6,Marathon,1991_2020,historical,"Dfb - Cold, no dry season, warm summer"
CC-f2a5edd8-1991_2020-historical-1,SK-MAIN-f2a5edd8,SK-MAIN-f2a5edd8,Vanguard,1991_2020,historical,"Dfb - Cold, no dry season, warm summer"
CC-22426144-1991_2020-historical-1,QC-MAIN-22426144,QC-MAIN-22426144,REE Recycling Facility (Saint-Bruno),1991_2020,historical,"Dfb - Cold, no dry season, warm summer"
CC-0d5c2cae-1991_2020-historical-1,MB-MAIN-0d5c2cae,MB-MAIN-0d5c2cae,Selkirk Division,1991_2020,historical,"Dfb - Cold, no dry season, warm summer"
CC-92cdea80-1991_2020-historical-1,ON-MAIN-92cdea80,ON-MAIN-92cdea80,Whitby Division,1991_2020,historical,"Dfb - Cold, no dry season, warm summer"
CC-bddeaef0-1991_2020-historical-1,ON-MAIN-bddeaef0,ON-MAIN-bddeaef0,Cambridge Mill,1991_2020,historical,"Dfb - Cold, no dry season, warm summer"
CC-b4ca1426-1991_2020-historical-1,MB-MAIN-b4ca1426,MB-MAIN-b4ca1426,Manitoba Mill,1991_2020,historical,"Dfb - Cold, no dry season, warm summer"
CC-21b6ab35-1991_2020-historical-1,ON-MAIN-21b6ab35,ON-MAIN-21b6ab35,Whitby Mill,1991_2020,historical,"Dfb - Cold, no dry season, warm summer"
CC-529c96b4-1991_2020-historical-1,QC-MAIN-529c96b4,QC-MAIN-529c96b4,CCR,1991_2020,historical,"Dfa - Cold, no dry season, hot summer"
CC-de3d8b7b-1991_2020-historical-1,QC-MAIN-de3d8b7b,QC-MAIN-de3d8b7b,Canadian Electrolytic Zinc Limited (CEZinc),1991_2020,historical,"Dfb - Cold, no dry season, warm summer"
CC-206041d1-1991_2020-historical-1,ON-MAIN-206041d1,ON-MAIN-206041d1,Fraser,1991_2020,historical,"Dfb - Cold, no dry season, warm summer"
CC-abb3e1c7-1991_2020-historical-1,QC-MAIN-abb3e1c7,QC-MAIN-abb3e1c7,General Smelting Company of Canada,1991_2020,historical,"Dfa - Cold, no dry season, hot summer"
CC-30c1828c-1991_2020-historical-1,QC-MAIN-30c1828c,QC-MAIN-30c1828c,Horne,1991_2020,historical,"Dfb - Cold, no dry season, warm summer"
CC-f8313ebd-1991_2020-historical-1,ON-MAIN-f8313ebd,ON-MAIN-f8313ebd,Kidd Creek,1991_2020,historical,"Dfb - Cold, no dry season, warm summer"
CC-fcb287a4-1991_2020-historical-1,ON-MAIN-fcb287a4,ON-MAIN-fcb287a4,Nickel Rim South,1991_2020,historical,"Dfb - Cold, no dry season, warm summer"
CC-319e04a8-1991_2020-historical-1,ON-MAIN-319e04a8,ON-MAIN-319e04a8,Onaping Depth,1991_2020,historical,"Dfb - Cold, no dry season, warm summer"
CC-a97821c0-1991_2020-historical-1,QC-MAIN-a97821c0,QC-MAIN-a97821c0,Raglan,1991_2020,historical,"ET - Polar, tundra"
CC-ed85ac94-1991_2020-historical-1,ON-MAIN-ed85ac94,ON-MAIN-ed85ac94,Strathcona,1991_2020,historical,"Dfb - Cold, no dry season, warm summer"
CC-40ce0593-1991_2020-historical-1,ON-MAIN-40ce0593,ON-MAIN-40ce0593,Sudbury,1991_2020,historical,"Dfb - Cold, no dry season, warm summer"
CC-4440c34c-1991_2020-historical-1,ON-MAIN-4440c34c,ON-MAIN-4440c34c,Smiths Falls Operation,1991_2020,historical,"Dfb - Cold, no dry season, warm summer"
CC-4724f4ba-1991_2020-historical-1,BC-MAIN-4724f4ba,BC-MAIN-4724f4ba,Elk,1991_2020,historical,"Dfc - Cold, no dry season, cold summer"
CC-956d050a-1991_2020-historical-1,YT-MAIN-956d050a,YT-MAIN-956d050a,Carmacks,1991_2020,historical,"Dfc - Cold, no dry season, cold summer"
CC-97ee890f-1991_2020-historical-1,ON-MAIN-97ee890f,ON-MAIN-97ee890f,Seymour Lake,1991_2020,historical,"Dfb - Cold, no dry season, warm summer"
CC-27a90834-1991_2020-historical-1,MB-MAIN-27a90834,MB-MAIN-27a90834,Makwa Mayville,1991_2020,historical,"Dfb - Cold, no dry season, warm summer"
CC-fbe28fef-1991_2020-historical-1,SK-MAIN-fbe28fef,SK-MAIN-fbe28fef,Kindersley Lithium,1991_2020,historical,"Dfb - Cold, no dry season, warm summer"
CC-b031959a-1991_2020-historical-1,BC-MAIN-b031959a,BC-MAIN-b031959a,Turnagain,1991_2020,historical,"Dsc - Cold, dry summer, cold summer"
CC-b86f7d07-1991_2020-historical-1,QC-MAIN-b86f7d07,QC-MAIN-b86f7d07,Casa Berardi,1991_2020,historical,"Dfb - Cold, no dry season, warm summer"
CC-44857446-1991_2020-historical-1,YT-MAIN-44857446,YT-MAIN-44857446,Keno Hill Silver District,1991_2020,historical,"Dfc - Cold, no dry season, cold summer"
CC-c3105f43-1991_2020-historical-1,YT-MAIN-c3105f43,YT-MAIN-c3105f43,Rackla Gold,1991_2020,historical,"Dfc - Cold, no dry season, cold summer"
CC-fc6f1a44-1991_2020-historical-1,ON-MAIN-fc6f1a44,ON-MAIN-fc6f1a44,Ivaco Rolling Mills,1991_2020,historical,"Dfb - Cold, no dry season, warm summer"
CC-e2e67f8f-1991_2020-historical-1,MB-MAIN-e2e67f8f,MB-MAIN-e2e67f8f,1901,1991_2020,historical,"Dfc - Cold, no dry season, cold summer"
CC-599152a0-1991_2020-historical-1,BC-MAIN-599152a0,BC-MAIN-599152a0,Copper Mountain,1991_2020,historical,"Dsb - Cold, dry summer, warm summer"
CC-be5b3dc8-1991_2020-historical-1,MB-MAIN-be5b3dc8,MB-MAIN-be5b3dc8,Lalor Lake,1991_2020,historical,"Dfc - Cold, no dry season, cold summer"
CC-da0b5c3d-1991_2020-historical-1,MB-MAIN-da0b5c3d,MB-MAIN-da0b5c3d,New Britannia,1991_2020,historical,"Dfc - Cold, no dry season, cold summer"
CC-c0684566-1991_2020-historical-1,MB-MAIN-c0684566,MB-MAIN-c0684566,Rail,1991_2020,historical,"Dfb - Cold, no dry season, warm summer"
CC-0898e255-1991_2020-historical-1,MB-MAIN-0898e255,MB-MAIN-0898e255,Stall Lake,1991_2020,historical,"Dfb - Cold, no dry season, warm summer"
CC-854abe09-1991_2020-historical-1,MB-MAIN-854abe09,MB-MAIN-854abe09,Talbot,1991_2020,historical,"Dfb - Cold, no dry season, warm summer"
CC-1a82a1b7-1991_2020-historical-1,MB-MAIN-1a82a1b7,MB-MAIN-1a82a1b7,Tower,1991_2020,historical,"Dfb - Cold, no dry season, warm summer"
CC-b5b81ee3-1991_2020-historical-1,MB-MAIN-b5b81ee3,MB-MAIN-b5b81ee3,Wim,1991_2020,historical,"Dfc - Cold, no dry season, cold summer"
CC-02884fb5-1991_2020-historical-1,QC-MAIN-02884fb5,QC-MAIN-02884fb5,Westwood-Doyon,1991_2020,historical,"Dfb - Cold, no dry season, warm summer"
CC-a3c56a83-1991_2020-historical-1,ON-MAIN-a3c56a83,ON-MAIN-a3c56a83,Lac des Iles,1991_2020,historical,"Dfb - Cold, no dry season, warm summer"
CC-3f490561-1991_2020-historical-1,BC-MAIN-3f490561,BC-MAIN-3f490561,Mount Polley,1991_2020,historical,"Dfb - Cold, no dry season, warm summer"
CC-586679b9-1991_2020-historical-1,QC-MAIN-586679b9,QC-MAIN-586679b9,Crater Lake,1991_2020,historical,"Dfc - Cold, no dry season, cold summer"
CC-d7217475-1991_2020-historical-1,MB-MAIN-d7217475,MB-MAIN-d7217475,Industrial Metals,1991_2020,historical,"Dfb - Cold, no dry season, warm summer"
CC-dd723db4-1991_2020-historical-1,NL-MAIN-dd723db4,NL-MAIN-dd723db4,Carol Lake,1991_2020,historical,"Dfc - Cold, no dry season, cold summer"
CC-7001a391-1991_2020-historical-1,ON-MAIN-7001a391,ON-MAIN-7001a391,McCreedy West,1991_2020,historical,"Dfb - Cold, no dry season, warm summer"
CC-9a34108c-1991_2020-historical-1,ON-MAIN-9a34108c,ON-MAIN-9a34108c,Victoria,1991_2020,historical,"Dfb - Cold, no dry season, warm summer"
CC-6bd6cc80-1991_2020-historical-1,ON-MAIN-6bd6cc80,ON-MAIN-6bd6cc80,Kingston Operation,1991_2020,historical,"Dfb - Cold, no dry season, warm summer"
CC-017a6137-1991_2020-historical-1,SK-MAIN-017a6137,SK-MAIN-017a6137,Wynyard,1991_2020,historical,"Dfb - Cold, no dry season, warm summer"
CC-a832fb0a-1991_2020-historical-1,MB-MAIN-a832fb0a,MB-MAIN-a832fb0a,East Wekusko - Snow Lake,1991_2020,historical,"Dfb - Cold, no dry season, warm summer"
CC-12730593-1991_2020-historical-1,BC-MAIN-12730593,BC-MAIN-12730593,Kutcho,1991_2020,historical,"Dsc - Cold, dry summer, cold summer"
CC-575c5e66-1991_2020-historical-1,ON-MAIN-575c5e66,ON-MAIN-575c5e66,Ontario Spoke,1991_2020,historical,"Dfb - Cold, no dry season, warm summer"
CC-6b998583-1991_2020-historical-1,ON-MAIN-6b998583,ON-MAIN-6b998583,Markham lithium reprocessing facility,1991_2020,historical,"Dfb - Cold, no dry season, warm summer"
CC-0414a373-1991_2020-historical-1,QC-MAIN-0414a373,QC-MAIN-0414a373,Lithion St-Bruno,1991_2020,historical,"Dfb - Cold, no dry season, warm summer"
