row_id,year,reporting_level,reported_company_nrcan,name,main_id,facility_group_id,facility_type,mining_processing_type,commodity,reserves_resources,reserves_resources_type,ore,ore_unit,grade,grade_unit,metal_content,metal_content_unit,norm,recovery_rate,comment,source,Unnamed: 21
RES-538513cd-2023-3,2023,Site-specific,Newmount Corporation,Eleonore,ON-MAIN-538513cd,-,mining,"Underground, concentrator",Gold,Resources,Indicated,2100,kt,4.7,g/t,300.0,kOz Au,NI-43101,92.0,,2023_reserves,
RES-538513cd-2023-4,2023,Site-specific,Newmount Corporation,Eleonore,ON-MAIN-538513cd,-,mining,"Underground, concentrator",Gold,Resources,Inferred,1800,kt,5.7,g/t,300.0,kOz Au,NI-43101,92.0,,2023_reserves,
RES-538513cd-2023-5,2023,Site-specific,Newmount Corporation,Eleonore,ON-MAIN-538513cd,-,mining,"Underground, concentrator",Gold,Resources,Measured,700,kt,4.59,g/t,100.0,kOz Au,NI-43101,92.0,,2023_reserves,
RES-GRP-147b3123-2024-1,2024,Facility-group,Pan American Silver Corp,Timmins Operation,-,GRP-147b3123,mining,"Underground, concentrator",Gold,Reserves,Proven,5.4,Mt,2.79,g/t,481.4,kOz Au,,,,Reserves_2024,
RES-GRP-147b3123-2024-2,2024,Facility-group,Pan American Silver Corp,Timmins Operation,-,GRP-147b3123,mining,"Underground, concentrator",Gold,Reserves,Probable,4.4,Mt,2.74,g/t,386.2,kOz Au,,,,Reserves_2024,
RES-GRP-147b3123-2024-3,2024,Facility-group,Pan American Silver Corp,Timmins Operation,-,GRP-147b3123,mining,"Underground, concentrator",Gold,Resources,Measured,1.1,Mt,2.48,g/t,85.5,kOz Au,,,,Reserves_2024,
RES-GRP-147b3123-2024-4,2024,Facility-group,Pan American Silver Corp,Timmins Operation,-,GRP-147b3123,mining,"Underground, concentrator",Gold,Resources,Indicated,1.3,Mt,2.76,g/t,114.2,kOz Au,,,,Reserves_2024,
RES-dc1a16f9-2023-1,2023,Site-specific,Sayona Québec Inc,North American Lithium,QC-MAIN-dc1a16f9,-,mining,"Open-pit, underground",Lithium,Resources,Total,58,Mt,,,,,,,,AR_2023.pdf,
RES-f4fc3276-2023-1,2023,Site-specific,Silver Lake Resources Ltd.,Sugar Zone,ON-MAIN-f4fc3276,-,mining,"Underground, concentrator",Gold,Reserves,Proved,2,Mt,5.8,g/t,0.0,koz,,,,https://vaultminerals.com/operations/sugar-zone,
RES-f4fc3276-2023-2,2023,Site-specific,Silver Lake Resources Ltd.,Sugar Zone,ON-MAIN-f4fc3276,-,mining,"Underground, concentrator",Gold,Reserves,Probable,2872,Mt,5.5,g/t,506.0,koz,,,,https://vaultminerals.com/operations/sugar-zone,
RES-f4fc3276-2023-3,2023,Site-specific,Silver Lake Resources Ltd.,Sugar Zone,ON-MAIN-f4fc3276,-,mining,"Underground, concentrator",Gold,Resources,Measured & Indicated,2.8,Mt,8.5,g/t,768.0,koz,,,,https://vaultminerals.com/operations/sugar-zone,
RES-f4fc3276-2023-4,2023,Site-specific,Silver Lake Resources Ltd.,Sugar Zone,ON-MAIN-f4fc3276,-,mining,"Underground, concentrator",Gold,Resources,Inferred,2.03,Mt,7.8,g/t,510.0,koz,,,,https://vaultminerals.com/operations/sugar-zone,
RES-GRP-14bfbb82-2024-1,2024,Facility-group,SSR Mining Inc,Seabee Gold Operation,-,GRP-14bfbb82,mining,Underground,Gold,Reserves,Proven,335,kt,6.11,g/t,66.0,koz,,96.0,,Reserves-and-Resources_2024,
RES-GRP-14bfbb82-2024-2,2024,Facility-group,SSR Mining Inc,Seabee Gold Operation,-,GRP-14bfbb82,mining,Underground,Gold,Reserves,Probable,1466,kt,5.16,g/t,243.0,koz,,96.0,,Reserves-and-Resources_2024,
RES-GRP-14bfbb82-2024-3,2024,Facility-group,SSR Mining Inc,Seabee Gold Operation,-,GRP-14bfbb82,mining,Underground,Gold,Resources,Measured,290,kt,6.34,g/t,59.0,koz,,,,Reserves-and-Resources_2024,
RES-GRP-14bfbb82-2024-4,2024,Facility-group,SSR Mining Inc,Seabee Gold Operation,-,GRP-14bfbb82,mining,Underground,Gold,Resources,Indicated,2150,kt,5.1,g/t,352.0,koz,,,,Reserves-and-Resources_2024,
RES-GRP-14bfbb82-2024-5,2024,Facility-group,SSR Mining Inc,Seabee Gold Operation,-,GRP-14bfbb82,mining,Underground,Gold,Resources,Inferred,1464,kt,4.37,g/t,206.0,koz,,,,Reserves-and-Resources_2024,
RES-c9c77a59-2024-1,2024,Site-specific,St Barbara Limited,Moose River Consolidated,NS-MAIN-c9c77a59,-,mining,"Open-pit, concentrator",Gold,Resources,?,56.5,kt,1.1,g/t,1980.0,koz,,,,MRMR-2024.pdf,
RES-c9c77a59-2024-2,2024,Site-specific,St Barbara Limited,Moose River Consolidated,NS-MAIN-c9c77a59,-,mining,"Open-pit, concentrator",Gold,Reserves,?,38.3,kt,1.1,g/t,1350.0,koz,,,,MRMR-2024.pdf,
RES-b64bae7a-2023-1,2023,Site-specific,Tacora Resources Inc.,Scully,NL-MAIN-b64bae7a,-,mining,"Open-pit, concentrator",Iron,Reserves,Total,207600,kt,,,,,,,,https://www.gem.wiki/Tacora_Resources_Scully_Mine,
RES-6b4800fe-2024-1,2024,Site-specific,Taseko Mines Limited,Gibraltar,BC-MAIN-6b4800fe,-,mining,"Open-pit, concentrator",Copper,Reserves,Proven,437,US short Mt,0.26,%,,,,,,https://www.tasekomines.com/properties/reserves-and-resources/,
RES-6b4800fe-2024-2,2024,Site-specific,Taseko Mines Limited,Gibraltar,BC-MAIN-6b4800fe,-,mining,"Open-pit, concentrator",Molybdenum,Reserves,Proven,437,US short Mt,0.22,%,,,,,,https://www.tasekomines.com/properties/reserves-and-resources/,
RES-6b4800fe-2024-3,2024,Site-specific,Taseko Mines Limited,Gibraltar,BC-MAIN-6b4800fe,-,mining,"Open-pit, concentrator",Copper,Reserves,Probable,168,US short Mt,0.22,%,,,,,,https://www.tasekomines.com/properties/reserves-and-resources/,
RES-6b4800fe-2024-4,2024,Site-specific,Taseko Mines Limited,Gibraltar,BC-MAIN-6b4800fe,-,mining,"Open-pit, concentrator",Molybdenum,Reserves,Probable,168,US short Mt,0.008,%,,,,,,https://www.tasekomines.com/properties/reserves-and-resources/,
RES-6b4800fe-2024-5,2024,Site-specific,Taseko Mines Limited,Gibraltar,BC-MAIN-6b4800fe,-,mining,"Open-pit, concentrator",Copper,Reserves,Probable,5,US short Mt,0.11,%,,,,,,https://www.tasekomines.com/properties/reserves-and-resources/,
RES-6b4800fe-2024-6,2024,Site-specific,Taseko Mines Limited,Gibraltar,BC-MAIN-6b4800fe,-,mining,"Open-pit, concentrator",Copper,Resources,Measured,767,US short Mt,0.25,%,,,,,,https://www.tasekomines.com/properties/reserves-and-resources/,
RES-6b4800fe-2024-7,2024,Site-specific,Taseko Mines Limited,Gibraltar,BC-MAIN-6b4800fe,-,mining,"Open-pit, concentrator",Molybdenum,Resources,Measured,767,US short Mt,0.008,%,,,,,,https://www.tasekomines.com/properties/reserves-and-resources/,
RES-6b4800fe-2024-8,2024,Site-specific,Taseko Mines Limited,Gibraltar,BC-MAIN-6b4800fe,-,mining,"Open-pit, concentrator",Copper,Resources,Indicated,342,US short Mt,0.23,%,,,,,,https://tasekomines.com/properties/gibraltar/reserves-and-resources,
RES-6b4800fe-2024-9,2024,Site-specific,Taseko Mines Limited,Gibraltar,BC-MAIN-6b4800fe,-,mining,"Open-pit, concentrator",Molybdenum,Resources,Indicated,342,US short Mt,0.007,%,,,,,,https://tasekomines.com/properties/gibraltar/reserves-and-resources,
RES-9de9bb0d-2024-1,2024,Site-specific,Wesdome Gold Mines Ltd,Eagle River,QC-MAIN-9de9bb0d,-,mining,"Underground, concentrator",Gold,Reserves,Proven,433,kt,15.6,g/t,217.0,kOz Au,,,,2024-MDA-FINAL.pdf,
RES-9de9bb0d-2024-2,2024,Site-specific,Wesdome Gold Mines Ltd,Eagle River,QC-MAIN-9de9bb0d,-,mining,"Underground, concentrator",Gold,Reserves,Probable,794,kt,10.4,g/t,265.0,kOz Au,,,,2024-MDA-FINAL.pdf,
RES-9de9bb0d-2024-3,2024,Site-specific,Wesdome Gold Mines Ltd,Eagle River,QC-MAIN-9de9bb0d,-,mining,"Underground, concentrator",Gold,Resources,Measured,250,kt,11.6,g/t,93.0,kOz Au,,,,2024-MDA-FINAL.pdf,
RES-9de9bb0d-2024-4,2024,Site-specific,Wesdome Gold Mines Ltd,Eagle River,QC-MAIN-9de9bb0d,-,mining,"Underground, concentrator",Gold,Resources,Indicated,557,kt,7.5,g/t,135.0,kOz Au,,,,2024-MDA-FINAL.pdf,
RES-9de9bb0d-2024-5,2024,Site-specific,Wesdome Gold Mines Ltd,Eagle River,QC-MAIN-9de9bb0d,-,mining,"Underground, concentrator",Gold,Resources,Inferred,2749,kt,2.6,g/t,229.0,kOz Au,,,,2024-MDA-FINAL.pdf,
RES-c5fefb01-2024-1,2024,Site-specific,Wesdome Gold Mines Ltd,Kiena,ON-MAIN-c5fefb01,-,mining,"Open-pit, concentrator",Gold,Reserves,Proven,305,kt,11,g/t,107.0,kOz Au,,,,2024-MDA-FINAL.pdf,
RES-c5fefb01-2024-2,2024,Site-specific,Wesdome Gold Mines Ltd,Kiena,ON-MAIN-c5fefb01,-,mining,"Open-pit, concentrator",Gold,Reserves,Probable,2076,kt,8.9,g/t,592.0,kOz Au,,,,2024-MDA-FINAL.pdf,
RES-c5fefb01-2024-3,2024,Site-specific,Wesdome Gold Mines Ltd,Kiena,ON-MAIN-c5fefb01,-,mining,"Open-pit, concentrator",Gold,Resources,Measured,58,kt,10.2,g/t,19.0,kOz Au,,,,2024-MDA-FINAL.pdf,
RES-c5fefb01-2024-4,2024,Site-specific,Wesdome Gold Mines Ltd,Kiena,ON-MAIN-c5fefb01,-,mining,"Open-pit, concentrator",Gold,Resources,Indicated,789,kt,5.4,g/t,138.0,kOz Au,,,,2024-MDA-FINAL.pdf,
RES-c5fefb01-2024-5,2024,Site-specific,Wesdome Gold Mines Ltd,Kiena,ON-MAIN-c5fefb01,-,mining,"Open-pit, concentrator",Gold,Resources,Inferred,2536,kt,5,g/t,411.0,kOz Au,,,,2024-MDA-FINAL.pdf,
RES-e82266c5-2023-1,2023,Site-specific,Rio Tinto,Diavik,QC-MAIN-e82266c5,-,mining,"Underground, plant",Diamonds,Reserves,Proven,1.9,Mt,2.1,carats/t,,,,,,rt-fact-book-addendum.xlsx,
RES-e82266c5-2023-2,2023,Site-specific,Rio Tinto,Diavik,QC-MAIN-e82266c5,-,mining,"Underground, plant",Diamonds,Reserves,Probable,1.3,Mt,2.3,carats/t,,,,,,rt-fact-book-addendum.xlsx,
RES-e82266c5-2023-3,2023,Site-specific,Rio Tinto,Diavik,QC-MAIN-e82266c5,-,mining,"Underground, plant",Diamonds,Resources,Measured,1.5,Mt,2.4,carats/t,,,,,,rt-fact-book-addendum.xlsx,
RES-e82266c5-2023-4,2023,Site-specific,Rio Tinto,Diavik,QC-MAIN-e82266c5,-,mining,"Underground, plant",Diamonds,Resources,Indicated,2.4,Mt,2.7,carats/t,,,,,,rt-fact-book-addendum.xlsx,
RES-e82266c5-2023-5,2023,Site-specific,Rio Tinto,Diavik,QC-MAIN-e82266c5,-,mining,"Underground, plant",Diamonds,Resources,Inferred,0.3,Mt,2.1,carats/t,,,,,,rt-fact-book-addendum.xlsx,
RES-dd723db4-2023-1,2023,Site-specific,Iron Ore Company of Canada Inc.,Carol Lake,NL-MAIN-dd723db4,-,mining,"Open-pit, concentrator",Iron,Reserves,Proven,149,Mt,65,% Fe,,,,,Reported by Rio Tinto,rt-fact-book-addendum.xlsx,
RES-dd723db4-2023-2,2023,Site-specific,Iron Ore Company of Canada Inc.,Carol Lake,NL-MAIN-dd723db4,-,mining,"Open-pit, concentrator",Silicon dioxide,Reserves,Proven,149,Mt,2.8,%SiO2,,,,,Reported by Rio Tinto,rt-fact-book-addendum.xlsx,
RES-dd723db4-2023-3,2023,Site-specific,Iron Ore Company of Canada Inc.,Carol Lake,NL-MAIN-dd723db4,-,mining,"Open-pit, concentrator",Iron,Reserves,Probable,275,Mt,65,% Fe,,,,,Reported by Rio Tinto,rt-fact-book-addendum.xlsx,
RES-dd723db4-2023-4,2023,Site-specific,Iron Ore Company of Canada Inc.,Carol Lake,NL-MAIN-dd723db4,-,mining,"Open-pit, concentrator",Silicon dioxide,Reserves,Probable,275,Mt,2.8,%SiO2,,,,,Reported by Rio Tinto,rt-fact-book-addendum.xlsx,
RES-dd723db4-2023-5,2023,Site-specific,Iron Ore Company of Canada Inc.,Carol Lake,NL-MAIN-dd723db4,-,mining,"Open-pit, concentrator",Iron,Resources,Measured,171,,40.8,% Fe,,,,,Reported by Rio Tinto,rt-fact-book-addendum.xlsx,
RES-dd723db4-2023-6,2023,Site-specific,Iron Ore Company of Canada Inc.,Carol Lake,NL-MAIN-dd723db4,-,mining,"Open-pit, concentrator",Silicon dioxide,Resources,Measured,171,,35.8,%SiO2,,,,,Reported by Rio Tinto,rt-fact-book-addendum.xlsx,
RES-dd723db4-2023-7,2023,Site-specific,Iron Ore Company of Canada Inc.,Carol Lake,NL-MAIN-dd723db4,-,mining,"Open-pit, concentrator",Aluminum oxide,Resources,Measured,171,,0.2,% Al2O3,,,,,Reported by Rio Tinto,rt-fact-book-addendum.xlsx,
RES-dd723db4-2023-8,2023,Site-specific,Iron Ore Company of Canada Inc.,Carol Lake,NL-MAIN-dd723db4,-,mining,"Open-pit, concentrator",Phosphorus,Resources,Measured,171,,0.02,% P,,,,,Reported by Rio Tinto,rt-fact-book-addendum.xlsx,
RES-dd723db4-2023-9,2023,Site-specific,Iron Ore Company of Canada Inc.,Carol Lake,NL-MAIN-dd723db4,-,mining,"Open-pit, concentrator",Iron,Resources,Indicated,720,,38.5,% Fe,,,,,Reported by Rio Tinto,rt-fact-book-addendum.xlsx,
RES-dd723db4-2023-10,2023,Site-specific,Iron Ore Company of Canada Inc.,Carol Lake,NL-MAIN-dd723db4,-,mining,"Open-pit, concentrator",Silicon dioxide,Resources,Indicated,720,,37.1,%SiO2,,,,,Reported by Rio Tinto,rt-fact-book-addendum.xlsx,
RES-dd723db4-2023-11,2023,Site-specific,Iron Ore Company of Canada Inc.,Carol Lake,NL-MAIN-dd723db4,-,mining,"Open-pit, concentrator",Aluminum oxide,Resources,Indicated,720,,0.2,% Al2O3,,,,,Reported by Rio Tinto,rt-fact-book-addendum.xlsx,
RES-dd723db4-2023-12,2023,Site-specific,Iron Ore Company of Canada Inc.,Carol Lake,NL-MAIN-dd723db4,-,mining,"Open-pit, concentrator",Phosphorus,Resources,Indicated,720,,0.03,% P,,,,,Reported by Rio Tinto,rt-fact-book-addendum.xlsx,
RES-dd723db4-2023-13,2023,Site-specific,Iron Ore Company of Canada Inc.,Carol Lake,NL-MAIN-dd723db4,-,mining,"Open-pit, concentrator",Iron,Resources,Inferred,751,,38.2,% Fe,,,,,Reported by Rio Tinto,rt-fact-book-addendum.xlsx,
RES-dd723db4-2023-14,2023,Site-specific,Iron Ore Company of Canada Inc.,Carol Lake,NL-MAIN-dd723db4,-,mining,"Open-pit, concentrator",Silicon dioxide,Resources,Inferred,751,,37.8,%SiO2,,,,,Reported by Rio Tinto,rt-fact-book-addendum.xlsx,
RES-dd723db4-2023-15,2023,Site-specific,Iron Ore Company of Canada Inc.,Carol Lake,NL-MAIN-dd723db4,-,mining,"Open-pit, concentrator",Aluminum oxide,Resources,Inferred,751,,0.2,% Al2O3,,,,,Reported by Rio Tinto,rt-fact-book-addendum.xlsx,
RES-dd723db4-2023-16,2023,Site-specific,Iron Ore Company of Canada Inc.,Carol Lake,NL-MAIN-dd723db4,-,mining,"Open-pit, concentrator",Phosphorus,Resources,Inferred,751,,0.03,% P,,,,,,,
