main_id,indigenous_land_id,distance_to_centroid_m,distance_to_edge_m
ON-MAIN-7607a50e,ZZ-IND-fac37b97,13334.21,9858.42
ON-MAIN-fcb287a4,ZZ-IND-6d5af524,13370.95,10946.29
ON-MAIN-fcb287a4,ZZ-IND-ad2a375a,50994.33,38979.87
ON-MAIN-48fe2205,ZZ-IND-6d5af524,23236.19,20857.64
ON-MAIN-48fe2205,ZZ-IND-ad2a375a,40525.69,28685.29
ON-MAIN-de2f9639,ZZ-IND-95f6c4c4,54159.45,43215.58
ON-MAIN-de2f9639,ZZ-IND-6d5af524,35714.82,33782.94
ON-MAIN-de2f9639,ZZ-IND-ad2a375a,24133.43,12072.72
ON-MAIN-f080c409,ZZ-IND-95f6c4c4,53578.89,42694.0
ON-MAIN-f080c409,ZZ-IND-6d5af524,36576.33,34666.39
ON-MAIN-f080c409,ZZ-IND-ad2a375a,23221.18,11175.62
ON-MAIN-52224e1e,ZZ-IND-95f6c4c4,51540.72,41534.33
ON-MAIN-52224e1e,ZZ-IND-6d5af524,43361.59,41720.37
ON-MAIN-52224e1e,ZZ-IND-ad2a375a,17628.86,7823.07
ON-MAIN-8629a493,ZZ-IND-91703f88,52423.9,47472.47
ON-MAIN-6e9b2449,ZZ-IND-6d5af524,40544.39,38287.0
ON-MAIN-6e9b2449,ZZ-IND-ad2a375a,40750.75,33149.58
ON-MAIN-206041d1,ZZ-IND-6d5af524,41045.98,38812.95
ON-MAIN-206041d1,ZZ-IND-ad2a375a,39243.78,31693.23
ON-MAIN-ed85ac94,ZZ-IND-6d5af524,40882.15,38630.04
ON-MAIN-ed85ac94,ZZ-IND-ad2a375a,40389.87,32840.68
ON-MAIN-f8313ebd,ZZ-IND-91703f88,50704.25,45292.37
ON-MAIN-7001a391,ZZ-IND-6d5af524,46241.99,44029.36
ON-MAIN-7001a391,ZZ-IND-ad2a375a,37729.58,29963.35
ON-MAIN-28f3f0fc,ZZ-IND-95f6c4c4,48026.66,40673.79
ON-MAIN-28f3f0fc,ZZ-IND-ad2a375a,18201.45,10971.69
ON-MAIN-28f3f0fc,ZZ-IND-16e8db99,41498.09,34557.66
ON-MAIN-f3e6ff08,ZZ-IND-91703f88,38366.49,32756.15
ON-MAIN-1c674cd0,ZZ-IND-34302ef6,6778.01,5927.45
ON-MAIN-1c674cd0,ZZ-IND-b8ccc031,8532.31,7534.28
ON-MAIN-1c674cd0,ZZ-IND-1bab5ca7,15679.78,13705.37
ON-MAIN-1c674cd0,ZZ-IND-bd4d3ce7,10038.33,9506.98
ON-MAIN-1c674cd0,ZZ-IND-267f8910,10420.4,9794.13
ON-MAIN-1c674cd0,ZZ-IND-8aa17bd0,23791.63,16905.71
ON-MAIN-1c674cd0,ZZ-IND-9f31b8cc,12100.03,9799.82
ON-MAIN-1c674cd0,ZZ-IND-5b39b354,10332.02,9532.67
ON-MAIN-687b8c8d,ZZ-IND-59e44e0a,48557.05,48407.68
ON-MAIN-687b8c8d,ZZ-IND-024e0f8b,25874.97,25066.66
ON-MAIN-687b8c8d,ZZ-IND-b8f1127d,47153.0,42815.11
ON-MAIN-8825d90d,ZZ-IND-59e44e0a,48414.64,48264.77
ON-MAIN-8825d90d,ZZ-IND-024e0f8b,26436.0,25635.49
ON-MAIN-8825d90d,ZZ-IND-b8f1127d,46971.87,42642.89
ON-MAIN-f4fc3276,ZZ-IND-4a443c53,46580.77,45971.54
ON-MAIN-f4fc3276,ZZ-IND-34b7e2a0,48795.72,48287.16
ON-MAIN-c5fefb01,ZZ-IND-59e44e0a,45272.32,45107.11
ON-MAIN-c5fefb01,ZZ-IND-b8f1127d,43257.39,39578.68
ON-MAIN-cb85213a,ZZ-IND-59e44e0a,43079.55,42914.73
ON-MAIN-cb85213a,ZZ-IND-b8f1127d,41931.65,38956.77
ON-MAIN-6e9be24e,ZZ-IND-b9b7af49,27524.02,25741.94
ON-MAIN-6e9be24e,ZZ-IND-4a443c53,22031.66,21498.65
ON-MAIN-6e9be24e,ZZ-IND-34b7e2a0,20138.7,19864.0
ON-MAIN-fefeaee4,ZZ-IND-ddff8112,53439.38,46129.82
ON-MAIN-0aadf28f,ZZ-IND-d7814823,46148.06,40161.8
ON-MAIN-0aadf28f,ZZ-IND-6e14d307,33757.83,32550.22
ON-MAIN-0aadf28f,ZZ-IND-5bfe4ff3,50353.16,46870.48
ON-MAIN-0aadf28f,ZZ-IND-a683e953,21159.7,20842.62
ON-MAIN-0aadf28f,ZZ-IND-50ce4291,35474.74,32210.87
ON-MAIN-0aadf28f,ZZ-IND-7fb68545,41188.64,39834.23
ON-MAIN-0aadf28f,ZZ-IND-f1bbfc94,33412.75,28848.74
ON-MAIN-0aadf28f,ZZ-IND-47943b4b,40325.71,39127.25
ON-MAIN-0aadf28f,ZZ-IND-f74e6638,49768.44,47407.13
ON-MAIN-0aadf28f,ZZ-IND-3da369cf,21036.22,17899.52
ON-MAIN-0aadf28f,ZZ-IND-af01e597,38883.59,38273.14
ON-MAIN-0aadf28f,ZZ-IND-391dd60e,50097.82,47460.08
ON-MAIN-0aadf28f,ZZ-IND-ae091da6,41754.92,40689.5
ON-MAIN-0aadf28f,ZZ-IND-957e5005,31826.9,28976.38
ON-MAIN-0aadf28f,ZZ-IND-7bec9d7b,35119.47,34586.79
ON-MAIN-0aadf28f,ZZ-IND-7e4dcf02,39008.8,37482.61
ON-MAIN-0aadf28f,ZZ-IND-03bb427b,20212.09,18292.57
MB-MAIN-915d9faa,ZZ-IND-069ab807,49515.16,47710.0
MB-MAIN-915d9faa,ZZ-IND-4784058f,46573.29,39912.32
MB-MAIN-e0a6250e,ZZ-IND-07a614eb,20102.32,18059.32
MB-MAIN-e0a6250e,ZZ-IND-0041fd50,24231.78,21593.73
MB-MAIN-e0a6250e,ZZ-IND-0f4ad2c9,34956.14,33178.84
SK-MAIN-22ce14be,ZZ-IND-ba7414b4,34473.59,33479.32
SK-MAIN-22ce14be,ZZ-IND-70dc52dc,50145.29,48596.97
SK-MAIN-29afbdb5,ZZ-IND-ba7414b4,39234.05,38368.38
SK-MAIN-60ba74c4,ZZ-IND-c88baed3,49449.98,43726.49
SK-MAIN-bb89158f,ZZ-IND-e0a50fcf,49788.36,47310.11
AB-MAIN-526c6c76,ZZ-IND-4aff4a4c,45931.91,45847.0
AB-MAIN-526c6c76,ZZ-IND-7957b95e,22719.69,18216.18
AB-MAIN-526c6c76,ZZ-IND-f563bd49,26972.5,25983.26
AB-MAIN-526c6c76,ZZ-IND-5acf0373,49532.0,44236.38
AB-MAIN-526c6c76,ZZ-IND-e19754f4,38113.37,33114.9
AB-MAIN-526c6c76,ZZ-IND-e2b55a92,42488.25,38654.8
AB-MAIN-0c614cfb,ZZ-IND-4e5ebd34,22603.91,21846.35
AB-MAIN-0c614cfb,ZZ-IND-2d994803,29873.94,26340.0
AB-MAIN-eec2cd4c,ZZ-IND-9d162b5d,40081.44,37919.0
AB-MAIN-eec2cd4c,ZZ-IND-93e825af,19355.87,16797.98
AB-MAIN-eec2cd4c,ZZ-IND-09bf1b48,40000.36,35342.07
AB-MAIN-7dabaf6e,ZZ-IND-7c8f2aac,45875.32,45533.27
AB-MAIN-7dabaf6e,ZZ-IND-9d162b5d,40681.35,39116.04
AB-MAIN-7dabaf6e,ZZ-IND-96b2121d,30734.88,27519.64
AB-MAIN-7dabaf6e,ZZ-IND-93e825af,52056.02,45877.75
AB-MAIN-7dabaf6e,ZZ-IND-09bf1b48,35922.32,29938.3
AB-MAIN-7dabaf6e,ZZ-IND-3991aab9,51255.76,48190.74
AB-MAIN-7dabaf6e,ZZ-IND-c03edd3f,47593.29,46641.02
AB-MAIN-70af0605,ZZ-IND-9d162b5d,16567.81,14396.9
AB-MAIN-70af0605,ZZ-IND-93e825af,10977.73,4863.94
AB-MAIN-70af0605,ZZ-IND-09bf1b48,15650.75,12409.44
AB-MAIN-c42b8de9,ZZ-IND-9d162b5d,16242.19,14255.46
AB-MAIN-c42b8de9,ZZ-IND-93e825af,5862.9,4147.57
AB-MAIN-c42b8de9,ZZ-IND-09bf1b48,17748.75,11174.28
AB-MAIN-5ce71d64,ZZ-IND-9d162b5d,24851.76,23307.88
AB-MAIN-5ce71d64,ZZ-IND-96b2121d,46396.66,43251.36
AB-MAIN-5ce71d64,ZZ-IND-93e825af,38361.01,32285.37
AB-MAIN-5ce71d64,ZZ-IND-09bf1b48,20117.45,14125.56
AB-MAIN-e4a2cc7b,ZZ-IND-9d162b5d,9225.47,7052.11
AB-MAIN-e4a2cc7b,ZZ-IND-93e825af,13514.86,8953.84
AB-MAIN-e4a2cc7b,ZZ-IND-09bf1b48,9862.93,4852.49
AB-MAIN-3f0e46be,ZZ-IND-9d162b5d,21084.87,19893.85
AB-MAIN-3f0e46be,ZZ-IND-93e825af,12044.83,7650.06
AB-MAIN-3f0e46be,ZZ-IND-09bf1b48,24560.06,15958.09
AB-MAIN-f7556a3a,ZZ-IND-9d162b5d,16187.61,14513.47
AB-MAIN-f7556a3a,ZZ-IND-87bd7102,47075.53,42682.16
AB-MAIN-f7556a3a,ZZ-IND-077c987e,50853.26,48312.33
AB-MAIN-f7556a3a,ZZ-IND-93e825af,22968.09,19819.5
AB-MAIN-f7556a3a,ZZ-IND-09bf1b48,20970.19,12848.88
BC-MAIN-4724f4ba,ZZ-IND-6b5615ab,40705.74,37643.11
BC-MAIN-4724f4ba,ZZ-IND-eeab84ca,47542.62,47003.09
BC-MAIN-4724f4ba,ZZ-IND-6899a561,45940.21,45557.34
BC-MAIN-4724f4ba,ZZ-IND-d153fb9a,43963.74,42700.39
BC-MAIN-4724f4ba,ZZ-IND-980940cb,36679.41,36282.44
BC-MAIN-4724f4ba,ZZ-IND-844428d3,45388.04,45221.01
BC-MAIN-4724f4ba,ZZ-IND-a8915142,28938.58,25647.73
BC-MAIN-4724f4ba,ZZ-IND-5c0c2b74,43735.24,41020.78
BC-MAIN-4724f4ba,ZZ-IND-5d5d143a,47738.75,46932.79
BC-MAIN-4724f4ba,ZZ-IND-9cb886ef,46771.48,46222.88
BC-MAIN-4724f4ba,ZZ-IND-78c795b7,41198.69,40469.64
BC-MAIN-4724f4ba,ZZ-IND-4ada20e0,42759.84,42607.29
BC-MAIN-4724f4ba,ZZ-IND-91e30dcf,46483.83,45614.9
BC-MAIN-4724f4ba,ZZ-IND-6d721765,34654.54,27134.65
BC-MAIN-4724f4ba,ZZ-IND-62f48355,36946.06,36700.96
BC-MAIN-4724f4ba,ZZ-IND-de522914,26419.97,24379.71
BC-MAIN-4724f4ba,ZZ-IND-0e4cb9ac,50618.0,49728.78
BC-MAIN-4724f4ba,ZZ-IND-6722ac5b,25856.44,25234.8
BC-MAIN-4724f4ba,ZZ-IND-f61f4820,48669.57,46131.93
BC-MAIN-4724f4ba,ZZ-IND-de925db0,34308.74,34208.26
BC-MAIN-4724f4ba,ZZ-IND-b2e72952,44321.61,43065.97
BC-MAIN-4724f4ba,ZZ-IND-d028e4e4,50908.44,49419.94
BC-MAIN-4724f4ba,ZZ-IND-d57251de,23409.51,23097.82
BC-MAIN-4724f4ba,ZZ-IND-b426a1ab,40849.04,40658.25
BC-MAIN-4724f4ba,ZZ-IND-bd1f9737,52683.65,47605.31
BC-MAIN-4724f4ba,ZZ-IND-9f457aaa,61661.82,48759.41
BC-MAIN-aa76f6f2,ZZ-IND-6b5615ab,50164.36,47059.12
BC-MAIN-aa76f6f2,ZZ-IND-f0d3f48c,35873.86,27462.4
BC-MAIN-aa76f6f2,ZZ-IND-8e2bc2ff,43643.91,42424.27
BC-MAIN-aa76f6f2,ZZ-IND-5d5d143a,47446.02,46709.97
BC-MAIN-aa76f6f2,ZZ-IND-9cb886ef,48534.12,48082.26
BC-MAIN-aa76f6f2,ZZ-IND-2e68c726,27411.05,27257.06
BC-MAIN-aa76f6f2,ZZ-IND-6d721765,57220.37,48651.44
BC-MAIN-aa76f6f2,ZZ-IND-2a61d602,26678.79,26526.45
BC-MAIN-aa76f6f2,ZZ-IND-eb6a2337,42259.97,41716.9
BC-MAIN-aa76f6f2,ZZ-IND-4d3cd724,40304.69,38233.26
BC-MAIN-aa76f6f2,ZZ-IND-3565b700,30285.5,29616.24
BC-MAIN-aa76f6f2,ZZ-IND-2f7439b5,35588.43,35198.78
BC-MAIN-aa76f6f2,ZZ-IND-9f5df0b3,19805.99,12360.56
BC-MAIN-599152a0,ZZ-IND-eeab84ca,22068.05,21873.75
BC-MAIN-599152a0,ZZ-IND-f72212b8,33137.97,30050.79
BC-MAIN-599152a0,ZZ-IND-6899a561,20933.45,20443.97
BC-MAIN-599152a0,ZZ-IND-844428d3,14840.51,14704.27
BC-MAIN-599152a0,ZZ-IND-3d286c37,29015.88,28394.17
BC-MAIN-599152a0,ZZ-IND-2878571e,46435.14,45323.7
BC-MAIN-599152a0,ZZ-IND-91e30dcf,19916.32,18594.97
BC-MAIN-599152a0,ZZ-IND-fb0d4b25,54496.35,48108.18
BC-MAIN-599152a0,ZZ-IND-cac0baf8,23454.84,23197.23
BC-MAIN-599152a0,ZZ-IND-de925db0,28919.35,28813.77
BC-MAIN-599152a0,ZZ-IND-e47f5926,38453.35,32903.07
BC-MAIN-bf503b6b,ZZ-IND-6b5615ab,51633.74,49481.65
BC-MAIN-bf503b6b,ZZ-IND-2a236072,46746.02,46169.91
BC-MAIN-bf503b6b,ZZ-IND-5e536481,46942.18,46679.31
BC-MAIN-bf503b6b,ZZ-IND-e4f97936,28650.69,28546.83
BC-MAIN-bf503b6b,ZZ-IND-19445269,27538.33,26440.23
BC-MAIN-bf503b6b,ZZ-IND-0d81b71e,21926.98,21211.64
BC-MAIN-bf503b6b,ZZ-IND-11f8dd86,20560.56,20349.81
BC-MAIN-bf503b6b,ZZ-IND-cdf04c57,47305.78,46112.33
BC-MAIN-bf503b6b,ZZ-IND-0b1ec90f,49449.18,49212.14
BC-MAIN-bf503b6b,ZZ-IND-f0d3f48c,37531.38,30051.24
BC-MAIN-bf503b6b,ZZ-IND-399eb059,45797.51,44745.43
BC-MAIN-bf503b6b,ZZ-IND-77e504f2,47452.96,47061.53
BC-MAIN-bf503b6b,ZZ-IND-ddf92d7e,46273.81,45781.53
BC-MAIN-bf503b6b,ZZ-IND-d986ec7e,46991.55,46507.42
BC-MAIN-bf503b6b,ZZ-IND-0186f2b3,35623.09,35537.69
BC-MAIN-bf503b6b,ZZ-IND-392c7f5a,45663.54,45400.98
BC-MAIN-bf503b6b,ZZ-IND-f6e05bd0,38579.69,38447.18
BC-MAIN-bf503b6b,ZZ-IND-4e2bbe4b,18060.3,17946.15
BC-MAIN-bf503b6b,ZZ-IND-ade1dd85,45133.04,44481.63
BC-MAIN-bf503b6b,ZZ-IND-ca2a6a0b,39688.67,39540.18
BC-MAIN-bf503b6b,ZZ-IND-36cd155a,24682.11,23625.61
BC-MAIN-bf503b6b,ZZ-IND-f9c1d2ed,35055.38,34399.59
BC-MAIN-bf503b6b,ZZ-IND-8aa38f6c,48677.01,48461.1
BC-MAIN-bf503b6b,ZZ-IND-85fde8df,44541.5,43802.89
BC-MAIN-bf503b6b,ZZ-IND-a3923787,26902.56,26649.3
BC-MAIN-bf503b6b,ZZ-IND-db5f5aff,47916.11,47392.39
BC-MAIN-bf503b6b,ZZ-IND-cc7939c2,17876.04,15765.86
BC-MAIN-bf503b6b,ZZ-IND-16815c32,41570.73,40515.19
BC-MAIN-bf503b6b,ZZ-IND-dbe2bda7,23016.26,22916.33
BC-MAIN-bf503b6b,ZZ-IND-85f0406c,49599.05,48927.47
BC-MAIN-bf503b6b,ZZ-IND-79c0c6f7,32660.27,30339.92
BC-MAIN-bf503b6b,ZZ-IND-5c0c2b74,51736.93,49528.51
BC-MAIN-bf503b6b,ZZ-IND-d5eb0eb7,19596.77,19020.52
BC-MAIN-bf503b6b,ZZ-IND-5a3dc1ab,46030.59,45718.23
BC-MAIN-bf503b6b,ZZ-IND-da831640,28427.49,27416.68
BC-MAIN-bf503b6b,ZZ-IND-5d5d143a,40935.02,40171.61
BC-MAIN-bf503b6b,ZZ-IND-1c65b4f5,47443.92,47123.65
BC-MAIN-bf503b6b,ZZ-IND-75e6eeca,36244.5,36020.7
BC-MAIN-bf503b6b,ZZ-IND-553f833c,21275.59,21138.1
BC-MAIN-bf503b6b,ZZ-IND-ecaf940c,33087.75,29515.89
BC-MAIN-bf503b6b,ZZ-IND-cecb9e34,23378.64,23114.37
BC-MAIN-bf503b6b,ZZ-IND-f102668a,23032.61,21703.95
BC-MAIN-bf503b6b,ZZ-IND-2dbb2799,44544.49,44036.9
BC-MAIN-bf503b6b,ZZ-IND-d24392a7,48458.4,47906.36
BC-MAIN-bf503b6b,ZZ-IND-2215a1dc,39790.17,39522.4
BC-MAIN-bf503b6b,ZZ-IND-f4e0f3a6,41142.3,40424.29
BC-MAIN-bf503b6b,ZZ-IND-9b14cfae,21175.79,21003.35
BC-MAIN-bf503b6b,ZZ-IND-43c59f46,15438.85,13446.47
BC-MAIN-bf503b6b,ZZ-IND-e16f73be,46067.39,45265.67
BC-MAIN-bf503b6b,ZZ-IND-8a924dd2,50396.18,49843.92
BC-MAIN-bf503b6b,ZZ-IND-9cb886ef,41671.14,41101.42
BC-MAIN-bf503b6b,ZZ-IND-78c795b7,48174.58,47373.59
BC-MAIN-bf503b6b,ZZ-IND-6e722cdb,47183.24,46461.21
BC-MAIN-bf503b6b,ZZ-IND-b4a5385b,18819.4,18184.13
BC-MAIN-bf503b6b,ZZ-IND-3cceeb79,46437.46,46141.92
BC-MAIN-bf503b6b,ZZ-IND-30207b75,46522.29,46130.85
BC-MAIN-bf503b6b,ZZ-IND-efc7e729,31800.09,30062.08
BC-MAIN-bf503b6b,ZZ-IND-47d21960,18018.07,16481.98
BC-MAIN-bf503b6b,ZZ-IND-bf27986f,20902.88,19974.16
BC-MAIN-bf503b6b,ZZ-IND-b5d182fc,36856.83,36027.0
BC-MAIN-bf503b6b,ZZ-IND-fca91580,20865.98,20541.37
BC-MAIN-bf503b6b,ZZ-IND-66a90c12,46967.56,46638.17
BC-MAIN-bf503b6b,ZZ-IND-52960e36,48984.01,48090.77
BC-MAIN-bf503b6b,ZZ-IND-1e847aff,23673.25,23279.7
BC-MAIN-bf503b6b,ZZ-IND-3b4bf410,23717.14,23362.99
BC-MAIN-bf503b6b,ZZ-IND-b4dcac7d,24539.83,22626.3
BC-MAIN-bf503b6b,ZZ-IND-b306c398,32985.28,32581.55
BC-MAIN-bf503b6b,ZZ-IND-3274aaea,47041.54,46195.64
BC-MAIN-bf503b6b,ZZ-IND-f95f44d2,23908.88,20620.18
BC-MAIN-bf503b6b,ZZ-IND-4cc4a4c6,44518.65,44270.79
BC-MAIN-bf503b6b,ZZ-IND-dcc02150,46205.19,45423.46
BC-MAIN-bf503b6b,ZZ-IND-ecbd899b,43091.73,42972.72
BC-MAIN-bf503b6b,ZZ-IND-6a46d15d,45937.6,45642.49
BC-MAIN-bf503b6b,ZZ-IND-60c87578,45884.56,45577.41
BC-MAIN-bf503b6b,ZZ-IND-0b681892,23182.5,23165.89
BC-MAIN-bf503b6b,ZZ-IND-9101165d,26206.8,25396.56
BC-MAIN-bf503b6b,ZZ-IND-5ab8e7ca,49130.36,48826.45
BC-MAIN-bf503b6b,ZZ-IND-856ccee3,47749.37,46886.41
BC-MAIN-bf503b6b,ZZ-IND-5b7e48d1,26084.78,25569.54
BC-MAIN-bf503b6b,ZZ-IND-03f874bc,20140.71,18685.62
BC-MAIN-bf503b6b,ZZ-IND-05960510,33783.72,33431.65
BC-MAIN-bf503b6b,ZZ-IND-68054196,36163.57,34115.18
BC-MAIN-bf503b6b,ZZ-IND-6fd4ef3b,33041.67,27835.81
BC-MAIN-bf503b6b,ZZ-IND-0a8bb400,46983.11,46960.75
BC-MAIN-bf503b6b,ZZ-IND-e875f448,49393.91,49040.38
BC-MAIN-bf503b6b,ZZ-IND-2b72cf5b,44770.63,44227.54
BC-MAIN-bf503b6b,ZZ-IND-98b2a05f,18959.39,18357.01
BC-MAIN-bf503b6b,ZZ-IND-616baa0d,25215.41,24174.94
BC-MAIN-bf503b6b,ZZ-IND-7dd6e774,24278.9,23594.94
BC-MAIN-bf503b6b,ZZ-IND-0abec4cd,45773.77,45099.78
BC-MAIN-bf503b6b,ZZ-IND-78914d81,46559.41,46117.02
BC-MAIN-bf503b6b,ZZ-IND-415a66d3,45884.84,45123.75
BC-MAIN-bf503b6b,ZZ-IND-4846a912,42367.97,41318.91
BC-MAIN-bf503b6b,ZZ-IND-4121464d,47389.84,47169.02
BC-MAIN-bf503b6b,ZZ-IND-e8972e2c,22587.54,22162.8
BC-MAIN-bf503b6b,ZZ-IND-50ebec7e,21954.21,21319.82
BC-MAIN-bf503b6b,ZZ-IND-9fe0afdd,46388.34,45992.65
BC-MAIN-bf503b6b,ZZ-IND-fa197ff6,20183.37,19995.42
BC-MAIN-bf503b6b,ZZ-IND-5f54192c,45196.57,44884.13
BC-MAIN-bf503b6b,ZZ-IND-96d0e3b3,44559.18,44423.41
BC-MAIN-bf503b6b,ZZ-IND-3c6f4f8e,17006.35,16829.45
BC-MAIN-bf503b6b,ZZ-IND-c2aabb35,21370.69,21194.98
BC-MAIN-bf503b6b,ZZ-IND-2369256d,47976.25,47340.57
BC-MAIN-bf503b6b,ZZ-IND-9770bf6e,45408.4,43846.93
BC-MAIN-bf503b6b,ZZ-IND-b8bc2145,41525.54,41419.05
BC-MAIN-bf503b6b,ZZ-IND-eb6a2337,33600.64,33364.67
BC-MAIN-bf503b6b,ZZ-IND-b2e72952,42990.21,41763.95
BC-MAIN-bf503b6b,ZZ-IND-1d1dfd00,27933.67,27704.98
BC-MAIN-bf503b6b,ZZ-IND-1a49aa3c,49845.33,49093.62
BC-MAIN-bf503b6b,ZZ-IND-175e6259,45148.77,44167.26
BC-MAIN-bf503b6b,ZZ-IND-652cc864,47060.89,46417.12
BC-MAIN-bf503b6b,ZZ-IND-affc01f4,45658.15,44684.56
BC-MAIN-bf503b6b,ZZ-IND-b7a2abcc,17087.78,16718.27
BC-MAIN-bf503b6b,ZZ-IND-4e5d1be1,47073.73,46881.36
BC-MAIN-bf503b6b,ZZ-IND-3565b700,16438.82,15980.21
BC-MAIN-bf503b6b,ZZ-IND-b426a1ab,48885.4,48648.05
BC-MAIN-bf503b6b,ZZ-IND-8d74ce7c,31623.24,31524.42
BC-MAIN-bf503b6b,ZZ-IND-1bc30010,31067.12,30854.75
BC-MAIN-bf503b6b,ZZ-IND-e95ff61f,31285.48,31252.91
BC-MAIN-bf503b6b,ZZ-IND-6a5c5167,30660.43,30272.31
BC-MAIN-bf503b6b,ZZ-IND-bd1f9737,36178.03,30226.5
BC-MAIN-bf503b6b,ZZ-IND-1e90dce2,24211.07,22277.21
BC-MAIN-3f490561,ZZ-IND-fd6ba8b3,48865.86,47507.31
BC-MAIN-3f490561,ZZ-IND-cd7b0b70,46312.45,45887.14
BC-MAIN-3f490561,ZZ-IND-0267bda6,43859.16,41270.15
BC-MAIN-3f490561,ZZ-IND-db9873a9,49749.53,49448.14
BC-MAIN-3f490561,ZZ-IND-8b436c73,47665.46,47147.51
BC-MAIN-3f490561,ZZ-IND-cbd4ce60,47520.5,46700.92
BC-MAIN-3f490561,ZZ-IND-37b59960,45487.18,44671.31
BC-MAIN-6b4800fe,ZZ-IND-fd6ba8b3,22322.1,21009.96
BC-MAIN-6b4800fe,ZZ-IND-e2a2cf36,24800.1,24534.35
BC-MAIN-6b4800fe,ZZ-IND-a0a3a0a4,24681.02,24312.4
BC-MAIN-6b4800fe,ZZ-IND-5046d0f3,24946.46,24494.69
BC-MAIN-6b4800fe,ZZ-IND-73b6c6cc,49539.48,49312.14
BC-MAIN-6b4800fe,ZZ-IND-ce17d2cf,21474.65,21198.06
BC-MAIN-6b4800fe,ZZ-IND-cd7b0b70,2884.67,2336.68
BC-MAIN-6b4800fe,ZZ-IND-359645d3,40012.57,39913.94
BC-MAIN-6b4800fe,ZZ-IND-0267bda6,32186.51,28760.88
BC-MAIN-6b4800fe,ZZ-IND-0d05ff27,24725.08,24357.16
BC-MAIN-6b4800fe,ZZ-IND-c4b69ca4,45864.74,45376.55
BC-MAIN-6b4800fe,ZZ-IND-bdeae808,23731.39,23613.96
BC-MAIN-6b4800fe,ZZ-IND-db9873a9,6777.97,6420.97
BC-MAIN-6b4800fe,ZZ-IND-aaba1fb5,25781.34,25642.72
BC-MAIN-6b4800fe,ZZ-IND-f632d690,45852.17,45744.51
BC-MAIN-6b4800fe,ZZ-IND-7a2936be,22235.04,21682.96
BC-MAIN-6b4800fe,ZZ-IND-fc3dc9b3,11342.8,10770.79
BC-MAIN-6b4800fe,ZZ-IND-ed8e686e,47896.91,46361.59
BC-MAIN-6b4800fe,ZZ-IND-c57bc89e,46212.88,45380.69
BC-MAIN-6b4800fe,ZZ-IND-cc28ff3a,48344.58,48025.84
BC-MAIN-6b4800fe,ZZ-IND-123a6e24,14535.66,13357.36
BC-MAIN-6b4800fe,ZZ-IND-70e22c4c,15062.83,14516.3
BC-MAIN-6b4800fe,ZZ-IND-27df2ca1,12635.49,11874.44
BC-MAIN-6b4800fe,ZZ-IND-8b436c73,46485.67,45954.05
BC-MAIN-6b4800fe,ZZ-IND-cbd4ce60,45821.65,45072.87
BC-MAIN-6b4800fe,ZZ-IND-37b59960,44034.32,43196.97
