prod_id,year,geography,commodity,reference_point,material_type,data_type,unit,value,value_tonnes,comment,main_id,facility_group_id,company_id,source_id
PROD-730aefe3-2023-2,2023,Canada,Gold,4,Intermediate metal,Production,oz,228535.0,7.1082383725,,NU-MAIN-730aefe3,-,,SRC_AgnicoEagleMinesLimited_2023-Sustainability-Performance_data
PROD-GRP-0a2c0d69-2023-1,2023,Canada,Gold,2,Ore processed,Production,t,3842649.005728,3842649.005728,,-,GRP-0a2c0d69,,SRC_AgnicoEagleMinesLimited_2023-Sustainability-Performance_data
PROD-GRP-0a2c0d69-2023-2,2023,Canada,Gold,4,Intermediate metal,Production,oz,431665.6270210001,13.426311830047675,Like intermediate metal,-,GRP-0a2c0d69,,SRC_AgnicoEagleMinesLimited_2023-Sustainability-Performance_data
PROD-GRP-0a2c0d69-2023-3,2023,Canada,Silver,4,Intermediate metal,Production,koz,125.0,3.8879375,Like intermediate metal,-,GRP-0a2c0d69,,SRC_AgnicoEagleMinesLimited_2023-Sustainability-Performance_data
PROD-aeafbb59-2023-1,2023,Canada,Gold,2,Ore processed,Production,t,1918143.0,1918143.0,,ON-MAIN-aeafbb59,-,,SRC_AgnicoEagleMinesLimited_2023-Sustainability-Performance_data
PROD-aeafbb60-2023-1,2023,Canada,Gold,4,Intermediate metal,Production,oz,364141.0,11.326059593499998,Like intermediate metal,ON-MAIN-aeafbb60,-,,SRC_AgnicoEagleMinesLimited_2023-Sustainability-Performance_data
PROD-aeafbb61-2023-1,2023,Canada,Silver,4,Intermediate metal,Production,koz,27.0,0.8397945,Like intermediate metal,ON-MAIN-aeafbb61,-,,SRC_AgnicoEagleMinesLimited_2023-Sustainability-Performance_data
PROD-UNKNOWN-2023-1,2023,World,Copper,5,Refinery production,Production,kt,443.3,443300.0,Includes production by Horne and CCR but also other refineries not in Canada.,-,-,,SRC_Glencore_GLEN_2024-FY_ProductionReport_tables
PROD-UNKNOWN-2023-2,2023,World,Copper,5,Refinery production,Production,kt,507.3,507300.0,Includes production by Horne and CCR but also other refineries not in Canada.,-,-,,SRC_Glencore_GLEN_2024-FY_ProductionReport_tables
PROD-44857446-2023-1,2023,Canada,Gold,4,Intermediate metal,Production,koz,86.6,2.6935630999999995,,YT-MAIN-44857446,-,,SRC_HeclaMiningCompany_casa-berardi-quebec-canada
PROD-44857446-2023-2,2023,Canada,Silver,4,Intermediate metal,Production,koz,24.2,0.7527047,,YT-MAIN-44857446,-,,SRC_HeclaMiningCompany_casa-berardi-quebec-canada
PROD-599152a0-2023-1,2023,Canada,Copper,3,Concentrate,Production,t,82685.0,82685.0,"""As Copper Mountain was acquired on June 20, 2023, the results for the year ended December 31, 2023 represents the period from the acquisition date, June 20, 2023, through to the end of the fourth quarter of 2023""",BC-MAIN-599152a0,-,,SRC_HudbayMineralsInc_MDA25
PROD-7607a50e-2023-1,2023,Canada,Gold,4,Intermediate metal,Production,oz,131400.0,4.0869998999999995,,ON-MAIN-7607a50e,-,,SRC_AlamosGoldInc_Data_2023
PROD-7607a50e-2023-2,2023,Canada,Gold,1,Ore mined,Production,t,437541.0,437541.0,,ON-MAIN-7607a50e,-,,SRC_AlamosGoldInc_Data_2023
PROD-7607a50e-2023-3,2023,Canada,Gold,2,Ore processed,Production,t,439008.0,439008.0,,ON-MAIN-7607a50e,-,,SRC_AlamosGoldInc_Data_2023
PROD-7607a50e-2023-4,2023,Canada,Gold,2,Mill grade,Technical attribute,?,9.48,,,ON-MAIN-7607a50e,-,,SRC_AlamosGoldInc_Data_2023
PROD-7607a50e-2023-5,2023,Canada,Gold,2,Mill recovery rate,Technical attribute,%,97.0,,,ON-MAIN-7607a50e,-,,SRC_AlamosGoldInc_Data_2023
PROD-7607a50e-2023-6,2023,Canada,Gold,2,Ore grade,Technical attribute,?,9.43,,,ON-MAIN-7607a50e,-,,SRC_AlamosGoldInc_Data_2023
PROD-687b8c8d-2023-1,2023,Canada,Gold,4,Intermediate metal,Production,oz,185100.0,5.757257849999999,,ON-MAIN-687b8c8d,-,,SRC_AlamosGoldInc_Data_2023
PROD-687b8c8d-2023-2,2023,Canada,Gold,1,Ore mined,Production,t,2878155.0,2878155.0,,ON-MAIN-687b8c8d,-,,SRC_AlamosGoldInc_Data_2023
PROD-687b8c8d-2023-3,2023,Canada,Gold,2,Ore processed,Production,t,2878047.0,2878047.0,,ON-MAIN-687b8c8d,-,,SRC_AlamosGoldInc_Data_2023
PROD-687b8c8d-2023-4,2023,Canada,Gold,2,Mill grade,Technical attribute,?,2.2,,,ON-MAIN-687b8c8d,-,,SRC_AlamosGoldInc_Data_2023
PROD-687b8c8d-2023-5,2023,Canada,Gold,2,Mill recovery rate,Technical attribute,%,90.0,,,ON-MAIN-687b8c8d,-,,SRC_AlamosGoldInc_Data_2023
PROD-687b8c8d-2023-6,2023,Canada,Gold,2,Ore grade,Technical attribute,?,2.2,,,ON-MAIN-687b8c8d,-,,SRC_AlamosGoldInc_Data_2023
PROD-CMP-140e111b-2023-1,2023,World,Aluminum,4,Aluminum production,Production,kmt,2114.0,2114.0,,-,,CMP-140e111b,SRC_AlcoaCorporation_4Q23-Alcoa-Financial-Results
PROD-52c01ae4-2023-1,2023,Canada,Aluminum,4,Capacity,Capacity,t,312000.0,,,QC-MAIN-52c01ae4,-,CMP-140e111b,SRC_AlcoaCorporation_the-industry
PROD-eac5a52b-2023-1,2023,Canada,Aluminum,4,Capacity,Capacity,t,287000.0,,,QC-MAIN-eac5a52b,-,CMP-140e111b,SRC_AlcoaCorporation_the-industry
PROD-c8966bdc-2023-1,2023,Canada,Aluminum,4,Capacity,Capacity,t,462000.0,,,QC-MAIN-c8966bdc,-,,SRC_AlcoaCorporationandRioTintoAluminumInc._the-industry
PROD-GRP-1402249f-2024-1,2024,Canada,Iron,3,Mining production,Production,Mt,24.2,24.2,Ambigous production type,-,GRP-1402249f,CMP-3775c12e,SRC_ArcelorMittal_arcelormittal-factbook-2024
PROD-4c35e094-2024-1,2024,Canada,Steel,5,Flat,Production,Mt,3.1,3.1,"Integrated, mini-mill",ON-MAIN-4c35e094,,,SRC_ArcelorMittal_Factbook_2024
PROD-UNKNOWN-2024-1,2024,Canada,Steel,5,"Long/wire rod, bars, slabs",Production,Mt,1.9,1.9,Mini-mill,-,-,,SRC_ArcelorMittal_Factbook_2024
PROD-084bd95c-2023-1,2023,Canada,Iron,3,Iron ore,Production,kt,5901.0,5901000.0,Given in ttpa (total ton per annum),QC-MAIN-084bd95c,,CMP-3775c12e,SRC_ArcelorMittal_GEM
PROD-33c09b8b-2023-1,2023,Canada,Iron,3,Concentrate & pellets,Production,Mt,22.4,22.4,,QC-MAIN-33c09b8b,,CMP-3775c12e,SRC_ArcelorMittal_arcelormittal-factbook-2024
PROD-8825d90d-2024-1,2024,Canada,Gold,4,Gold production,Production,oz,33000.0,1.0264155,Data from Alamos Gold,ON-MAIN-8825d90d,-,-,SRC_ArgonautGoldInc_Data_2023
PROD-8825d90d-2024-2,2024,Canada,Gold,1,Ore mined,Production,t,1838496.0,1838496.0,Data from Alamos Gold,ON-MAIN-8825d90d,-,-,SRC_ArgonautGoldInc_Data_2023
PROD-8825d90d-2024-3,2024,Canada,Gold,1,Waste mined,Production,t,6759562.0,6759562.0,Data from Alamos Gold,ON-MAIN-8825d90d,-,-,SRC_ArgonautGoldInc_Data_2023
PROD-8825d90d-2024-4,2024,Canada,Gold,1,Waste to ore ratio,Technical attribute,%,4.18,,Data from Alamos Gold,ON-MAIN-8825d90d,-,-,SRC_ArgonautGoldInc_Data_2023
PROD-8825d90d-2024-5,2024,Canada,Gold,2,Ore grade,Technical attribute,g/t?,0.81,,Data from Alamos Gold,ON-MAIN-8825d90d,-,-,SRC_ArgonautGoldInc_Data_2023
PROD-8825d90d-2024-6,2024,Canada,Gold,2,Ore processed,Production,t,1165551.0,1165551.0,Data from Alamos Gold,ON-MAIN-8825d90d,-,-,SRC_ArgonautGoldInc_Data_2023
PROD-8825d90d-2024-7,2024,Canada,Gold,2,Head grade,Technical attribute,g/t?,0.91,,Data from Alamos Gold,ON-MAIN-8825d90d,-,-,SRC_ArgonautGoldInc_Data_2023
PROD-8825d90d-2024-8,2024,Canada,Gold,2,Recovery rate,Technical attribute,%,95.0,,Data from Alamos Gold,ON-MAIN-8825d90d,-,-,SRC_ArgonautGoldInc_Data_2023
PROD-5154702a-2023-1,2023,Canada,Iron,3,Concentrate produced,Production,kt,6200.0,6200000.0,Given in ttpa (total ton per annum),NU-MAIN-5154702a,,,SRC_BaffinlandIronMinesCorporation_GEM
PROD-6e9be24e-2023-1,2023,Canada,Gold,2,Ore processed,Production,t,1266009.0,1266009.0,Not sure of the unit,ON-MAIN-6e9be24e,,,SRC_BarrickGoldCorporation_Barrick_2023_Performance-Data
PROD-6e9be24e-2023-2,2023,Canada,Gold,1,Waste rock mined,Production,t,1530006.0,1530006.0,Not sure of the unit,ON-MAIN-6e9be24e,,,SRC_BarrickGoldCorporation_Barrick_2023_Performance-Data
PROD-6e9be24e-2023-3,2023,Canada,Gold,4,Intermediate metal ,Production,oz,141045.0,4.3869931575,,ON-MAIN-6e9be24e,,,SRC_BarrickGoldCorporation_Barrick_2023_Performance-Data
PROD-6c1d6ee6-2023-1,2023,Canada,Diamonds,3,Carats recovered,Production,Mcts,5.1,5.1,,NT-MAIN-6c1d6ee6,,,SRC_BurgundyDiamondMines_Quarterly-Activities-Report-for-the-Period-ended-September-30th-2027
PROD-6c1d6ee6-2023-2,2023,Canada,Diamonds,2,Ore processed,Production,Mdmt,4.2,4.2,,NT-MAIN-6c1d6ee6,,,SRC_BurgundyDiamondMines_Quarterly-Activities-Report-for-the-Period-ended-September-30th-2026
PROD-6c1d6ee6-2023-3,2023,Canada,Diamonds,1,Ore mined,Production,Mwmt,4.6,4.6,,NT-MAIN-6c1d6ee6,,,SRC_BurgundyDiamondMines_Quarterly-Activities-Report-for-the-Period-ended-September-30th-2025
PROD-6c1d6ee6-2023-4,2023,Canada,Diamonds,1,Waste mined,Production,Mwmt,16.6,16.6,,NT-MAIN-6c1d6ee6,,,SRC_BurgundyDiamondMines_Quarterly-Activities-Report-for-the-Period-ended-September-30th-2024
PROD-91cf5448-2023-1,2023,Canada,Uranium,3,Concentrate,Production,Mlbs,15.1,15.1,On a 100% ownership basis,SK-MAIN-91cf5448,-,CMP-cadb529a,SRC_CamecoCorporation_AR_2023
PROD-GRP-21eee27d-2023-1,2023,Canada,Uranium,3,Concentrate,Production,Mlbs,13.5,13.5,On a 100% ownership basis,-,GRP-21eee27d,CMP-cadb529a,SRC_CamecoCorporation_AR_2023
PROD-599152a0-2023-2,2023,Canada,Copper,2,Head grade,Technical attribute,%,0.35,,"""As Copper Mountain was acquired on June 20, 2023, the results for the year ended December 31, 2023 represents the period from the acquisition date, June 20, 2023, through to the end of the fourth quarter of 2023""",BC-MAIN-599152a0,-,,SRC_HudbayMineralsInc_MDA25
PROD-599152a0-2023-3,2023,Canada,Copper,2,Recovery rate,Technical attribute,%,79.7,,"""As Copper Mountain was acquired on June 20, 2023, the results for the year ended December 31, 2023 represents the period from the acquisition date, June 20, 2023, through to the end of the fourth quarter of 2023""",BC-MAIN-599152a0,-,,SRC_HudbayMineralsInc_MDA25
PROD-599152a0-2023-4,2023,Canada,Copper,3,Contained metal in concentrate produced,Production,t,19050.0,19050.0,"""As Copper Mountain was acquired on June 20, 2023, the results for the year ended December 31, 2023 represents the period from the acquisition date, June 20, 2023, through to the end of the fourth quarter of 2023""",BC-MAIN-599152a0,-,,SRC_HudbayMineralsInc_MDA25
PROD-599152a0-2023-5,2023,Canada,Copper,3,Concentrate grade,Technical attribute,% Cu,23.1,,"""As Copper Mountain was acquired on June 20, 2023, the results for the year ended December 31, 2023 represents the period from the acquisition date, June 20, 2023, through to the end of the fourth quarter of 2023""",BC-MAIN-599152a0,-,,SRC_HudbayMineralsInc_MDA25
PROD-599152a0-2023-6,2023,Canada,Gold,4,Contained metal in concentrate produced,Production,oz,8848.0,0.27520376799999996,"""As Copper Mountain was acquired on June 20, 2023, the results for the year ended December 31, 2023 represents the period from the acquisition date, June 20, 2023, through to the end of the fourth quarter of 2023""",BC-MAIN-599152a0,-,,SRC_HudbayMineralsInc_MDA25
PROD-599152a0-2023-7,2023,Canada,Ore,2,Ore milled,Production,t,6862152.0,6862152.0,"""As Copper Mountain was acquired on June 20, 2023, the results for the year ended December 31, 2023 represents the period from the acquisition date, June 20, 2023, through to the end of the fourth quarter of 2023""",BC-MAIN-599152a0,-,,SRC_HudbayMineralsInc_MDA25
PROD-599152a0-2023-8,2023,Canada,Ore,1,Ore mined,Production,t,6975389.0,6975389.0,"""As Copper Mountain was acquired on June 20, 2023, the results for the year ended December 31, 2023 represents the period from the acquisition date, June 20, 2023, through to the end of the fourth quarter of 2023""",BC-MAIN-599152a0,-,,SRC_HudbayMineralsInc_MDA25
PROD-599152a0-2023-9,2023,Canada,Silver,4,Contained metal in concentrate produced,Production,oz,218282.0,6.789334187,"""As Copper Mountain was acquired on June 20, 2023, the results for the year ended December 31, 2023 represents the period from the acquisition date, June 20, 2023, through to the end of the fourth quarter of 2023""",BC-MAIN-599152a0,-,,SRC_HudbayMineralsInc_MDA25
PROD-599152a0-2023-10,2023,Canada,Gold,2,Head grade,Technical attribute,g/t,0.07,,"""As Copper Mountain was acquired on June 20, 2023, the results for the year ended December 31, 2023 represents the period from the acquisition date, June 20, 2023, through to the end of the fourth quarter of 2023""",BC-MAIN-599152a0,-,,SRC_HudbayMineralsInc_MDA25
PROD-599152a0-2023-11,2023,Canada,Gold,2,Recovery rate,Technical attribute,%,55.9,,"""As Copper Mountain was acquired on June 20, 2023, the results for the year ended December 31, 2023 represents the period from the acquisition date, June 20, 2023, through to the end of the fourth quarter of 2023""",BC-MAIN-599152a0,-,,SRC_HudbayMineralsInc_MDA25
PROD-599152a0-2023-12,2023,Canada,Ore,1,Strip ratio,Technical attribute,-,3.82,,"""As Copper Mountain was acquired on June 20, 2023, the results for the year ended December 31, 2023 represents the period from the acquisition date, June 20, 2023, through to the end of the fourth quarter of 2023""",BC-MAIN-599152a0,-,,SRC_HudbayMineralsInc_MDA25
PROD-CMP-c08ac7d7-2023-1,2023,World,Iron,3,Concentrate,Production,Mt,14.16,14.16,,-,-,CMP-c08ac7d7,SRC_ChampionIronLtd_cil-23sr-esg-databookvf
PROD-CMP-c08ac7d7-2023-2,2023,World,Iron,1,Ore mined and hauled,Production,Mt,40.87,40.87,,-,-,CMP-c08ac7d7,SRC_ChampionIronLtd_cil-23sr-esg-databookvf
PROD-089f3c60-2022-1,2022,Canada,Iron,3,Concentrate produced,Production,wmt,7.9,7.9,,QC-MAIN-089f3c60,,CMP-c08ac7d7,SRC_ChampionIronLtd_TR_Bloom_Lake_2023
PROD-089f3c60-2022-2,2022,Canada,Iron,1,Ore mined,Production,wmt,22.3,22.3,,QC-MAIN-089f3c60,,CMP-c08ac7d7,SRC_ChampionIronLtd_TR_Bloom_Lake_2023
PROD-089f3c60-2022-3,2022,Canada,Iron,2,Ore processed,Production,wmt,21.0,21.0,,QC-MAIN-089f3c60,,CMP-c08ac7d7,SRC_ChampionIronLtd_TR_Bloom_Lake_2023
PROD-089f3c60-2022-4,2022,Canada,Iron,3,Concentrate grade,Technical attribute,%,0.662,,,QC-MAIN-089f3c60,,CMP-c08ac7d7,SRC_ChampionIronLtd_TR_Bloom_Lake_2023
PROD-CMP-d899f7d7-2023-1,2023,Canada,Diamonds,3,Carats recovered,Production,kct,2834.0,0.0005668,,-,-,CMP-d899f7d7,SRC_DeBeersCanadaInc_SR_2023
PROD-f9e41c2a-2023-1,2023,Canada,Gold,4,Intermediate metal,Production,oz,177069.0,5.5074656415,,QC-MAIN-f9e41c2a,-,,SRC_EldoradoGold_Data
PROD-f9e41c2a-2023-2,2023,Canada,Gold,2,Ore milled,Production,t,838419.0,838419.0,,QC-MAIN-f9e41c2a,-,,SRC_EldoradoGold_Data
PROD-f9e41c2a-2023-3,2023,Canada,Gold,2,Head grade,Technical attribute,g/t,6.76,,,QC-MAIN-f9e41c2a,-,,SRC_EldoradoGold_Data
PROD-f9e41c2a-2023-4,2023,Canada,Gold,2,Recovery rate,Technical attribute,%,0.971,,,QC-MAIN-f9e41c2a,-,,SRC_EldoradoGold_Data
PROD-7f050560-2024-1,2024,Canada,Ore,1,Material mined,Production,t,1855271.0,1855271.0,,ON-MAIN-7f050560,-,,SRC_EvolutionMiningLtd_EVN_FY24-ESG-Performance-Data_web
PROD-7f050560-2024-2,2024,Canada,Ore,1,Ore mined,Production,t,862000.0,862000.0,,ON-MAIN-7f050560,-,,SRC_EvolutionMiningLtd_EVN_FY24-ESG-Performance-Data_web
PROD-7f050560-2024-3,2024,Canada,Ore,2,Ore processed,Production,t,841000.0,841000.0,,ON-MAIN-7f050560,-,,SRC_EvolutionMiningLtd_EVN_FY24-ESG-Performance-Data_web
PROD-7f050560-2024-4,2024,Canada,Ore,1,Waste mined,Production,t,993271.0,993271.0,,ON-MAIN-7f050560,-,,SRC_EvolutionMiningLtd_EVN_FY24-ESG-Performance-Data_web
PROD-7f050560-2024-5,2024,Canada,Gold,4,Intermediate metal,Production,oz,112700.0,3.5053644499999996,,ON-MAIN-7f050560,-,,SRC_EvolutionMiningLtd_EVN_FY24-ESG-Performance-Data_web
PROD-26b9aaf3-2021-1,2021,Canada,Steel,4,EAF production,Production,kt,828.0,828000.0,,SK-MAIN-26b9aaf3,-,,SRC_EVRAZNorthAmericaInc_GEM
PROD-26b9aaf3-2021-2,2021,Canada,Steel,4,Nominal crude steel capacity,Capacity,ttpa,1200.0,,,SK-MAIN-26b9aaf3,-,,SRC_EVRAZNorthAmericaInc_GEM
PROD-599152a0-2023-13,2023,Canada,Silver,2,Head grade,Technical attribute,g/t,1.36,,"""As Copper Mountain was acquired on June 20, 2023, the results for the year ended December 31, 2023 represents the period from the acquisition date, June 20, 2023, through to the end of the fourth quarter of 2023""",BC-MAIN-599152a0,-,,SRC_HudbayMineralsInc_MDA25
PROD-599152a0-2023-14,2023,Canada,Silver,2,Recovery rate,Technical attribute,%,73.0,,"""As Copper Mountain was acquired on June 20, 2023, the results for the year ended December 31, 2023 represents the period from the acquisition date, June 20, 2023, through to the end of the fourth quarter of 2023""",BC-MAIN-599152a0,-,,SRC_HudbayMineralsInc_MDA25
PROD-CMP-d5f1c66b-2023-1,2023,World,Cobalt,4 or 5,?,Production,kt,41.3,41300.0,Impossible to assign a reference point. Probably 4 or 5?,-,,CMP-d5f1c66b,SRC_Glencore_GLEN_2024-FY_ProductionReport_tables
PROD-CMP-d5f1c66b-2023-2,2023,World,Copper,4 or 5,?,Production,kt,1010.1,1010100.0,Impossible to assign a reference point. Probably 4 or 5?,-,,CMP-d5f1c66b,SRC_Glencore_GLEN_2024-FY_ProductionReport_tables
PROD-CMP-d5f1c66b-2023-3,2023,World,Ferrochrome,4 or 5,?,Production,kt,1162.0,1162000.0,Impossible to assign a reference point. Probably 4 or 5?,-,,CMP-d5f1c66b,SRC_Glencore_GLEN_2024-FY_ProductionReport_tables
PROD-CMP-d5f1c66b-2023-4,2023,World,Gold,4 or 5,?,Production,koz,747.0,23.2343145,Impossible to assign a reference point. Probably 4 or 5?,-,,CMP-d5f1c66b,SRC_Glencore_GLEN_2024-FY_ProductionReport_tables
PROD-CMP-d5f1c66b-2023-5,2023,World,Lead,4 or 5,?,Production,kt,182.7,182700.0,Impossible to assign a reference point. Probably 4 or 5?,-,,CMP-d5f1c66b,SRC_Glencore_GLEN_2024-FY_ProductionReport_tables
PROD-CMP-d5f1c66b-2023-6,2023,World,Nickel,4 or 5,?,Production,kt,97.6,97600.0,Impossible to assign a reference point. Probably 4 or 5?,-,,CMP-d5f1c66b,SRC_Glencore_GLEN_2024-FY_ProductionReport_tables
PROD-CMP-d5f1c66b-2023-7,2023,World,Silver,4 or 5,?,Production,koz,20011.0,622.4121385,Impossible to assign a reference point. Probably 4 or 5?,-,,CMP-d5f1c66b,SRC_Glencore_GLEN_2024-FY_ProductionReport_tables
PROD-CMP-d5f1c66b-2023-8,2023,World,Zinc,4 or 5,?,Production,kt,918.5,918500.0,Impossible to assign a reference point. Probably 4 or 5?,-,,CMP-d5f1c66b,SRC_Glencore_GLEN_2024-FY_ProductionReport_tables
PROD-529c96b4-2023-1,2023,Canada,Lead,5,Refinery production,Production,kt,244.6,244600.0,,QC-MAIN-529c96b4,-,,SRC_Glencore_GLEN_2024-FY_ProductionReport_tables
PROD-529c96b4-2023-2,2023,Canada,Zinc,5,Refinery production,Production,kt,752.6,752600.0,,QC-MAIN-529c96b4,-,,SRC_Glencore_GLEN_2024-FY_ProductionReport_tables
PROD-6b4800fe-2023-1,2023,Canada,Copper,3,Intermediate metal,Production,Mlbs,123.0,123.0,,BC-MAIN-6b4800fe,-,,SRC_TasekoMinesLimited_ESG_2023
PROD-6b4800fe-2023-2,2023,Canada,Molybdenum,4,Intermediate metal,Production,Mlbs,1.2,1.2,,BC-MAIN-6b4800fe,-,,SRC_TasekoMinesLimited_ESG_2023
PROD-2c4ceca5-2024-1,2024,Canada,Copper,3,Contained metal in concentrate produced,Production,kt,102.4,102400.0,,BC-MAIN-2c4ceca5,-,,SRC_TeckResourcesLimited_2024_Annual_report
PROD-2c4ceca5-2024-2,2024,Canada,Molybdenum,4,Contained metal in concentrate produced,Production,kt,0.9,900.0,,BC-MAIN-2c4ceca5,-,,SRC_TeckResourcesLimited_2024_Annual_report
PROD-UNKNOWN-2023-3,2023,World,Cobalt,5,Refined metal,Production,kt,0.4,400.0,"Integrated Nickel Operations includes Sudbury, Raglan and Nikkelverk (in Norway). Intermediate or refined metal thus have world coverage.",-,-,,SRC_Glencore_GLEN_2024_FY_ProductionReport
PROD-UNKNOWN-2023-4,2023,World,Cobalt,5,Refined metal,Production,kt,3.5,3500.0,"Includes third-party feed. Integrated Nickel Operations includes Sudbury, Raglan and Nikkelverk (in Norway). Intermediate or refined metal thus have world coverage.",-,-,,SRC_Glencore_GLEN_2024_FY_ProductionReport
PROD-UNKNOWN-2023-5,2023,Canada,Copper,3,Concentrate,Production,kt,4.8,4800.0,"Integrated Nickel Operations includes Sudbury, Raglan and Nikkelverk (in Norway). Intermediate or refined metal thus have world coverage.",-,-,,SRC_Glencore_GLEN_2024-FY_ProductionReport_tables
PROD-UNKNOWN-2023-6,2023,Canada,Copper,3,Concentrate,Production,kt,6.2,6200.0,"Including third party feed. Integrated Nickel Operations includes Sudbury, Raglan and Nikkelverk (in Norway). Intermediate or refined metal thus have world coverage.",-,-,,SRC_Glencore_GLEN_2024-FY_ProductionReport_tables
PROD-UNKNOWN-2023-7,2023,World,Copper,5,Refined metal,Production,kt,8.9,8900.0,"Integrated Nickel Operations includes Sudbury, Raglan and Nikkelverk (in Norway). Intermediate or refined metal thus have world coverage.",-,-,,SRC_Glencore_GLEN_2024-FY_ProductionReport_tables
PROD-UNKNOWN-2023-8,2023,World,Copper,5,Refined metal,Production,kt,20.1,20100.0,"Including third party feed. Integrated Nickel Operations includes Sudbury, Raglan and Nikkelverk (in Norway). Intermediate or refined metal thus have world coverage.",-,-,,SRC_Glencore_GLEN_2024-FY_ProductionReport_tables
PROD-UNKNOWN-2023-9,2023,World,Gold,4,Intermediate metal,Production,koz,11.0,0.3421385,"Integrated Nickel Operations includes Sudbury, Raglan and Nikkelverk (in Norway). Intermediate or refined metal thus have world coverage.",-,-,,SRC_Glencore_GLEN_2024_FY_ProductionReport
PROD-UNKNOWN-2023-10,2023,World,Gold,4,Intermediate metal,Production,koz,27.0,0.8397945,"Integrated Nickel Operations includes Sudbury, Raglan and Nikkelverk (in Norway). Intermediate or refined metal thus have world coverage.",-,-,,SRC_Glencore_GLEN_2024_FY_ProductionReport
PROD-UNKNOWN-2023-11,2023,Canada,Nickel,3,Concentrate,Production,kt,0.2,200.0,"Integrated Nickel Operations includes Sudbury, Raglan and Nikkelverk (in Norway). Intermediate or refined metal thus have world coverage.",-,-,,SRC_Glencore_GLEN_2024_FY_ProductionReport
PROD-UNKNOWN-2023-12,2023,Canada,Nickel,3,Concentrate,Production,kt,0.2,200.0,"Integrated Nickel Operations includes Sudbury, Raglan and Nikkelverk (in Norway). Intermediate or refined metal thus have world coverage.",-,-,,SRC_Glencore_GLEN_2024_FY_ProductionReport
PROD-UNKNOWN-2023-13,2023,World,Nickel,5,Refined metal,Production,kt,39.1,39100.0,"Integrated Nickel Operations includes Sudbury, Raglan and Nikkelverk (in Norway). Intermediate or refined metal thus have world coverage.",-,-,,SRC_Glencore_GLEN_2024_FY_ProductionReport
PROD-UNKNOWN-2023-14,2023,World,Nickel,5,Refined metal,Production,kt,95.0,95000.0,"Integrated Nickel Operations includes Sudbury, Raglan and Nikkelverk (in Norway). Intermediate or refined metal thus have world coverage.",-,-,,SRC_Glencore_GLEN_2024_FY_ProductionReport
PROD-UNKNOWN-2023-15,2023,World,Palladium,4,Intermediate metal,Production,koz,65.0,2.0217275,"Integrated Nickel Operations includes Sudbury, Raglan and Nikkelverk (in Norway). Intermediate or refined metal thus have world coverage.",-,-,,SRC_Glencore_GLEN_2024_FY_ProductionReport
