row_id,year,ghg_id,facility_name_ghg,longitude,latitude,city,province,sector,value,unit,facility_url,source_df,main_id
GHG-e746135c-2022-1,2022,QC-ghg-e746135c,Usine de coulée continue de Montréal-Est,-73.5132,45.6291,Montréal Est,Quebec,"Copper Rolling, Drawing, Extruding and Alloying",,kilotonnes of carbon dioxide equivalents (kt CO2 eq),https://climate-change.canada.ca/facility-emissions/GHGRP-G11086-2019.html,ghg_facility_metal_manufacturing_df,
GHG-4f8267ac-2022-1,2022,QC-ghg-4f8267ac,INFASCO,-73.1673,45.431,Marieville,Quebec,Cold-Rolled Steel Shape Manufacturing,15.56,kilotonnes of carbon dioxide equivalents (kt CO2 eq),https://climate-change.canada.ca/facility-emissions/GHGRP-G11095-2022.html,ghg_facility_metal_manufacturing_df,
GHG-9e867d00-2022-1,2022,ON-ghg-9e867d00,Kaiser Aluminum Canada Limited,-81.1408,42.9862,London,Ontario,"Aluminum Rolling, Drawing, Extruding and Alloying",17.46,kilotonnes of carbon dioxide equivalents (kt CO2 eq),https://climate-change.canada.ca/facility-emissions/GHGRP-G11103-2022.html,ghg_facility_metal_manufacturing_df,
GHG-068027f5-2022-1,2022,QC-ghg-068027f5,Sivaco Québec,-73.1676,45.4372,Marieville,Quebec,Steel Wire Drawing,13.86,kilotonnes of carbon dioxide equivalents (kt CO2 eq),https://climate-change.canada.ca/facility-emissions/GHGRP-G11128-2022.html,ghg_facility_metal_manufacturing_df,
GHG-a47ef0b7-2022-1,2022,QC-ghg-a47ef0b7,Laminoir fil machine - ArcelorMittal Contrecoeur,-73.2584,45.8295,Contrecoeur,Quebec,Iron and Steel Mills and Ferro-Alloy Manufacturing,,kilotonnes of carbon dioxide equivalents (kt CO2 eq),https://climate-change.canada.ca/facility-emissions/GHGRP-G11230-2017.html,ghg_facility_metal_manufacturing_df,
GHG-02eca022-2022-1,2022,QC-ghg-02eca022,ArcelorMittal Longueuil,-73.4579,45.5663,Longueuil,Quebec,Iron and Steel Mills and Ferro-Alloy Manufacturing,23.89,kilotonnes of carbon dioxide equivalents (kt CO2 eq),https://climate-change.canada.ca/facility-emissions/GHGRP-G11231-2022.html,ghg_facility_metal_manufacturing_df,
GHG-eea64508-2022-1,2022,ON-ghg-eea64508,Valbruna ASW Inc.,-79.23453,42.99864,Welland,Ontario,Iron and Steel Mills and Ferro-Alloy Manufacturing,12.51,kilotonnes of carbon dioxide equivalents (kt CO2 eq),https://climate-change.canada.ca/facility-emissions/GHGRP-G11368-2022.html,ghg_facility_metal_manufacturing_df,
GHG-ec715f3d-2022-1,2022,QC-ghg-ec715f3d,Fonderie Bibby Sainte-Croix,-71.73606,46.6233,Sainte Croix,Quebec,Iron Foundries,17.86,kilotonnes of carbon dioxide equivalents (kt CO2 eq),https://climate-change.canada.ca/facility-emissions/GHGRP-G11390-2022.html,ghg_facility_metal_manufacturing_df,
GHG-6bae2af4-2022-1,2022,ON-ghg-6bae2af4,North York Division,-79.532,43.736,Toronto,Ontario,"Aluminum Rolling, Drawing, Extruding and Alloying",19.28,kilotonnes of carbon dioxide equivalents (kt CO2 eq),https://climate-change.canada.ca/facility-emissions/GHGRP-G11718-2022.html,ghg_facility_metal_manufacturing_df,
GHG-fd4df9dd-2022-1,2022,ON-ghg-fd4df9dd,Port Colborne Refinery,-79.2405,42.8826,Port Colborne,Ontario,Non-Ferrous Metal (except Aluminum) Smelting and Refining,14.17,kilotonnes of carbon dioxide equivalents (kt CO2 eq),https://climate-change.canada.ca/facility-emissions/GHGRP-G11723-2022.html,ghg_facility_metal_manufacturing_df,ON-MAIN-2e13aaa0
GHG-ae902ae2-2022-1,2022,QC-ghg-ae902ae2,Usine Vaudreuil,-71.1718,48.4257,Jonquière,Quebec,Primary Production of Alumina and Aluminum,380.82,kilotonnes of carbon dioxide equivalents (kt CO2 eq),https://climate-change.canada.ca/facility-emissions/GHGRP-G11730-2022.html,ghg_facility_metal_manufacturing_df,QC-MAIN-92628f16
GHG-1ada58c6-2022-1,2022,ON-ghg-1ada58c6,Pickering,-79.05871,43.82797,Pickering,Ontario,"Aluminum Rolling, Drawing, Extruding and Alloying",14.85,kilotonnes of carbon dioxide equivalents (kt CO2 eq),https://climate-change.canada.ca/facility-emissions/GHGRP-G11744-2022.html,ghg_facility_metal_manufacturing_df,
GHG-99473b92-2022-1,2022,ON-ghg-99473b92,ARCELORMITTAL WINDSOR A DIVISION OF ARCELORMITTAL DOFASCO G.P,-83.1002,42.2605,Windsor,Ontario,Iron and Steel Mills and Ferro-Alloy Manufacturing,24.99,kilotonnes of carbon dioxide equivalents (kt CO2 eq),https://climate-change.canada.ca/facility-emissions/GHGRP-G11750-2022.html,ghg_facility_metal_manufacturing_df,
GHG-7dc06a08-2022-1,2022,ON-ghg-7dc06a08,ArcelorMittal long Products Canada - Hamilton East,-79.7857,43.2625,Hamilton,Ontario,Steel Wire Drawing,15.38,kilotonnes of carbon dioxide equivalents (kt CO2 eq),https://climate-change.canada.ca/facility-emissions/GHGRP-G11765-2022.html,ghg_facility_metal_manufacturing_df,
GHG-edf0d4d6-2022-1,2022,ON-ghg-edf0d4d6,Max Aicher (North America) Limited,-79.82236,43.26654,Hamilton,Ontario,Cold-Rolled Steel Shape Manufacturing,19.24,kilotonnes of carbon dioxide equivalents (kt CO2 eq),https://climate-change.canada.ca/facility-emissions/GHGRP-G11878-2022.html,ghg_facility_metal_manufacturing_df,
GHG-68644b79-2022-1,2022,ON-ghg-68644b79,MASTERLOY PRODUCTS Company,-75.5761,45.2962,Ottawa,Ontario,Iron and Steel Mills and Ferro-Alloy Manufacturing,,kilotonnes of carbon dioxide equivalents (kt CO2 eq),https://climate-change.canada.ca/facility-emissions/GHGRP-G11956-2021.html,ghg_facility_metal_manufacturing_df,
GHG-f38dd90c-2022-1,2022,QC-ghg-f38dd90c,ArcelorMittal Contrecoeur Est,-73.26362,45.82055,Contrecoeur,Quebec,Iron and Steel Mills and Ferro-Alloy Manufacturing,920.48,kilotonnes of carbon dioxide equivalents (kt CO2 eq),https://climate-change.canada.ca/facility-emissions/GHGRP-G11989-2022.html,ghg_facility_metal_manufacturing_df,
GHG-86061a3c-2022-1,2022,ON-ghg-86061a3c,NATT Tools Group Inc.,-79.829,43.2663,Hamilton,Ontario,Cold-Rolled Steel Shape Manufacturing,11.1,kilotonnes of carbon dioxide equivalents (kt CO2 eq),https://climate-change.canada.ca/facility-emissions/GHGRP-G12009-2022.html,ghg_facility_metal_manufacturing_df,
GHG-a09884ba-2022-1,2022,ON-ghg-a09884ba,"Copper Cliff Mining, Smelting and Refining Complex",-81.0553,46.4786,Copper Cliff,Ontario,Non-Ferrous Metal (except Aluminum) Smelting and Refining,330.67,kilotonnes of carbon dioxide equivalents (kt CO2 eq),https://climate-change.canada.ca/facility-emissions/GHGRP-G12298-2022.html,ghg_facility_metal_manufacturing_df,ON-MAIN-63b394c3
GHG-b491dcd1-2022-1,2022,MB-ghg-b491dcd1,GRIFFIN CANADA - WINNIPEG,-97.0025,49.913,Winnipeg,Manitoba,Steel Foundries,,kilotonnes of carbon dioxide equivalents (kt CO2 eq),https://climate-change.canada.ca/facility-emissions/GHGRP-G12301-2019.html,ghg_facility_metal_manufacturing_df,
GHG-a0b37e73-2022-1,2022,BC-ghg-a0b37e73,Molycop Canada Plant 2,-120.09703,50.65598,Kamloops,British Columbia,Iron Foundries,,kilotonnes of carbon dioxide equivalents (kt CO2 eq),https://climate-change.canada.ca/facility-emissions/GHGRP-G12554-2020.html,ghg_facility_metal_manufacturing_df,
GHG-b0f6e48c-2022-1,2022,BC-ghg-b0f6e48c,Moly-Cop Canada,-120.09649,50.65726,Kamloops,British Columbia,Iron Foundries,25.12,kilotonnes of carbon dioxide equivalents (kt CO2 eq),https://climate-change.canada.ca/facility-emissions/GHGRP-G12555-2022.html,ghg_facility_metal_manufacturing_df,
GHG-dbeab108-2022-1,2022,QC-ghg-dbeab108,Fonderie Laperle,-73.1387,45.8947,Saint Ours,Quebec,Iron Foundries,0.51,kilotonnes of carbon dioxide equivalents (kt CO2 eq),https://climate-change.canada.ca/facility-emissions/GHGRP-G12579-2022.html,ghg_facility_metal_manufacturing_df,
GHG-97a6e1fd-2022-1,2022,ON-ghg-97a6e1fd,Extrusion North America - Mississauga,-79.6575,43.6306,Mississauga,Ontario,"Aluminum Rolling, Drawing, Extruding and Alloying",4.89,kilotonnes of carbon dioxide equivalents (kt CO2 eq),https://climate-change.canada.ca/facility-emissions/GHGRP-G12581-2022.html,ghg_facility_metal_manufacturing_df,ON-MAIN-137bbc71
