row_id,year,ghg_id,facility_name_ghg,longitude,latitude,city,province,sector,value,unit,facility_url,source_df,main_id
GHG-7c6ec3b2-2022-1,2022,MB-ghg-7c6ec3b2,Thompson Operations,-97.8561,55.7138,Thompson,Manitoba,Nickel-Copper Ore Mining,20.21,kilotonnes of carbon dioxide equivalents (kt CO2 eq),https://climate-change.canada.ca/facility-emissions/GHGRP-G10569-2022.html,ghg_facility_metal_mining_df,
GHG-8b0d2833-2022-1,2022,NL-ghg-8b0d2833,Voisey's Bay Mine Site,-62.0985,56.3325,Happy Valley Goose Bay,Newfoundland and Labrador,Nickel-Copper Ore Mining,148.26,kilotonnes of carbon dioxide equivalents (kt CO2 eq),https://climate-change.canada.ca/facility-emissions/GHGRP-G10570-2022.html,ghg_facility_metal_mining_df,
GHG-dec74d5e-2022-1,2022,ON-ghg-dec74d5e,Sudbury Operations Mines Mill - Onaping Area,-81.3425,46.67417,Onaping,Ontario,Nickel-Copper Ore Mining,28.17,kilotonnes of carbon dioxide equivalents (kt CO2 eq),https://climate-change.canada.ca/facility-emissions/GHGRP-G10580-2022.html,ghg_facility_metal_mining_df,
GHG-05d2c8b0-2022-1,2022,NU-ghg-05d2c8b0,Division Meadowbank,-96.074841,65.021601,Baker Lake,Nunavut,Gold and Silver Ore Mining,248.77,kilotonnes of carbon dioxide equivalents (kt CO2 eq),https://climate-change.canada.ca/facility-emissions/GHGRP-G10587-2022.html,ghg_facility_metal_mining_df,NU-MAIN-730aefe3
GHG-d63b4198-2022-1,2022,QC-ghg-d63b4198,Mine de Fire Lake,-67.36917,52.35028,Mont Wright,Quebec,Iron Ore Mining,53.8,kilotonnes of carbon dioxide equivalents (kt CO2 eq),https://climate-change.canada.ca/facility-emissions/GHGRP-G10589-2022.html,ghg_facility_metal_mining_df,QC-MAIN-33c09b8b
GHG-bcbadc4b-2022-1,2022,BC-ghg-bcbadc4b,Mount Polley Mine,-121.6328,52.5443,Likely,British Columbia,All Other Metal Ore Mining,31.81,kilotonnes of carbon dioxide equivalents (kt CO2 eq),https://climate-change.canada.ca/facility-emissions/GHGRP-G10613-2022.html,ghg_facility_metal_mining_df,BC-MAIN-3f490561
GHG-b5486be2-2022-1,2022,ON-ghg-b5486be2,Macassa Mine,-80.06056,48.14611,Kirkland Lake,Ontario,Gold and Silver Ore Mining,24.25,kilotonnes of carbon dioxide equivalents (kt CO2 eq),https://climate-change.canada.ca/facility-emissions/GHGRP-G10617-2022.html,ghg_facility_metal_mining_df,ON-MAIN-1f126a43
GHG-9684b826-2022-1,2022,SK-ghg-9684b826,MOSAIC POTASH ESTERHAZY - K2 SITE,-101.8422,50.6574,Esterhazy,Saskatchewan,Potash Mining,112.68,kilotonnes of carbon dioxide equivalents (kt CO2 eq),https://climate-change.canada.ca/facility-emissions/GHGRP-G10620-2022.html,ghg_facility_metal_mining_df,
GHG-8c75170b-2022-1,2022,SK-ghg-8c75170b,PotashCorp Rocanville,-101.5356,50.4613,Rocanville,Saskatchewan,Potash Mining,129.75,kilotonnes of carbon dioxide equivalents (kt CO2 eq),https://climate-change.canada.ca/facility-emissions/GHGRP-G10626-2022.html,ghg_facility_metal_mining_df,
GHG-20b48af8-2022-1,2022,NB-ghg-20b48af8,Brunswick Mine,-65.8897,47.4717,Bathurst,New Brunswick,Lead-Zinc Ore Mining,,kilotonnes of carbon dioxide equivalents (kt CO2 eq),https://climate-change.canada.ca/facility-emissions/GHGRP-G10655-2013.html,ghg_facility_metal_mining_df,
GHG-6a3d01c9-2022-1,2022,SK-ghg-6a3d01c9,POTASH CORP - LANIGAN DIVISION,-105.20742,51.85363,Lanigan,Saskatchewan,Potash Mining,97.58,kilotonnes of carbon dioxide equivalents (kt CO2 eq),https://climate-change.canada.ca/facility-emissions/GHGRP-G10658-2022.html,ghg_facility_metal_mining_df,
GHG-6fdeb9f2-2022-1,2022,QC-ghg-6fdeb9f2,Mine Canadian Malartic GP,-78.12927,48.12451,Malartic,Quebec,Gold and Silver Ore Mining,194.87,kilotonnes of carbon dioxide equivalents (kt CO2 eq),https://climate-change.canada.ca/facility-emissions/GHGRP-G10669-2022.html,ghg_facility_metal_mining_df,QC-MAIN-e7e6a960
GHG-78939bc8-2022-1,2022,BC-ghg-78939bc8,Gibraltar Mine (SFO),-122.2851,52.5299,Mcleese Lake,British Columbia,Copper-Zinc Ore Mining,122.39,kilotonnes of carbon dioxide equivalents (kt CO2 eq),https://climate-change.canada.ca/facility-emissions/GHGRP-G10679-2022.html,ghg_facility_metal_mining_df,BC-MAIN-6b4800fe
GHG-d36cbbf7-2022-1,2022,NU-ghg-d36cbbf7,Hope Bay Project,-106.61072,68.13925,Cambridge Bay,Nunavut,Gold and Silver Ore Mining,34.5,kilotonnes of carbon dioxide equivalents (kt CO2 eq),https://climate-change.canada.ca/facility-emissions/GHGRP-G10681-2022.html,ghg_facility_metal_mining_df,
GHG-379b0459-2022-1,2022,ZZ-ghg-379b0459,North Vancouver Office,0.0,0.0,North Vancouver,British Columbia,Gold and Silver Ore Mining,,kilotonnes of carbon dioxide equivalents (kt CO2 eq),https://climate-change.canada.ca/facility-emissions/GHGRP-G10682-2011.html,ghg_facility_metal_mining_df,
GHG-df16ed9c-2022-1,2022,SK-ghg-df16ed9c,CORY,-106.8741,52.0904,Saskatoon,Saskatchewan,Potash Mining,63.84,kilotonnes of carbon dioxide equivalents (kt CO2 eq),https://climate-change.canada.ca/facility-emissions/GHGRP-G10715-2022.html,ghg_facility_metal_mining_df,
GHG-8b62c82c-2022-1,2022,SK-ghg-8b62c82c,Patience Lake Division,-106.6609,52.117,Saskatoon,Saskatchewan,Potash Mining,59.71,kilotonnes of carbon dioxide equivalents (kt CO2 eq),https://climate-change.canada.ca/facility-emissions/GHGRP-G10716-2022.html,ghg_facility_metal_mining_df,
GHG-0ef6e56a-2022-1,2022,QC-ghg-0ef6e56a,Mine du Lac Bloom,-67.29972,52.84556,Fermont,Quebec,Iron Ore Mining,92.88,kilotonnes of carbon dioxide equivalents (kt CO2 eq),https://climate-change.canada.ca/facility-emissions/GHGRP-G10722-2022.html,ghg_facility_metal_mining_df,
GHG-ba8dd8e9-2022-1,2022,ZZ-ghg-ba8dd8e9,James Mine and Silveryards,0.0,0.0,Near Schefferville Quebec,Newfoundland and Labrador,Iron Ore Mining,,kilotonnes of carbon dioxide equivalents (kt CO2 eq),https://climate-change.canada.ca/facility-emissions/GHGRP-G10752-2013.html,ghg_facility_metal_mining_df,
GHG-26a6989a-2022-1,2022,QC-ghg-26a6989a,mine langlois,-76.4042,49.1474,Lebel Sur Quevillon,Quebec,Copper-Zinc Ore Mining,,kilotonnes of carbon dioxide equivalents (kt CO2 eq),https://climate-change.canada.ca/facility-emissions/GHGRP-G10754-2015.html,ghg_facility_metal_mining_df,
GHG-040214b4-2022-1,2022,ON-ghg-040214b4,Detour Lake Project,-79.70393,50.0171,Cochrane,Ontario,Gold and Silver Ore Mining,272.16,kilotonnes of carbon dioxide equivalents (kt CO2 eq),https://climate-change.canada.ca/facility-emissions/GHGRP-G10765-2022.html,ghg_facility_metal_mining_df,ON-MAIN-aeafbb59
GHG-988b370c-2022-1,2022,SK-ghg-988b370c,Mosaic Potash Colonsay,-105.7638,51.9333,Colonsay,Saskatchewan,Potash Mining,40.84,kilotonnes of carbon dioxide equivalents (kt CO2 eq),https://climate-change.canada.ca/facility-emissions/GHGRP-G10783-2022.html,ghg_facility_metal_mining_df,
GHG-a19e587a-2022-1,2022,BC-ghg-a19e587a,Myra Falls Mine Ltd.,-125.60194,49.57694,Campbell River,British Columbia,Copper-Zinc Ore Mining,26.43,kilotonnes of carbon dioxide equivalents (kt CO2 eq),https://climate-change.canada.ca/facility-emissions/GHGRP-G10785-2022.html,ghg_facility_metal_mining_df,BC-MAIN-23155c25
GHG-a0c50601-2022-1,2022,NB-ghg-a0c50601,New Brunswick Division,-65.4205,45.7553,Penobsquis,New Brunswick,Potash Mining,,kilotonnes of carbon dioxide equivalents (kt CO2 eq),https://climate-change.canada.ca/facility-emissions/GHGRP-G10820-2015.html,ghg_facility_metal_mining_df,
GHG-3ab3cb78-2022-1,2022,NU-ghg-3ab3cb78,Mary River Mine Site,-79.28194,71.3146,,Nunavut,Iron Ore Mining,97.4,kilotonnes of carbon dioxide equivalents (kt CO2 eq),https://climate-change.canada.ca/facility-emissions/GHGRP-G10835-2022.html,ghg_facility_metal_mining_df,
GHG-c3b1767a-2022-1,2022,ON-ghg-c3b1767a,Windsor Plant,-83.0921,42.2875,Windsor,Ontario,Salt Mining,44.0,kilotonnes of carbon dioxide equivalents (kt CO2 eq),https://climate-change.canada.ca/facility-emissions/GHGRP-G10838-2022.html,ghg_facility_metal_mining_df,
GHG-1c4f0ff7-2022-1,2022,ON-ghg-1c4f0ff7,Williams Mine,-85.9188,48.6942,Marathon,Ontario,Gold and Silver Ore Mining,21.28,kilotonnes of carbon dioxide equivalents (kt CO2 eq),https://climate-change.canada.ca/facility-emissions/GHGRP-G10857-2022.html,ghg_facility_metal_mining_df,
GHG-fd5e11e0-2022-1,2022,NU-ghg-fd5e11e0,Meliadine Gold Project,-92.13417,63.22417,Rankin Inlet,Nunavut,Gold and Silver Ore Mining,131.23,kilotonnes of carbon dioxide equivalents (kt CO2 eq),https://climate-change.canada.ca/facility-emissions/GHGRP-G10863-2022.html,ghg_facility_metal_mining_df,
GHG-46c5fef3-2022-1,2022,BC-ghg-46c5fef3,Brucejack Gold Mine,-130.18596,56.46624,Stewart,British Columbia,Gold and Silver Ore Mining,30.52,kilotonnes of carbon dioxide equivalents (kt CO2 eq),https://climate-change.canada.ca/facility-emissions/GHGRP-G10873-2022.html,ghg_facility_metal_mining_df,BC-MAIN-857b7b89
GHG-aa61d036-2022-1,2022,SK-ghg-aa61d036,Seabee,-103.2255,55.241,Saskatoon,Saskatchewan,Gold and Silver Ore Mining,15.06,kilotonnes of carbon dioxide equivalents (kt CO2 eq),https://climate-change.canada.ca/facility-emissions/GHGRP-G10890-2022.html,ghg_facility_metal_mining_df,
GHG-b5b1e342-2022-1,2022,ZZ-ghg-b5b1e342,Shelburne Basin Venture,-62.93907,42.32611,Halifax,Nova Scotia,Oil and Gas Contract Drilling,,kilotonnes of carbon dioxide equivalents (kt CO2 eq),https://climate-change.canada.ca/facility-emissions/GHGRP-G10898-2016.html,ghg_facility_metal_mining_df,
GHG-ec0d44b9-2022-1,2022,NU-ghg-ec0d44b9,Milne Port Site,-80.88611,71.88444,,Nunavut,Iron Ore Mining,85.14,kilotonnes of carbon dioxide equivalents (kt CO2 eq),https://climate-change.canada.ca/facility-emissions/GHGRP-G10900-2022.html,ghg_facility_metal_mining_df,
GHG-b76affac-2022-1,2022,ON-ghg-b76affac,Red Lake Gold Mines,-93.74433,51.06078,Balmertown,Ontario,Gold and Silver Ore Mining,,kilotonnes of carbon dioxide equivalents (kt CO2 eq),https://climate-change.canada.ca/facility-emissions/GHGRP-G10902-2017.html,ghg_facility_metal_mining_df,ON-MAIN-7f050560
GHG-dbd6a6d4-2022-1,2022,QC-ghg-dbd6a6d4,Casa Berardi,-79.1646,49.3357,Eeyou Istchee,Quebec,Gold and Silver Ore Mining,30.08,kilotonnes of carbon dioxide equivalents (kt CO2 eq),https://climate-change.canada.ca/facility-emissions/GHGRP-G10904-2022.html,ghg_facility_metal_mining_df,
GHG-7c29b923-2022-1,2022,ON-ghg-7c29b923,Clarabelle Mill,-81.0561,46.495,Copper Cliff,Ontario,Nickel-Copper Ore Mining,,kilotonnes of carbon dioxide equivalents (kt CO2 eq),https://climate-change.canada.ca/facility-emissions/GHGRP-G10905-2018.html,ghg_facility_metal_mining_df,ON-MAIN-de2f9639
GHG-e49b12fa-2022-1,2022,ON-ghg-e49b12fa,Coleman Mine,-81.3836,46.6435,Levack,Ontario,Nickel-Copper Ore Mining,,kilotonnes of carbon dioxide equivalents (kt CO2 eq),https://climate-change.canada.ca/facility-emissions/GHGRP-G10906-2018.html,ghg_facility_metal_mining_df,ON-MAIN-6e9b2449
GHG-ca2f6a7d-2022-1,2022,QC-ghg-ca2f6a7d,La Mine Niobec,-71.1578,48.5322,Saint Honoré,Quebec,All Other Metal Ore Mining,14.23,kilotonnes of carbon dioxide equivalents (kt CO2 eq),https://climate-change.canada.ca/facility-emissions/GHGRP-G10907-2022.html,ghg_facility_metal_mining_df,QC-MAIN-a555d9b9
GHG-4a695e91-2022-1,2022,SK-ghg-4a695e91,McClean Lake Operations,-103.91694,58.25,Saskatoon,Saskatchewan,Uranium Ore Mining,25.36,kilotonnes of carbon dioxide equivalents (kt CO2 eq),https://climate-change.canada.ca/facility-emissions/GHGRP-G10908-2022.html,ghg_facility_metal_mining_df,
GHG-44504bd0-2022-1,2022,SK-ghg-44504bd0,MOSAIC POTASH ESTERHAZY - K1 SITE,-101.9308,50.7283,Regina,Saskatchewan,Potash Mining,48.43,kilotonnes of carbon dioxide equivalents (kt CO2 eq),https://climate-change.canada.ca/facility-emissions/GHGRP-G10909-2022.html,ghg_facility_metal_mining_df,
GHG-ac877647-2022-1,2022,ON-ghg-ac877647,Victor Mine,-83.9696,52.8279,Kenora,Ontario,Diamond Mining,11.51,kilotonnes of carbon dioxide equivalents (kt CO2 eq),https://climate-change.canada.ca/facility-emissions/GHGRP-G10910-2022.html,ghg_facility_metal_mining_df,
GHG-4302641b-2022-1,2022,QC-ghg-4302641b,La mine Doyon,-78.4354,48.2526,Preissac,Quebec,Gold and Silver Ore Mining,15.71,kilotonnes of carbon dioxide equivalents (kt CO2 eq),https://climate-change.canada.ca/facility-emissions/GHGRP-G10911-2022.html,ghg_facility_metal_mining_df,
GHG-e85840d4-2022-1,2022,ON-ghg-e85840d4,Timmins Micronizing Plant,-81.318,48.4745,Timmins,Ontario,All Other Non-Metallic Mineral Mining and Quarrying,11.07,kilotonnes of carbon dioxide equivalents (kt CO2 eq),https://climate-change.canada.ca/facility-emissions/GHGRP-G10912-2022.html,ghg_facility_metal_mining_df,
GHG-6f33712d-2022-1,2022,SK-ghg-6f33712d,Key Lake Operation,-105.67861,57.21194,Saskatoon,Saskatchewan,Uranium Ore Mining,26.67,kilotonnes of carbon dioxide equivalents (kt CO2 eq),https://climate-change.canada.ca/facility-emissions/GHGRP-G10913-2022.html,ghg_facility_metal_mining_df,SK-MAIN-bb89158f
GHG-dc86d175-2022-1,2022,ON-ghg-dc86d175,Island Gold Mine,-84.55278,48.35028,Dubreuilville,Ontario,Gold and Silver Ore Mining,15.75,kilotonnes of carbon dioxide equivalents (kt CO2 eq),https://climate-change.canada.ca/facility-emissions/GHGRP-G10917-2022.html,ghg_facility_metal_mining_df,
GHG-25d4dd16-2022-1,2022,SK-ghg-25d4dd16,Rabbit Lake Operation,-103.7158,58.1938,Saskatoon,Saskatchewan,Uranium Ore Mining,,kilotonnes of carbon dioxide equivalents (kt CO2 eq),https://climate-change.canada.ca/facility-emissions/GHGRP-G10918-2018.html,ghg_facility_metal_mining_df,
GHG-af07f2db-2022-1,2022,ON-ghg-af07f2db,GODERICH PLANT,-81.6965,43.7375,Goderich,Ontario,Salt Mining,19.18,kilotonnes of carbon dioxide equivalents (kt CO2 eq),https://climate-change.canada.ca/facility-emissions/GHGRP-G10919-2022.html,ghg_facility_metal_mining_df,
GHG-eedca06c-2022-1,2022,ON-ghg-eedca06c,Nepheline Syenite Operations,-77.9456,44.6746,Havelock,Ontario,"Shale, Clay and Refractory Mineral Mining and Quarrying",11.73,kilotonnes of carbon dioxide equivalents (kt CO2 eq),https://climate-change.canada.ca/facility-emissions/GHGRP-G10920-2022.html,ghg_facility_metal_mining_df,
GHG-e20542f2-2022-1,2022,MB-ghg-e20542f2,HBMS Chisel Lake Mine,-100.12,54.83,Snow Lake,Manitoba,Copper-Zinc Ore Mining,27.22,kilotonnes of carbon dioxide equivalents (kt CO2 eq),https://climate-change.canada.ca/facility-emissions/GHGRP-G10921-2022.html,ghg_facility_metal_mining_df,
GHG-098e1c8b-2022-1,2022,SK-ghg-098e1c8b,McArthur River Operation,-105.065,57.75556,Saskatoon,Saskatchewan,Uranium Ore Mining,20.51,kilotonnes of carbon dioxide equivalents (kt CO2 eq),https://climate-change.canada.ca/facility-emissions/GHGRP-G10922-2022.html,ghg_facility_metal_mining_df,SK-MAIN-d3c471e8
GHG-da9074e8-2022-1,2022,SK-ghg-da9074e8,Cigar Lake Operation,-104.542,58.0676,Sasktoon,Saskatchewan,Uranium Ore Mining,25.21,kilotonnes of carbon dioxide equivalents (kt CO2 eq),https://climate-change.canada.ca/facility-emissions/GHGRP-G10923-2022.html,ghg_facility_metal_mining_df,SK-MAIN-91cf5448
GHG-bdf088a0-2022-1,2022,ON-ghg-bdf088a0,Porcupine Gold Mines,-81.2475,48.46306,South Porcupine,Ontario,Gold and Silver Ore Mining,55.28,kilotonnes of carbon dioxide equivalents (kt CO2 eq),https://climate-change.canada.ca/facility-emissions/GHGRP-G10924-2022.html,ghg_facility_metal_mining_df,ON-MAIN-3b3e5365
GHG-c5ea8efa-2022-1,2022,ON-ghg-c5ea8efa,Impala Canada Ltd.,-89.61435,49.16168,Thunder Bay,Ontario,All Other Metal Ore Mining,56.48,kilotonnes of carbon dioxide equivalents (kt CO2 eq),https://climate-change.canada.ca/facility-emissions/GHGRP-G10926-2022.html,ghg_facility_metal_mining_df,
GHG-01be4855-2022-1,2022,ON-ghg-01be4855,Lake Shore Gold Timmins West Mine,-81.5575,48.384,Timmins,Ontario,Gold and Silver Ore Mining,14.34,kilotonnes of carbon dioxide equivalents (kt CO2 eq),https://climate-change.canada.ca/facility-emissions/GHGRP-G10929-2022.html,ghg_facility_metal_mining_df,ON-MAIN-f3e6ff08
GHG-7ff4a674-2022-1,2022,ON-ghg-7ff4a674,McEwen Ontario Black Fox Mine,-80.21,48.3,Matheson,Ontario,Gold and Silver Ore Mining,9.06,kilotonnes of carbon dioxide equivalents (kt CO2 eq),https://climate-change.canada.ca/facility-emissions/GHGRP-G10930-2022.html,ghg_facility_metal_mining_df,
GHG-a573afd1-2022-1,2022,ON-ghg-a573afd1,Bell Creek Complex,-81.173,48.5523,Porcupine,Ontario,Gold and Silver Ore Mining,11.32,kilotonnes of carbon dioxide equivalents (kt CO2 eq),https://climate-change.canada.ca/facility-emissions/GHGRP-G10931-2022.html,ghg_facility_metal_mining_df,ON-MAIN-bfbcd72e
GHG-87b2602e-2022-1,2022,QC-ghg-87b2602e,Bracemac-McLeod,-77.41739,49.41487,Matagami,Quebec,Copper-Zinc Ore Mining,,kilotonnes of carbon dioxide equivalents (kt CO2 eq),https://climate-change.canada.ca/facility-emissions/GHGRP-G11336-2021.html,ghg_facility_metal_mining_df,
GHG-27670824-2022-1,2022,ON-ghg-27670824,Young-Davidson,-80.67722,47.94722,Matachewan,Ontario,Gold and Silver Ore Mining,24.61,kilotonnes of carbon dioxide equivalents (kt CO2 eq),https://climate-change.canada.ca/facility-emissions/GHGRP-G11375-2022.html,ghg_facility_metal_mining_df,ON-MAIN-7607a50e
GHG-62931986-2022-1,2022,QC-ghg-62931986,Projet Nunavik Nickel,-73.3234,61.3239,Kattiniq,Quebec,Nickel-Copper Ore Mining,129.62,kilotonnes of carbon dioxide equivalents (kt CO2 eq),https://climate-change.canada.ca/facility-emissions/GHGRP-G11382-2022.html,ghg_facility_metal_mining_df,
GHG-8fe549b8-2022-1,2022,SK-ghg-8fe549b8,Jansen Project,-104.7276,51.88147,Saskatoon,Saskatchewan,Potash Mining,20.51,kilotonnes of carbon dioxide equivalents (kt CO2 eq),https://climate-change.canada.ca/facility-emissions/GHGRP-G11389-2022.html,ghg_facility_metal_mining_df,SK-MAIN-f79436ec
GHG-31cd3296-2022-1,2022,MB-ghg-31cd3296,HBMS Reed Mine,-100.63,54.58,Flin Flon,Manitoba,Copper-Zinc Ore Mining,,kilotonnes of carbon dioxide equivalents (kt CO2 eq),https://climate-change.canada.ca/facility-emissions/GHGRP-G11422-2017.html,ghg_facility_metal_mining_df,
GHG-e62a8d55-2022-1,2022,NT-ghg-e62a8d55,Gahcho Kue Mine,-109.2,63.43,Kennady Lake,Northwest Territories,Diamond Mining,116.27,kilotonnes of carbon dioxide equivalents (kt CO2 eq),https://climate-change.canada.ca/facility-emissions/GHGRP-G11472-2022.html,ghg_facility_metal_mining_df,
GHG-684e83be-2022-1,2022,ON-ghg-684e83be,Rainy River Mine,-94.003,48.848,Emo,Ontario,Gold and Silver Ore Mining,128.42,kilotonnes of carbon dioxide equivalents (kt CO2 eq),https://climate-change.canada.ca/facility-emissions/GHGRP-G11496-2022.html,ghg_facility_metal_mining_df,ON-MAIN-0aadf28f
GHG-224eadbd-2022-1,2022,SK-ghg-224eadbd,Bethune Mine,-105.38,50.65,Bethune,Saskatchewan,Potash Mining,739.45,kilotonnes of carbon dioxide equivalents (kt CO2 eq),https://climate-change.canada.ca/facility-emissions/GHGRP-G11513-2022.html,ghg_facility_metal_mining_df,
GHG-5f9829ae-2022-1,2022,QC-ghg-5f9829ae,Mine Renard,-72.21557,52.81068,Baie James,Quebec,Diamond Mining,67.2,kilotonnes of carbon dioxide equivalents (kt CO2 eq),https://climate-change.canada.ca/facility-emissions/GHGRP-G11519-2022.html,ghg_facility_metal_mining_df,QC-MAIN-3032c251
GHG-cfdcc801-2022-1,2022,ZZ-ghg-cfdcc801,Henry Goodrich,-48.0393,46.7868,St. John's,Newfoundland and Labrador,Oil and Gas Contract Drilling,,kilotonnes of carbon dioxide equivalents (kt CO2 eq),https://climate-change.canada.ca/facility-emissions/GHGRP-G11634-2019.html,ghg_facility_metal_mining_df,
