row_id,population_id,main_id,name,year,buffer_size,total_population,geometry
landcover-b64bae7a-2025-1,NL-MAIN-b64bae7a,NL-MAIN-b64bae7a,Scully,2025,10km,9812.704059850512,POINT (-66.912573 52.907129)
landcover-b64bae7a-2025-2,NL-MAIN-b64bae7a,NL-MAIN-b64bae7a,Scully,2025,50km,13077.932273194081,POINT (-66.912573 52.907129)
landcover-b64bae7a-2030-1,NL-MAIN-b64bae7a,NL-MAIN-b64bae7a,Scully,2030,10km,9798.269870022234,POINT (-66.912573 52.907129)
landcover-b64bae7a-2030-2,NL-MAIN-b64bae7a,NL-MAIN-b64bae7a,Scully,2030,50km,13137.290652535841,POINT (-66.912573 52.907129)
landcover-dd723db4-2025-1,NL-MAIN-dd723db4,NL-MAIN-dd723db4,Carol Lake,2025,10km,2.0071937656354124,POINT (-66.936774 53.039755)
landcover-dd723db4-2025-2,NL-MAIN-dd723db4,NL-MAIN-dd723db4,Carol Lake,2025,50km,13077.850885102527,POINT (-66.936774 53.039755)
landcover-dd723db4-2030-1,NL-MAIN-dd723db4,NL-MAIN-dd723db4,Carol Lake,2030,10km,2.0127068725596544,POINT (-66.936774 53.039755)
landcover-dd723db4-2030-2,NL-MAIN-dd723db4,NL-MAIN-dd723db4,Carol Lake,2030,50km,13137.209245080528,POINT (-66.936774 53.039755)
landcover-e09881ff-2025-1,NL-MAIN-e09881ff,NL-MAIN-e09881ff,DSO (3 and 4),2025,10km,0.1133933539967984,POINT (-67.081916 54.890828)
landcover-e09881ff-2025-2,NL-MAIN-e09881ff,NL-MAIN-e09881ff,DSO (3 and 4),2025,50km,1544.5008584497373,POINT (-67.081916 54.890828)
landcover-e09881ff-2030-1,NL-MAIN-e09881ff,NL-MAIN-e09881ff,DSO (3 and 4),2030,10km,0.11293634353205562,POINT (-67.081916 54.890828)
landcover-e09881ff-2030-2,NL-MAIN-e09881ff,NL-MAIN-e09881ff,DSO (3 and 4),2030,50km,1579.4146093453965,POINT (-67.081916 54.890828)
landcover-c9c77a59-2025-1,NS-MAIN-c9c77a59,NS-MAIN-c9c77a59,Moose River Consolidated,2025,10km,32.33566212024557,POINT (-62.94292 44.98243)
landcover-c9c77a59-2025-2,NS-MAIN-c9c77a59,NS-MAIN-c9c77a59,Moose River Consolidated,2025,50km,0.0,POINT (-62.94292 44.98243)
landcover-c9c77a59-2030-1,NS-MAIN-c9c77a59,NS-MAIN-c9c77a59,Moose River Consolidated,2030,10km,32.10910628449044,POINT (-62.94292 44.98243)
landcover-c9c77a59-2030-2,NS-MAIN-c9c77a59,NS-MAIN-c9c77a59,Moose River Consolidated,2030,50km,0.0,POINT (-62.94292 44.98243)
landcover-baf0bfbd-2025-1,NS-MAIN-baf0bfbd,NS-MAIN-baf0bfbd,Donkin,2025,10km,0.0,POINT (-59.825861 46.178108)
landcover-baf0bfbd-2025-2,NS-MAIN-baf0bfbd,NS-MAIN-baf0bfbd,Donkin,2025,50km,0.0,POINT (-59.825861 46.178108)
landcover-baf0bfbd-2030-1,NS-MAIN-baf0bfbd,NS-MAIN-baf0bfbd,Donkin,2030,10km,0.0,POINT (-59.825861 46.178108)
landcover-baf0bfbd-2030-2,NS-MAIN-baf0bfbd,NS-MAIN-baf0bfbd,Donkin,2030,50km,0.0,POINT (-59.825861 46.178108)
landcover-fb4e8e94-2025-1,NS-MAIN-fb4e8e94,NS-MAIN-fb4e8e94,Stellarton,2025,10km,29258.676534673865,POINT (-62.682864 45.566074)
landcover-fb4e8e94-2025-2,NS-MAIN-fb4e8e94,NS-MAIN-fb4e8e94,Stellarton,2025,50km,0.0,POINT (-62.682864 45.566074)
landcover-fb4e8e94-2030-1,NS-MAIN-fb4e8e94,NS-MAIN-fb4e8e94,Stellarton,2030,10km,29011.451216819205,POINT (-62.682864 45.566074)
landcover-fb4e8e94-2030-2,NS-MAIN-fb4e8e94,NS-MAIN-fb4e8e94,Stellarton,2030,50km,0.0,POINT (-62.682864 45.566074)
landcover-e82266c5-2025-1,QC-MAIN-e82266c5,QC-MAIN-e82266c5,Lac Tio,2025,10km,0.10711019620066509,POINT (-63.416 50.5541)
landcover-e82266c5-2025-2,QC-MAIN-e82266c5,QC-MAIN-e82266c5,Lac Tio,2025,50km,0.0,POINT (-63.416 50.5541)
landcover-e82266c5-2030-1,QC-MAIN-e82266c5,QC-MAIN-e82266c5,Lac Tio,2030,10km,0.10505716314582969,POINT (-63.416 50.5541)
landcover-e82266c5-2030-2,QC-MAIN-e82266c5,QC-MAIN-e82266c5,Lac Tio,2030,50km,0.0,POINT (-63.416 50.5541)
landcover-089f3c60-2025-1,QC-MAIN-089f3c60,QC-MAIN-089f3c60,Bloom Lake,2025,10km,0.10740545468070195,POINT (-67.28 52.84)
landcover-089f3c60-2025-2,QC-MAIN-089f3c60,QC-MAIN-089f3c60,Bloom Lake,2025,50km,13076.911350571507,POINT (-67.28 52.84)
landcover-089f3c60-2030-1,QC-MAIN-089f3c60,QC-MAIN-089f3c60,Bloom Lake,2030,10km,0.10697257554784301,POINT (-67.28 52.84)
landcover-089f3c60-2030-2,QC-MAIN-089f3c60,QC-MAIN-089f3c60,Bloom Lake,2030,50km,13136.271302504781,POINT (-67.28 52.84)
landcover-084bd95c-2025-1,QC-MAIN-084bd95c,QC-MAIN-084bd95c,Mont-Wright,2025,10km,0.0,POINT (-67.330058 52.757053)
landcover-084bd95c-2025-2,QC-MAIN-084bd95c,QC-MAIN-084bd95c,Mont-Wright,2025,50km,13076.8423898773,POINT (-67.330058 52.757053)
landcover-084bd95c-2030-1,QC-MAIN-084bd95c,QC-MAIN-084bd95c,Mont-Wright,2030,10km,0.0,POINT (-67.330058 52.757053)
landcover-084bd95c-2030-2,QC-MAIN-084bd95c,QC-MAIN-084bd95c,Mont-Wright,2030,50km,13136.202551873721,POINT (-67.330058 52.757053)
landcover-b8c826a2-2025-1,QC-MAIN-b8c826a2,QC-MAIN-b8c826a2,DSO (Goodwood),2025,10km,0.0,POINT (-67.34778 55.09939)
landcover-b8c826a2-2025-2,QC-MAIN-b8c826a2,QC-MAIN-b8c826a2,DSO (Goodwood),2025,50km,1544.395262819351,POINT (-67.34778 55.09939)
landcover-b8c826a2-2030-1,QC-MAIN-b8c826a2,QC-MAIN-b8c826a2,DSO (Goodwood),2030,10km,0.0,POINT (-67.34778 55.09939)
landcover-b8c826a2-2030-2,QC-MAIN-b8c826a2,QC-MAIN-b8c826a2,DSO (Goodwood),2030,50km,1579.3094393015708,POINT (-67.34778 55.09939)
landcover-33c09b8b-2025-1,QC-MAIN-33c09b8b,QC-MAIN-33c09b8b,Fire Lake,2025,10km,0.0,POINT (-67.363935 52.352998)
landcover-33c09b8b-2025-2,QC-MAIN-33c09b8b,QC-MAIN-33c09b8b,Fire Lake,2025,50km,0.0,POINT (-67.363935 52.352998)
landcover-33c09b8b-2030-1,QC-MAIN-33c09b8b,QC-MAIN-33c09b8b,Fire Lake,2030,10km,0.0,POINT (-67.363935 52.352998)
landcover-33c09b8b-2030-2,QC-MAIN-33c09b8b,QC-MAIN-33c09b8b,Fire Lake,2030,50km,0.0,POINT (-67.363935 52.352998)
landcover-a555d9b9-2025-1,QC-MAIN-a555d9b9,QC-MAIN-a555d9b9,Niobec,2025,10km,9105.630711707066,POINT (-71.156929 48.532148)
landcover-a555d9b9-2025-2,QC-MAIN-a555d9b9,QC-MAIN-a555d9b9,Niobec,2025,50km,228950.25173885832,POINT (-71.156929 48.532148)
landcover-a555d9b9-2030-1,QC-MAIN-a555d9b9,QC-MAIN-a555d9b9,Niobec,2030,10km,9503.32293932235,POINT (-71.156929 48.532148)
landcover-a555d9b9-2030-2,QC-MAIN-a555d9b9,QC-MAIN-a555d9b9,Niobec,2030,50km,237738.25304076044,POINT (-71.156929 48.532148)
landcover-a97821c0-2025-1,QC-MAIN-a97821c0,QC-MAIN-a97821c0,Raglan,2025,10km,0.0,POINT (-73.674669 61.687171)
landcover-a97821c0-2025-2,QC-MAIN-a97821c0,QC-MAIN-a97821c0,Raglan,2025,50km,0.0,POINT (-73.674669 61.687171)
landcover-a97821c0-2030-1,QC-MAIN-a97821c0,QC-MAIN-a97821c0,Raglan,2030,10km,0.0,POINT (-73.674669 61.687171)
landcover-a97821c0-2030-2,QC-MAIN-a97821c0,QC-MAIN-a97821c0,Raglan,2030,50km,0.0,POINT (-73.674669 61.687171)
landcover-5ce331b8-2025-1,QC-MAIN-5ce331b8,QC-MAIN-5ce331b8,Nunavik Nickel,2025,10km,0.0,POINT (-74.1375 61.420856)
landcover-5ce331b8-2025-2,QC-MAIN-5ce331b8,QC-MAIN-5ce331b8,Nunavik Nickel,2025,50km,0.0,POINT (-74.1375 61.420856)
landcover-5ce331b8-2030-1,QC-MAIN-5ce331b8,QC-MAIN-5ce331b8,Nunavik Nickel,2030,10km,0.0,POINT (-74.1375 61.420856)
landcover-5ce331b8-2030-2,QC-MAIN-5ce331b8,QC-MAIN-5ce331b8,Nunavik Nickel,2030,50km,0.0,POINT (-74.1375 61.420856)
landcover-6dc537e6-2025-1,QC-MAIN-6dc537e6,QC-MAIN-6dc537e6,Éléonore,2025,10km,0.0,POINT (-76.08667 52.69889)
landcover-6dc537e6-2025-2,QC-MAIN-6dc537e6,QC-MAIN-6dc537e6,Éléonore,2025,50km,0.0,POINT (-76.08667 52.69889)
landcover-6dc537e6-2030-1,QC-MAIN-6dc537e6,QC-MAIN-6dc537e6,Éléonore,2030,10km,0.0,POINT (-76.08667 52.69889)
landcover-6dc537e6-2030-2,QC-MAIN-6dc537e6,QC-MAIN-6dc537e6,Éléonore,2030,50km,0.0,POINT (-76.08667 52.69889)
landcover-f9e41c2a-2025-1,QC-MAIN-f9e41c2a,QC-MAIN-f9e41c2a,Lamaque,2025,10km,30400.179525386124,POINT (-77.739624 48.079221)
landcover-f9e41c2a-2025-2,QC-MAIN-f9e41c2a,QC-MAIN-f9e41c2a,Lamaque,2025,50km,49083.22945082851,POINT (-77.739624 48.079221)
landcover-f9e41c2a-2030-1,QC-MAIN-f9e41c2a,QC-MAIN-f9e41c2a,Lamaque,2030,10km,31076.47150431067,POINT (-77.739624 48.079221)
landcover-f9e41c2a-2030-2,QC-MAIN-f9e41c2a,QC-MAIN-f9e41c2a,Lamaque,2030,50km,50187.63326511054,POINT (-77.739624 48.079221)
landcover-dc1a16f9-2025-1,QC-MAIN-dc1a16f9,QC-MAIN-dc1a16f9,North American Lithium,2025,10km,113.730311031181,POINT (-77.80934 48.4115)
landcover-dc1a16f9-2025-2,QC-MAIN-dc1a16f9,QC-MAIN-dc1a16f9,North American Lithium,2025,50km,73544.87120720964,POINT (-77.80934 48.4115)
landcover-dc1a16f9-2030-1,QC-MAIN-dc1a16f9,QC-MAIN-dc1a16f9,North American Lithium,2030,10km,116.26734877821838,POINT (-77.80934 48.4115)
landcover-dc1a16f9-2030-2,QC-MAIN-dc1a16f9,QC-MAIN-dc1a16f9,North American Lithium,2030,50km,75210.8324753332,POINT (-77.80934 48.4115)
landcover-c0660aec-2025-1,QC-MAIN-c0660aec,QC-MAIN-c0660aec,Goldex,2025,10km,31403.371318131358,POINT (-77.8733 48.0926)
landcover-c0660aec-2025-2,QC-MAIN-c0660aec,QC-MAIN-c0660aec,Goldex,2025,50km,50469.10169722445,POINT (-77.8733 48.0926)
landcover-c0660aec-2030-1,QC-MAIN-c0660aec,QC-MAIN-c0660aec,Goldex,2030,10km,32145.603184328207,POINT (-77.8733 48.0926)
landcover-c0660aec-2030-2,QC-MAIN-c0660aec,QC-MAIN-c0660aec,Goldex,2030,50km,51607.99027181136,POINT (-77.8733 48.0926)
landcover-9de9bb0d-2025-1,QC-MAIN-9de9bb0d,QC-MAIN-9de9bb0d,Kiena,2025,10km,27605.022804287106,POINT (-77.91 48.12)
landcover-9de9bb0d-2025-2,QC-MAIN-9de9bb0d,QC-MAIN-9de9bb0d,Kiena,2025,50km,52128.664796379875,POINT (-77.91 48.12)
landcover-9de9bb0d-2030-1,QC-MAIN-9de9bb0d,QC-MAIN-9de9bb0d,Kiena,2030,10km,28259.68647445719,POINT (-77.91 48.12)
landcover-9de9bb0d-2030-2,QC-MAIN-9de9bb0d,QC-MAIN-9de9bb0d,Kiena,2030,50km,53309.00492415709,POINT (-77.91 48.12)
landcover-d29e0839-2025-1,QC-MAIN-d29e0839,QC-MAIN-d29e0839,Sleeping Giant,2025,10km,0.0,POINT (-77.97434 49.13259)
landcover-d29e0839-2025-2,QC-MAIN-d29e0839,QC-MAIN-d29e0839,Sleeping Giant,2025,50km,919.5582553863928,POINT (-77.97434 49.13259)
landcover-d29e0839-2030-1,QC-MAIN-d29e0839,QC-MAIN-d29e0839,Sleeping Giant,2030,10km,0.0,POINT (-77.97434 49.13259)
landcover-d29e0839-2030-2,QC-MAIN-d29e0839,QC-MAIN-d29e0839,Sleeping Giant,2030,50km,940.0397387087445,POINT (-77.97434 49.13259)
landcover-e7e6a960-2025-1,QC-MAIN-e7e6a960,QC-MAIN-e7e6a960,Canadian Malartic,2025,10km,4490.380217639397,POINT (-78.130824 48.122223)
landcover-e7e6a960-2025-2,QC-MAIN-e7e6a960,QC-MAIN-e7e6a960,Canadian Malartic,2025,50km,53446.90496249795,POINT (-78.130824 48.122223)
landcover-e7e6a960-2030-1,QC-MAIN-e7e6a960,QC-MAIN-e7e6a960,Canadian Malartic,2030,10km,4588.886652095737,POINT (-78.130824 48.122223)
landcover-e7e6a960-2030-2,QC-MAIN-e7e6a960,QC-MAIN-e7e6a960,Canadian Malartic,2030,50km,54655.0339465118,POINT (-78.130824 48.122223)
landcover-e51eda66-2025-1,QC-MAIN-e51eda66,QC-MAIN-e51eda66,LaRonde,2025,10km,1331.5096001387822,POINT (-78.428 48.2516)
landcover-e51eda66-2025-2,QC-MAIN-e51eda66,QC-MAIN-e51eda66,LaRonde,2025,50km,85753.83910362789,POINT (-78.428 48.2516)
landcover-e51eda66-2030-1,QC-MAIN-e51eda66,QC-MAIN-e51eda66,LaRonde,2030,10km,1369.8654912880788,POINT (-78.428 48.2516)
landcover-e51eda66-2030-2,QC-MAIN-e51eda66,QC-MAIN-e51eda66,LaRonde,2030,50km,87693.41743626243,POINT (-78.428 48.2516)
landcover-02884fb5-2025-1,QC-MAIN-02884fb5,QC-MAIN-02884fb5,Westwood-Doyon,2025,10km,1172.7070458371606,POINT (-78.502 48.256)
landcover-02884fb5-2025-2,QC-MAIN-02884fb5,QC-MAIN-02884fb5,Westwood-Doyon,2025,50km,73852.89833783614,POINT (-78.502 48.256)
landcover-02884fb5-2030-1,QC-MAIN-02884fb5,QC-MAIN-02884fb5,Westwood-Doyon,2030,10km,1199.1055447558288,POINT (-78.502 48.256)
landcover-02884fb5-2030-2,QC-MAIN-02884fb5,QC-MAIN-02884fb5,Westwood-Doyon,2030,50km,75548.72935944659,POINT (-78.502 48.256)
landcover-b86f7d07-2025-1,QC-MAIN-b86f7d07,QC-MAIN-b86f7d07,Casa Berardi,2025,10km,0.0,POINT (-79.231307 49.5719)
landcover-b86f7d07-2025-2,QC-MAIN-b86f7d07,QC-MAIN-b86f7d07,Casa Berardi,2025,50km,0.0,POINT (-79.231307 49.5719)
landcover-b86f7d07-2030-1,QC-MAIN-b86f7d07,QC-MAIN-b86f7d07,Casa Berardi,2030,10km,0.0,POINT (-79.231307 49.5719)
landcover-b86f7d07-2030-2,QC-MAIN-b86f7d07,QC-MAIN-b86f7d07,Casa Berardi,2030,50km,0.0,POINT (-79.231307 49.5719)
landcover-3032c251-2025-1,QC-MAIN-3032c251,QC-MAIN-3032c251,Renard,2025,10km,0.0,POINT (-72.190579 52.813913)
landcover-3032c251-2025-2,QC-MAIN-3032c251,QC-MAIN-3032c251,Renard,2025,50km,0.0,POINT (-72.190579 52.813913)
landcover-3032c251-2030-1,QC-MAIN-3032c251,QC-MAIN-3032c251,Renard,2030,10km,0.0,POINT (-72.190579 52.813913)
landcover-3032c251-2030-2,QC-MAIN-3032c251,QC-MAIN-3032c251,Renard,2030,50km,0.0,POINT (-72.190579 52.813913)
landcover-aeafbb59-2025-1,ON-MAIN-aeafbb59,ON-MAIN-aeafbb59,Detour Lake,2025,10km,0.0,POINT (-79.717631 50.018143)
landcover-aeafbb59-2025-2,ON-MAIN-aeafbb59,ON-MAIN-aeafbb59,Detour Lake,2025,50km,0.01738503819797188,POINT (-79.717631 50.018143)
landcover-aeafbb59-2030-1,ON-MAIN-aeafbb59,ON-MAIN-aeafbb59,Detour Lake,2030,10km,0.0,POINT (-79.717631 50.018143)
landcover-aeafbb59-2030-2,ON-MAIN-aeafbb59,ON-MAIN-aeafbb59,Detour Lake,2030,50km,0.017780637950636446,POINT (-79.717631 50.018143)
landcover-1f126a43-2025-1,ON-MAIN-1f126a43,ON-MAIN-1f126a43,Macassa,2025,10km,9692.441926674617,POINT (-80.071637 48.142528)
landcover-1f126a43-2025-2,ON-MAIN-1f126a43,ON-MAIN-1f126a43,Macassa,2025,50km,18005.138853093245,POINT (-80.071637 48.142528)
landcover-1f126a43-2030-1,ON-MAIN-1f126a43,ON-MAIN-1f126a43,Macassa,2030,10km,9988.39395048241,POINT (-80.071637 48.142528)
landcover-1f126a43-2030-2,ON-MAIN-1f126a43,ON-MAIN-1f126a43,Macassa,2030,50km,18549.989496817372,POINT (-80.071637 48.142528)
landcover-4e0734b5-2025-1,ON-MAIN-4e0734b5,ON-MAIN-4e0734b5,Fox Complex,2025,10km,1231.0976904393426,POINT (-80.340814 48.534362)
landcover-4e0734b5-2025-2,ON-MAIN-4e0734b5,ON-MAIN-4e0734b5,Fox Complex,2025,50km,18108.90914030952,POINT (-80.340814 48.534362)
landcover-4e0734b5-2030-1,ON-MAIN-4e0734b5,ON-MAIN-4e0734b5,Fox Complex,2030,10km,1268.4390210651936,POINT (-80.340814 48.534362)
landcover-4e0734b5-2030-2,ON-MAIN-4e0734b5,ON-MAIN-4e0734b5,Fox Complex,2030,50km,18665.99564097584,POINT (-80.340814 48.534362)
landcover-7607a50e-2025-1,ON-MAIN-7607a50e,ON-MAIN-7607a50e,Young-Davidson,2025,10km,301.6788492500782,POINT (-80.67444 47.94667)
landcover-7607a50e-2025-2,ON-MAIN-7607a50e,ON-MAIN-7607a50e,Young-Davidson,2025,50km,2700.552721022227,POINT (-80.67444 47.94667)
landcover-7607a50e-2030-1,ON-MAIN-7607a50e,ON-MAIN-7607a50e,Young-Davidson,2030,10km,310.8264129664749,POINT (-80.67444 47.94667)
landcover-7607a50e-2030-2,ON-MAIN-7607a50e,ON-MAIN-7607a50e,Young-Davidson,2030,50km,2786.3023921346125,POINT (-80.67444 47.94667)
landcover-fcb287a4-2025-1,ON-MAIN-fcb287a4,ON-MAIN-fcb287a4,Nickel Rim South,2025,10km,3294.421197864907,POINT (-80.796793 46.657982)
landcover-fcb287a4-2025-2,ON-MAIN-fcb287a4,ON-MAIN-fcb287a4,Nickel Rim South,2025,50km,179105.2402452881,POINT (-80.796793 46.657982)
landcover-fcb287a4-2030-1,ON-MAIN-fcb287a4,ON-MAIN-fcb287a4,Nickel Rim South,2030,10km,3424.819654372333,POINT (-80.796793 46.657982)
landcover-fcb287a4-2030-2,ON-MAIN-fcb287a4,ON-MAIN-fcb287a4,Nickel Rim South,2030,50km,187002.70556972074,POINT (-80.796793 46.657982)
landcover-48fe2205-2025-1,ON-MAIN-48fe2205,ON-MAIN-48fe2205,Garson,2025,10km,39327.092021923534,POINT (-80.857 46.568)
landcover-48fe2205-2025-2,ON-MAIN-48fe2205,ON-MAIN-48fe2205,Garson,2025,50km,180647.0355056546,POINT (-80.857 46.568)
landcover-48fe2205-2030-1,ON-MAIN-48fe2205,ON-MAIN-48fe2205,Garson,2030,10km,41046.92762017332,POINT (-80.857 46.568)
landcover-48fe2205-2030-2,ON-MAIN-48fe2205,ON-MAIN-48fe2205,Garson,2030,50km,188600.4009858997,POINT (-80.857 46.568)
landcover-de2f9639-2025-1,ON-MAIN-de2f9639,ON-MAIN-de2f9639,Clarabelle,2025,10km,90403.58688653086,POINT (-81.056782 46.495822)
landcover-de2f9639-2025-2,ON-MAIN-de2f9639,ON-MAIN-de2f9639,Clarabelle,2025,50km,179548.39903669426,POINT (-81.056782 46.495822)
landcover-de2f9639-2030-1,ON-MAIN-de2f9639,ON-MAIN-de2f9639,Clarabelle,2030,10km,94460.81262527614,POINT (-81.056782 46.495822)
landcover-de2f9639-2030-2,ON-MAIN-de2f9639,ON-MAIN-de2f9639,Clarabelle,2030,50km,187471.784410944,POINT (-81.056782 46.495822)
landcover-f080c409-2025-1,ON-MAIN-f080c409,ON-MAIN-f080c409,Copper Cliff Complex,2025,10km,83173.62985837868,POINT (-81.068205 46.491445)
landcover-f080c409-2025-2,ON-MAIN-f080c409,ON-MAIN-f080c409,Copper Cliff Complex,2025,50km,179267.12458288786,POINT (-81.068205 46.491445)
landcover-f080c409-2030-1,ON-MAIN-f080c409,ON-MAIN-f080c409,Copper Cliff Complex,2030,10km,86935.48202117694,POINT (-81.068205 46.491445)
landcover-f080c409-2030-2,ON-MAIN-f080c409,ON-MAIN-f080c409,Copper Cliff Complex,2030,50km,187187.20699661024,POINT (-81.068205 46.491445)
landcover-538513cd-2025-1,ON-MAIN-538513cd,ON-MAIN-538513cd,Hoyle Pond,2025,10km,4138.987090374123,POINT (-81.1083 48.5519)
landcover-538513cd-2025-2,ON-MAIN-538513cd,ON-MAIN-538513cd,Hoyle Pond,2025,50km,56177.91105800584,POINT (-81.1083 48.5519)
landcover-538513cd-2030-1,ON-MAIN-538513cd,ON-MAIN-538513cd,Hoyle Pond,2030,10km,4270.099987366115,POINT (-81.1083 48.5519)
landcover-538513cd-2030-2,ON-MAIN-538513cd,ON-MAIN-538513cd,Hoyle Pond,2030,50km,57881.77990887223,POINT (-81.1083 48.5519)
landcover-bfbcd72e-2025-1,ON-MAIN-bfbcd72e,ON-MAIN-bfbcd72e,Bell Creek,2025,10km,8266.647950419345,POINT (-81.178 48.553)
landcover-bfbcd72e-2025-2,ON-MAIN-bfbcd72e,ON-MAIN-bfbcd72e,Bell Creek,2025,50km,55303.90815396829,POINT (-81.178 48.553)
landcover-bfbcd72e-2030-1,ON-MAIN-bfbcd72e,ON-MAIN-bfbcd72e,Bell Creek,2030,10km,8522.244033951738,POINT (-81.178 48.553)
landcover-bfbcd72e-2030-2,ON-MAIN-bfbcd72e,ON-MAIN-bfbcd72e,Bell Creek,2030,50km,56981.25907212057,POINT (-81.178 48.553)
landcover-52224e1e-2025-1,ON-MAIN-52224e1e,ON-MAIN-52224e1e,Creighton,2025,10km,14254.271563169792,POINT (-81.1861 46.474)
landcover-52224e1e-2025-2,ON-MAIN-52224e1e,ON-MAIN-52224e1e,Creighton,2025,50km,178994.66624393215,POINT (-81.1861 46.474)
landcover-52224e1e-2030-1,ON-MAIN-52224e1e,ON-MAIN-52224e1e,Creighton,2030,10km,14903.616863868681,POINT (-81.1861 46.474)
landcover-52224e1e-2030-2,ON-MAIN-52224e1e,ON-MAIN-52224e1e,Creighton,2030,50km,186898.3438383137,POINT (-81.1861 46.474)
landcover-3b3e5365-2025-1,ON-MAIN-3b3e5365,ON-MAIN-3b3e5365,Porcupine,2025,10km,43816.44556309506,POINT (-81.242719 48.463511)
landcover-3b3e5365-2025-2,ON-MAIN-3b3e5365,ON-MAIN-3b3e5365,Porcupine,2025,50km,50587.777957771126,POINT (-81.242719 48.463511)
landcover-3b3e5365-2030-1,ON-MAIN-3b3e5365,ON-MAIN-3b3e5365,Porcupine,2030,10km,45147.748773645435,POINT (-81.242719 48.463511)
landcover-3b3e5365-2030-2,ON-MAIN-3b3e5365,ON-MAIN-3b3e5365,Porcupine,2030,50km,52121.16268991991,POINT (-81.242719 48.463511)
landcover-8629a493-2025-1,ON-MAIN-8629a493,ON-MAIN-8629a493,Hollinger,2025,10km,45334.88944624503,POINT (-81.31314 48.4733)
landcover-8629a493-2025-2,ON-MAIN-8629a493,ON-MAIN-8629a493,Hollinger,2025,50km,49720.2678055161,POINT (-81.31314 48.4733)
landcover-8629a493-2030-1,ON-MAIN-8629a493,ON-MAIN-8629a493,Hollinger,2030,10km,46710.266454851706,POINT (-81.31314 48.4733)
landcover-8629a493-2030-2,ON-MAIN-8629a493,ON-MAIN-8629a493,Hollinger,2030,50km,51226.09706815672,POINT (-81.31314 48.4733)
landcover-6e9b2449-2025-1,ON-MAIN-6e9b2449,ON-MAIN-6e9b2449,Coleman,2025,10km,4257.150293603638,POINT (-81.3397 46.6771)
landcover-6e9b2449-2025-2,ON-MAIN-6e9b2449,ON-MAIN-6e9b2449,Coleman,2025,50km,175687.82713119214,POINT (-81.3397 46.6771)
