indigenous_land_id,Name,Category,Data_Src,Data_Date,longitude,latitude
ZZ-IND-753616ef,Poison Creek 17a,Indian Reserve,"Natural Resources Canada, Earth Sciences Sector, Surveyor General Branch",2015-01-05,-14002484.686932202,7213077.935813854
ZZ-IND-ed60e465,Teeta 7,Indian Reserve,"Natural Resources Canada, Earth Sciences Sector, Surveyor General Branch",2015-01-05,-14193442.186885986,6516249.683256003
ZZ-IND-93f546b6,Rushton Island 90,Indian Reserve,"Natural Resources Canada, Earth Sciences Sector, Surveyor General Branch",2015-01-05,-14564023.24566441,7218695.691899325
ZZ-IND-5de8ba9a,Indian Ranch Indian Reserve,Indian Reserve,"Natural Resources Canada, Earth Sciences Sector, Surveyor General Branch",2015-01-05,-7391078.50498424,6112960.695682658
ZZ-IND-91660ffe,Tequa 21,Indian Reserve,"Natural Resources Canada, Earth Sciences Sector, Surveyor General Branch",2015-01-05,-14028129.359489376,6322950.474006828
ZZ-IND-dd0c67aa,Rocky Bay Indian Reserve No. 1,Indian Reserve,"Natural Resources Canada, Earth Sciences Sector, Surveyor General Branch",2015-01-05,-9810894.109253138,6349584.087032236
ZZ-IND-36af6d83,Ochapowace I.r. 71-116,Indian Reserve,"Natural Resources Canada, Earth Sciences Sector, Surveyor General Branch",2015-01-05,-11401402.954057198,6521453.78896047
ZZ-IND-3b601340,Ochapowace I.r. 71-20,Indian Reserve,"Natural Resources Canada, Earth Sciences Sector, Surveyor General Branch",2015-01-05,-11357181.494311392,6516795.711043686
ZZ-IND-67e64e51,Ochapowace I.r. 71-32,Indian Reserve,"Natural Resources Canada, Earth Sciences Sector, Surveyor General Branch",2015-01-05,-11386971.23402991,6579570.302374701
ZZ-IND-15f34cd2,Coquitlam 1,Indian Reserve,"Natural Resources Canada, Earth Sciences Sector, Surveyor General Branch",2015-01-05,-13670610.705456922,6314047.338054268
ZZ-IND-8ad55c1e,Binche 12,Indian Reserve,"Natural Resources Canada, Earth Sciences Sector, Surveyor General Branch",2015-01-05,-13853251.37975396,7287560.293641737
ZZ-IND-a45bb341,Wapikunoo Bay Indian Reserve,Indian Reserve,"Natural Resources Canada, Earth Sciences Sector, Surveyor General Branch",2015-01-05,-10951659.26241769,7594058.829072782
ZZ-IND-f4e2a076,Iltcoola Indian Reserve No. 7,Indian Reserve,"Natural Resources Canada, Earth Sciences Sector, Surveyor General Branch",2015-01-05,-13387934.960777532,6347533.28544659
ZZ-IND-ec43ce63,Northwest Angle Indian Reserve No. 34c,Indian Reserve,"Natural Resources Canada, Earth Sciences Sector, Surveyor General Branch",2015-01-05,-10596435.568011086,6337063.063007986
ZZ-IND-07a614eb,Monahawuhkan,Indian Reserve,"Natural Resources Canada, Earth Sciences Sector, Surveyor General Branch",2015-01-05,-10928220.118143747,7499037.642962233
ZZ-IND-5ba4a646,Dalk-ka-gila-quoeux 2,Indian Reserve,"Natural Resources Canada, Earth Sciences Sector, Surveyor General Branch",2015-01-05,-14323165.827968284,7282137.598926231
ZZ-IND-c3de4017,Muskowekwan I.r. 85-50,Indian Reserve,"Natural Resources Canada, Earth Sciences Sector, Surveyor General Branch",2015-01-05,-11557682.169096341,6713998.578196027
ZZ-IND-0e104b41,Wapasihk,Indian Reserve,"Natural Resources Canada, Earth Sciences Sector, Surveyor General Branch",2015-01-05,-10978035.41923952,7581456.5763429105
ZZ-IND-cde803a6,Sakimay I.r. 74-2,Indian Reserve,"Natural Resources Canada, Earth Sciences Sector, Surveyor General Branch",2015-01-05,-11449516.89057405,6558261.810519539
ZZ-IND-40db47b4,Telegraph Creek 6,Indian Reserve,"Natural Resources Canada, Earth Sciences Sector, Surveyor General Branch",2015-01-05,-14600679.334252473,7947795.413747142
ZZ-IND-964d42bc,Otter Lake 2,Indian Reserve,"Natural Resources Canada, Earth Sciences Sector, Surveyor General Branch",2015-01-05,-13275408.738343136,6515835.341107975
ZZ-IND-fa3a4eef,Moosomin I.r. 112f,Indian Reserve,"Natural Resources Canada, Earth Sciences Sector, Surveyor General Branch",2015-01-05,-12035724.173124366,7092823.034586632
ZZ-IND-5f5e5ac9,Edye 93,Indian Reserve,"Natural Resources Canada, Earth Sciences Sector, Surveyor General Branch",2015-01-05,-14535955.642400002,7182264.902766667
ZZ-IND-4d25de20,Siska Flat 8,Indian Reserve,"Natural Resources Canada, Earth Sciences Sector, Surveyor General Branch",2015-01-05,-13532788.774462527,6469455.794932837
ZZ-IND-ec344066,Muskowekwan I.r. 85-24,Indian Reserve,"Natural Resources Canada, Earth Sciences Sector, Surveyor General Branch",2015-01-05,-11570001.110341666,6669909.53331213
ZZ-IND-0025f8b0,Kluachon Lake 1,Indian Reserve,"Natural Resources Canada, Earth Sciences Sector, Surveyor General Branch",2015-01-05,-14471555.038947769,7932789.928860982
ZZ-IND-b3f92c9a,Knamadeek 52,Indian Reserve,"Natural Resources Canada, Earth Sciences Sector, Surveyor General Branch",2015-01-05,-14500769.126951689,7272491.232470005
ZZ-IND-805c52fe,North Tacla Lake 7a,Indian Reserve,"Natural Resources Canada, Earth Sciences Sector, Surveyor General Branch",2015-01-05,-14024011.099940084,7456891.075775261
ZZ-IND-0d9265dc,Little Saskatchewan 48b,Indian Reserve,"Natural Resources Canada, Earth Sciences Sector, Surveyor General Branch",2015-01-05,-10955462.079968361,6736507.073349788
ZZ-IND-2a236072,Yawaucht 11,Indian Reserve,"Natural Resources Canada, Earth Sciences Sector, Surveyor General Branch",2015-01-05,-13544573.702458344,6506602.290837119
ZZ-IND-5690d958,Challetkohum 9,Indian Reserve,"Natural Resources Canada, Earth Sciences Sector, Surveyor General Branch",2015-01-05,-13641061.38546391,6456708.359108972
ZZ-IND-c1d3dfe3,Kaykaip 7,Indian Reserve,"Natural Resources Canada, Earth Sciences Sector, Surveyor General Branch",2015-01-05,-13515880.219303943,6358341.318722724
ZZ-IND-ecd28222,Kootowis 4,Indian Reserve,"Natural Resources Canada, Earth Sciences Sector, Surveyor General Branch",2015-01-05,-13995491.704518674,6290375.147649734
ZZ-IND-fb1630e7,Fountain 11,Indian Reserve,"Natural Resources Canada, Earth Sciences Sector, Surveyor General Branch",2015-01-05,-13571019.836119093,6572061.736568694
ZZ-IND-2aa8ebe2,Mosquito Creek 5,Indian Reserve,"Natural Resources Canada, Earth Sciences Sector, Surveyor General Branch",2015-01-05,-14278039.825045502,8167857.249911949
ZZ-IND-4c4f83b9,Moose Point Indian Reserve No. 79,Indian Reserve,"Natural Resources Canada, Earth Sciences Sector, Surveyor General Branch",2015-01-05,-8908462.383416863,5633567.796713184
ZZ-IND-f7be5317,Fort Folly Indian Reserve No. 1,Indian Reserve,"Natural Resources Canada, Earth Sciences Sector, Surveyor General Branch",2015-01-05,-7179797.216396335,5762870.396684663
ZZ-IND-fdee20b7,Ochapowace I.r. 71-130,Indian Reserve,"Natural Resources Canada, Earth Sciences Sector, Surveyor General Branch",2015-01-05,-11376185.277507348,6473957.109161686
ZZ-IND-3a92cd39,Truro Indian Reserve No. 27c,Indian Reserve,"Natural Resources Canada, Earth Sciences Sector, Surveyor General Branch",2015-01-05,-7044458.667286286,5672138.208634372
ZZ-IND-f234a9b4,Fraser Island 6,Indian Reserve,"Natural Resources Canada, Earth Sciences Sector, Surveyor General Branch",2015-01-05,-13759863.01136567,6161529.75993665
ZZ-IND-6b16acf0,Sechelt Band Lands (chelohsin) No 13,Indian Reserve,"Natural Resources Canada, Earth Sciences Sector, Surveyor General Branch",2015-01-05,-13782621.07372683,6470952.750955327
ZZ-IND-9094c4cf,Cayuse 6,Indian Reserve,"Natural Resources Canada, Earth Sciences Sector, Surveyor General Branch",2015-01-05,-14190016.879348725,6512518.883930507
ZZ-IND-c9d66fb0,Kitsemenlagan 19,Indian Reserve,"Natural Resources Canada, Earth Sciences Sector, Surveyor General Branch",2015-01-05,-14456957.491298534,7075997.7538072
ZZ-IND-6af086c2,Swan Lake Indian Reserve No. 29,Indian Reserve,"Natural Resources Canada, Earth Sciences Sector, Surveyor General Branch",2015-01-05,-10563351.230976107,6455372.704285158
ZZ-IND-ea8944de,Poundmaker I.r. 114-5a,Indian Reserve,"Natural Resources Canada, Earth Sciences Sector, Surveyor General Branch",2015-01-05,-11797141.457691422,7062660.196429084
ZZ-IND-0886cb89,Siska Flat 3,Indian Reserve,"Natural Resources Canada, Earth Sciences Sector, Surveyor General Branch",2015-01-05,-13533142.960448539,6470279.606549894
ZZ-IND-9bd97aca,Matsqui Main 2,Indian Reserve,"Natural Resources Canada, Earth Sciences Sector, Surveyor General Branch",2015-01-05,-13620088.067367664,6293270.307431247
ZZ-IND-2b9624d2,Ucausley 16,Indian Reserve,"Natural Resources Canada, Earth Sciences Sector, Surveyor General Branch",2015-01-05,-13932994.119684832,7279769.066209541
ZZ-IND-ee539f8e,Scaucy 5,Indian Reserve,"Natural Resources Canada, Earth Sciences Sector, Surveyor General Branch",2015-01-05,-13520314.198187796,6414201.573233034
ZZ-IND-47063e10,Quinsam 12,Indian Reserve,"Natural Resources Canada, Earth Sciences Sector, Surveyor General Branch",2015-01-05,-13947471.140496382,6449461.012852965
ZZ-IND-79d47251,Malcolm Island 8,Indian Reserve,"Natural Resources Canada, Earth Sciences Sector, Surveyor General Branch",2015-01-05,-14152960.088477824,6557696.351369707
ZZ-IND-5e536481,Nohomeen 23,Indian Reserve,"Natural Resources Canada, Earth Sciences Sector, Surveyor General Branch",2015-01-05,-13536395.313533725,6489627.684693825
ZZ-IND-b8c298a5,Kitamaat 2,Indian Reserve,"Natural Resources Canada, Earth Sciences Sector, Surveyor General Branch",2015-01-05,-14320571.659196949,7164751.302162319
ZZ-IND-ac440d8c,Sophe 14,Indian Reserve,"Natural Resources Canada, Earth Sciences Sector, Surveyor General Branch",2015-01-05,-14117947.306233332,6412109.004333335
ZZ-IND-a740cac3,Tanizul 43,Indian Reserve,"Natural Resources Canada, Earth Sciences Sector, Surveyor General Branch",2015-01-05,-13911988.734000001,7312604.918833332
ZZ-IND-383fdbcc,Keecekiltum 2,Indian Reserve,"Natural Resources Canada, Earth Sciences Sector, Surveyor General Branch",2015-01-05,-14055701.620385617,6542260.385483314
ZZ-IND-c434a57b,Dakota Plains 6a,Indian Reserve,"Natural Resources Canada, Earth Sciences Sector, Surveyor General Branch",2015-01-05,-10966269.433965113,6414148.39189394
ZZ-IND-efb4c894,Lucky Man I.r.,Indian Reserve,"Natural Resources Canada, Earth Sciences Sector, Surveyor General Branch",2015-01-05,-11937697.229748458,6983466.744277785
ZZ-IND-a5162b25,Pelican Narrows I.r. 206,Indian Reserve,"Natural Resources Canada, Earth Sciences Sector, Surveyor General Branch",2015-01-05,-11452727.16875461,7398468.546859825
ZZ-IND-2b332615,Beaver Ranch 163a,Indian Reserve,"Natural Resources Canada, Earth Sciences Sector, Surveyor General Branch",2015-01-05,-12881595.360889178,8065533.760059058
ZZ-IND-2ec50fd7,Ochapowace I.r. 71-52,Indian Reserve,"Natural Resources Canada, Earth Sciences Sector, Surveyor General Branch",2015-01-05,-11401183.375731189,6519108.599271072
ZZ-IND-2cc70779,Suwannee Lake Indian Reserve,Indian Reserve,"Natural Resources Canada, Earth Sciences Sector, Surveyor General Branch",2015-01-05,-11143477.595962092,7585777.288750858
ZZ-IND-da335b0a,Little Hills I.r. 158,Indian Reserve,"Natural Resources Canada, Earth Sciences Sector, Surveyor General Branch",2015-01-05,-11735736.077526031,7371717.962805665
ZZ-IND-96c62ea3,Norway House 17d-6,Indian Reserve,"Natural Resources Canada, Earth Sciences Sector, Surveyor General Branch",2015-01-05,-10855813.471030656,7225114.409514902
ZZ-IND-d63823f4,Boston Bar 8,Indian Reserve,"Natural Resources Canada, Earth Sciences Sector, Surveyor General Branch",2015-01-05,-13516951.330776203,6420416.131280874
ZZ-IND-5d3b7666,Lake Of The Woods Indian Reserve No. 31c,Indian Reserve,"Natural Resources Canada, Earth Sciences Sector, Surveyor General Branch",2015-01-05,-10552429.57457201,6328751.549667012
ZZ-IND-0e6dd58d,Crab River 18,Indian Reserve,"Natural Resources Canada, Earth Sciences Sector, Surveyor General Branch",2015-01-05,-14334240.154876322,7088755.328826656
ZZ-IND-eb94da84,Tork 7,Indian Reserve,"Natural Resources Canada, Earth Sciences Sector, Surveyor General Branch",2015-01-05,-13907646.642818829,6468311.851599103
ZZ-IND-9daaab10,Aylechootlook 5,Indian Reserve,"Natural Resources Canada, Earth Sciences Sector, Surveyor General Branch",2015-01-05,-13592182.718842922,6295844.518024271
ZZ-IND-428a0c09,Makaoo I.r. 120,Indian Reserve,"Natural Resources Canada, Earth Sciences Sector, Surveyor General Branch",2015-01-05,-12247454.90295211,7109138.076278711
ZZ-IND-293ed208,Siska Flat 5b,Indian Reserve,"Natural Resources Canada, Earth Sciences Sector, Surveyor General Branch",2015-01-05,-13534012.745528745,6473246.57373644
ZZ-IND-2dc8e7f5,Yaladelassla 4,Indian Reserve,"Natural Resources Canada, Earth Sciences Sector, Surveyor General Branch",2015-01-05,-13842034.12066394,7010477.644192648
ZZ-IND-9588b6c2,Coglistiko River 29,Indian Reserve,"Natural Resources Canada, Earth Sciences Sector, Surveyor General Branch",2015-01-05,-13786187.013228249,6981019.807411255
ZZ-IND-5376751a,Sachigo Lake Indian Reserve No. 2,Indian Reserve,"Natural Resources Canada, Earth Sciences Sector, Surveyor General Branch",2015-01-05,-10296235.680558948,7163345.820135458
ZZ-IND-eb70b0f9,Kuldoe 1,Indian Reserve,"Natural Resources Canada, Earth Sciences Sector, Surveyor General Branch",2015-01-05,-14237656.798872292,7531849.088923328
ZZ-IND-b4e6c702,Piapot Cree First Nation I.r. 75h,Indian Reserve,"Natural Resources Canada, Earth Sciences Sector, Surveyor General Branch",2015-01-05,-11669501.96182758,6429550.711819094
ZZ-IND-66c06067,Utikoomak Lake 155b,Indian Reserve,"Natural Resources Canada, Earth Sciences Sector, Surveyor General Branch",2015-01-05,-12868543.218891906,7566325.202520217
ZZ-IND-612ea132,Poundmaker Indian Reserve No. 114-17,Indian Reserve,"Natural Resources Canada, Earth Sciences Sector, Surveyor General Branch",2015-01-05,-12135608.526599195,6949828.607594882
ZZ-IND-8c15dbfd,Fox Lake East 2,Indian Reserve,"Natural Resources Canada, Earth Sciences Sector, Surveyor General Branch",2015-01-05,-10486502.235010007,7659391.0754316645
ZZ-IND-c475d5f5,Birch Portage I.r. 184a,Indian Reserve,"Natural Resources Canada, Earth Sciences Sector, Surveyor General Branch",2015-01-05,-11420935.500863878,7339534.065844605
ZZ-IND-05d4e734,Lukseetsissum 9,Indian Reserve,"Natural Resources Canada, Earth Sciences Sector, Surveyor General Branch",2015-01-05,-13538008.684417102,6334815.246620646
ZZ-IND-1e06b321,Tseatah 2,Indian Reserve,"Natural Resources Canada, Earth Sciences Sector, Surveyor General Branch",2015-01-05,-13554050.267423935,6311941.889857925
ZZ-IND-e3919192,Gesgapegiag,Indian Reserve,"Natural Resources Canada, Earth Sciences Sector, Surveyor General Branch",2015-01-05,-7339158.717725162,6140503.051725779
ZZ-IND-21cef009,Ocean Man Indian Reserve No. 69u,Indian Reserve,"Natural Resources Canada, Earth Sciences Sector, Surveyor General Branch",2015-01-05,-11501691.170756824,6417240.8251031265
ZZ-IND-0fc8f545,Reed River 36a,Indian Reserve,"Natural Resources Canada, Earth Sciences Sector, Surveyor General Branch",2015-01-05,-10609986.458928978,6296452.264988296
ZZ-IND-8354326e,Carry The Kettle Nakoda I.r. 76-7,Indian Reserve,"Natural Resources Canada, Earth Sciences Sector, Surveyor General Branch",2015-01-05,-11992620.177445583,6419358.85082697
ZZ-IND-ddee23c4,Pachapesihk Wasahow Indian Reserve,Indian Reserve,"Natural Resources Canada, Earth Sciences Sector, Surveyor General Branch",2015-01-05,-11203049.856870247,7489453.71359997
ZZ-IND-5bce9653,Lezbye 6,Indian Reserve,"Natural Resources Canada, Earth Sciences Sector, Surveyor General Branch",2015-01-05,-13811616.520310147,6695469.6112618055
ZZ-IND-e4f97936,Sleetsis 6,Indian Reserve,"Natural Resources Canada, Earth Sciences Sector, Surveyor General Branch",2015-01-05,-13513621.48766901,6507348.341270824
ZZ-IND-9f9dac2a,Cross Lake 19x03,Indian Reserve,"Natural Resources Canada, Earth Sciences Sector, Surveyor General Branch",2015-01-05,-10709778.1076296,7405647.053098662
ZZ-IND-54fccee1,Kilchult 3,Indian Reserve,"Natural Resources Canada, Earth Sciences Sector, Surveyor General Branch",2015-01-05,-13565362.444305496,6552722.974054832
ZZ-IND-19445269,Peq-paq 22,Indian Reserve,"Natural Resources Canada, Earth Sciences Sector, Surveyor General Branch",2015-01-05,-13512304.069018075,6553282.750222982
ZZ-IND-cc2c7690,Klaklacum 12,Indian Reserve,"Natural Resources Canada, Earth Sciences Sector, Surveyor General Branch",2015-01-05,-13517895.490292659,6346571.429220003
ZZ-IND-6a5c0628,Ochapowace I.r. 71-6,Indian Reserve,"Natural Resources Canada, Earth Sciences Sector, Surveyor General Branch",2015-01-05,-11376379.660858154,6540976.796234978
ZZ-IND-bee38285,Savey 15,Indian Reserve,"Natural Resources Canada, Earth Sciences Sector, Surveyor General Branch",2015-01-05,-14131656.878589906,6440956.581157667
ZZ-IND-0cd7c235,Carry The Kettle Nakoda I.r. 76-18,Indian Reserve,"Natural Resources Canada, Earth Sciences Sector, Surveyor General Branch",2015-01-05,-11543722.370082196,6549696.730520196
ZZ-IND-e327c9e8,Norway House 17d-2,Indian Reserve,"Natural Resources Canada, Earth Sciences Sector, Surveyor General Branch",2015-01-05,-10884995.432810979,7198859.740267303
ZZ-IND-efc33e04,Chum Creek 2,Indian Reserve,"Natural Resources Canada, Earth Sciences Sector, Surveyor General Branch",2015-01-05,-13312670.205335295,6596823.063587008
ZZ-IND-8c571043,Euchinico Creek 17,Indian Reserve,"Natural Resources Canada, Earth Sciences Sector, Surveyor General Branch",2015-01-05,-13748517.537938243,7022639.252332789
ZZ-IND-49bcc74f,Wuskwi Sipihk 2,Indian Reserve,"Natural Resources Canada, Earth Sciences Sector, Surveyor General Branch",2015-01-05,-11253175.80657241,6888245.20180956
ZZ-IND-0d81b71e,Naykikoulth 13,Indian Reserve,"Natural Resources Canada, Earth Sciences Sector, Surveyor General Branch",2015-01-05,-13494376.503532792,6502121.977797914
ZZ-IND-9f9ee125,Carry The Kettle Nakoda I.r. 76-32,Indian Reserve,"Natural Resources Canada, Earth Sciences Sector, Surveyor General Branch",2015-01-05,-11543710.813651077,6564402.179571575
