main_id,name,indicator,value,year,scenario,geometry
YT-MAIN-ab926389-1,Keno Hill Silver District,Interannual Variability Label,Low - Medium (0.25-0.50),2050,pes,POINT (-135.4833 63.9167)
YT-MAIN-ab926389-1,Keno Hill Silver District,Water Stress Label,Low (<10%),2050,opt,POINT (-135.4833 63.9167)
YT-MAIN-ab926389-1,Keno Hill Silver District,Water Depletion Label,Low (<5%),2050,opt,POINT (-135.4833 63.9167)
YT-MAIN-ab926389-1,Keno Hill Silver District,Interannual Variability Label,Low - Medium (0.25-0.50),2050,opt,POINT (-135.4833 63.9167)
YT-MAIN-ab926389-1,Keno Hill Silver District,Water Stress Label,Low (<10%),2080,bau,POINT (-135.4833 63.9167)
YT-MAIN-ab926389-1,Keno Hill Silver District,Water Depletion Label,Low (<5%),2080,bau,POINT (-135.4833 63.9167)
YT-MAIN-ab926389-1,Keno Hill Silver District,Interannual Variability Label,Low - Medium (0.25-0.50),2080,bau,POINT (-135.4833 63.9167)
YT-MAIN-ab926389-1,Keno Hill Silver District,Water Stress Label,Low (<10%),2080,pes,POINT (-135.4833 63.9167)
YT-MAIN-ab926389-1,Keno Hill Silver District,Water Depletion Label,Low (<5%),2080,pes,POINT (-135.4833 63.9167)
YT-MAIN-ab926389-1,Keno Hill Silver District,Interannual Variability Label,Low - Medium (0.25-0.50),2080,pes,POINT (-135.4833 63.9167)
YT-MAIN-ab926389-1,Keno Hill Silver District,Water Stress Label,Low (<10%),2080,opt,POINT (-135.4833 63.9167)
YT-MAIN-ab926389-1,Keno Hill Silver District,Water Depletion Label,Low (<5%),2080,opt,POINT (-135.4833 63.9167)
YT-MAIN-ab926389-1,Keno Hill Silver District,Interannual Variability Label,Low - Medium (0.25-0.50),2080,opt,POINT (-135.4833 63.9167)
NU-MAIN-15f39d07-1,Amaruq,Water Stress Label,Low (<10%),2020,baseline,POINT (-96.697 65.415)
NU-MAIN-15f39d07-1,Amaruq,Water Depletion Label,Low (<5%),2020,baseline,POINT (-96.697 65.415)
NU-MAIN-15f39d07-1,Amaruq,Interannual Variability Label,Low - Medium (0.25-0.50),2020,baseline,POINT (-96.697 65.415)
NU-MAIN-15f39d07-1,Amaruq,Groundwater Table Decline Label,Insignificant Trend,2020,baseline,POINT (-96.697 65.415)
NU-MAIN-15f39d07-1,Amaruq,Coastal Eutrophication Potential Label,Medium - High (0 to 1),2020,baseline,POINT (-96.697 65.415)
NU-MAIN-15f39d07-1,Amaruq,Water Stress Label,Low (<10%),2030,bau,POINT (-96.697 65.415)
NU-MAIN-15f39d07-1,Amaruq,Water Depletion Label,Low (<5%),2030,bau,POINT (-96.697 65.415)
NU-MAIN-15f39d07-1,Amaruq,Interannual Variability Label,Low - Medium (0.25-0.50),2030,bau,POINT (-96.697 65.415)
NU-MAIN-15f39d07-1,Amaruq,Water Stress Label,Low (<10%),2030,pes,POINT (-96.697 65.415)
NU-MAIN-15f39d07-1,Amaruq,Water Depletion Label,Low (<5%),2030,pes,POINT (-96.697 65.415)
NU-MAIN-15f39d07-1,Amaruq,Interannual Variability Label,Low - Medium (0.25-0.50),2030,pes,POINT (-96.697 65.415)
NU-MAIN-15f39d07-1,Amaruq,Water Stress Label,Low (<10%),2030,opt,POINT (-96.697 65.415)
NU-MAIN-15f39d07-1,Amaruq,Water Depletion Label,Low (<5%),2030,opt,POINT (-96.697 65.415)
NU-MAIN-15f39d07-1,Amaruq,Interannual Variability Label,Low - Medium (0.25-0.50),2030,opt,POINT (-96.697 65.415)
NU-MAIN-15f39d07-1,Amaruq,Water Stress Label,Low (<10%),2050,bau,POINT (-96.697 65.415)
NU-MAIN-15f39d07-1,Amaruq,Water Depletion Label,Low (<5%),2050,bau,POINT (-96.697 65.415)
NU-MAIN-15f39d07-1,Amaruq,Interannual Variability Label,Low - Medium (0.25-0.50),2050,bau,POINT (-96.697 65.415)
NU-MAIN-15f39d07-1,Amaruq,Water Stress Label,Low (<10%),2050,pes,POINT (-96.697 65.415)
NU-MAIN-15f39d07-1,Amaruq,Water Depletion Label,Low (<5%),2050,pes,POINT (-96.697 65.415)
NU-MAIN-15f39d07-1,Amaruq,Interannual Variability Label,Low - Medium (0.25-0.50),2050,pes,POINT (-96.697 65.415)
NU-MAIN-15f39d07-1,Amaruq,Water Stress Label,Low (<10%),2050,opt,POINT (-96.697 65.415)
NU-MAIN-15f39d07-1,Amaruq,Water Depletion Label,Low (<5%),2050,opt,POINT (-96.697 65.415)
NU-MAIN-15f39d07-1,Amaruq,Interannual Variability Label,Low - Medium (0.25-0.50),2050,opt,POINT (-96.697 65.415)
NU-MAIN-15f39d07-1,Amaruq,Water Stress Label,Low (<10%),2080,bau,POINT (-96.697 65.415)
NU-MAIN-15f39d07-1,Amaruq,Water Depletion Label,Low (<5%),2080,bau,POINT (-96.697 65.415)
NU-MAIN-15f39d07-1,Amaruq,Interannual Variability Label,Low - Medium (0.25-0.50),2080,bau,POINT (-96.697 65.415)
NU-MAIN-15f39d07-1,Amaruq,Water Stress Label,Low (<10%),2080,pes,POINT (-96.697 65.415)
NU-MAIN-15f39d07-1,Amaruq,Water Depletion Label,Low (<5%),2080,pes,POINT (-96.697 65.415)
NU-MAIN-15f39d07-1,Amaruq,Interannual Variability Label,Low - Medium (0.25-0.50),2080,pes,POINT (-96.697 65.415)
NU-MAIN-15f39d07-1,Amaruq,Water Stress Label,Low (<10%),2080,opt,POINT (-96.697 65.415)
NU-MAIN-15f39d07-1,Amaruq,Water Depletion Label,Low (<5%),2080,opt,POINT (-96.697 65.415)
NU-MAIN-15f39d07-1,Amaruq,Interannual Variability Label,Low - Medium (0.25-0.50),2080,opt,POINT (-96.697 65.415)
ON-MAIN-87c0220c-1,Detour Lake,Water Stress Label,Low (<10%),2020,baseline,POINT (-79.717631 50.018143)
ON-MAIN-87c0220c-1,Detour Lake,Water Depletion Label,Low (<5%),2020,baseline,POINT (-79.717631 50.018143)
ON-MAIN-87c0220c-1,Detour Lake,Interannual Variability Label,Low - Medium (0.25-0.50),2020,baseline,POINT (-79.717631 50.018143)
ON-MAIN-87c0220c-1,Detour Lake,Groundwater Table Decline Label,Insignificant Trend,2020,baseline,POINT (-79.717631 50.018143)
ON-MAIN-87c0220c-1,Detour Lake,Coastal Eutrophication Potential Label,Low (<-5),2020,baseline,POINT (-79.717631 50.018143)
ON-MAIN-87c0220c-1,Detour Lake,Water Stress Label,Low (<10%),2030,bau,POINT (-79.717631 50.018143)
ON-MAIN-87c0220c-1,Detour Lake,Water Depletion Label,Low (<5%),2030,bau,POINT (-79.717631 50.018143)
ON-MAIN-87c0220c-1,Detour Lake,Interannual Variability Label,Low - Medium (0.25-0.50),2030,bau,POINT (-79.717631 50.018143)
ON-MAIN-87c0220c-1,Detour Lake,Water Stress Label,Low (<10%),2030,pes,POINT (-79.717631 50.018143)
ON-MAIN-87c0220c-1,Detour Lake,Water Depletion Label,Low (<5%),2030,pes,POINT (-79.717631 50.018143)
ON-MAIN-87c0220c-1,Detour Lake,Interannual Variability Label,Low - Medium (0.25-0.50),2030,pes,POINT (-79.717631 50.018143)
ON-MAIN-87c0220c-1,Detour Lake,Water Stress Label,Low (<10%),2030,opt,POINT (-79.717631 50.018143)
ON-MAIN-87c0220c-1,Detour Lake,Water Depletion Label,Low (<5%),2030,opt,POINT (-79.717631 50.018143)
ON-MAIN-87c0220c-1,Detour Lake,Interannual Variability Label,Low - Medium (0.25-0.50),2030,opt,POINT (-79.717631 50.018143)
ON-MAIN-87c0220c-1,Detour Lake,Water Stress Label,Low (<10%),2050,bau,POINT (-79.717631 50.018143)
ON-MAIN-87c0220c-1,Detour Lake,Water Depletion Label,Low (<5%),2050,bau,POINT (-79.717631 50.018143)
ON-MAIN-87c0220c-1,Detour Lake,Interannual Variability Label,Low - Medium (0.25-0.50),2050,bau,POINT (-79.717631 50.018143)
ON-MAIN-87c0220c-1,Detour Lake,Water Stress Label,Low (<10%),2050,pes,POINT (-79.717631 50.018143)
ON-MAIN-87c0220c-1,Detour Lake,Water Depletion Label,Low (<5%),2050,pes,POINT (-79.717631 50.018143)
ON-MAIN-87c0220c-1,Detour Lake,Interannual Variability Label,Low - Medium (0.25-0.50),2050,pes,POINT (-79.717631 50.018143)
ON-MAIN-87c0220c-1,Detour Lake,Water Stress Label,Low (<10%),2050,opt,POINT (-79.717631 50.018143)
ON-MAIN-87c0220c-1,Detour Lake,Water Depletion Label,Low (<5%),2050,opt,POINT (-79.717631 50.018143)
ON-MAIN-87c0220c-1,Detour Lake,Interannual Variability Label,Low - Medium (0.25-0.50),2050,opt,POINT (-79.717631 50.018143)
ON-MAIN-87c0220c-1,Detour Lake,Water Stress Label,Low (<10%),2080,bau,POINT (-79.717631 50.018143)
ON-MAIN-87c0220c-1,Detour Lake,Water Depletion Label,Low (<5%),2080,bau,POINT (-79.717631 50.018143)
ON-MAIN-87c0220c-1,Detour Lake,Interannual Variability Label,Low - Medium (0.25-0.50),2080,bau,POINT (-79.717631 50.018143)
ON-MAIN-87c0220c-1,Detour Lake,Water Stress Label,Low (<10%),2080,pes,POINT (-79.717631 50.018143)
ON-MAIN-87c0220c-1,Detour Lake,Water Depletion Label,Low (<5%),2080,pes,POINT (-79.717631 50.018143)
ON-MAIN-87c0220c-1,Detour Lake,Interannual Variability Label,Low - Medium (0.25-0.50),2080,pes,POINT (-79.717631 50.018143)
ON-MAIN-87c0220c-1,Detour Lake,Water Stress Label,Low (<10%),2080,opt,POINT (-79.717631 50.018143)
ON-MAIN-87c0220c-1,Detour Lake,Water Depletion Label,Low (<5%),2080,opt,POINT (-79.717631 50.018143)
ON-MAIN-87c0220c-1,Detour Lake,Interannual Variability Label,Low - Medium (0.25-0.50),2080,opt,POINT (-79.717631 50.018143)
NU-MAIN-22b6a486-1,Meadowbank,Water Stress Label,Low (<10%),2020,baseline,POINT (-96.071313 65.0199956)
NU-MAIN-22b6a486-1,Meadowbank,Water Depletion Label,Low (<5%),2020,baseline,POINT (-96.071313 65.0199956)
NU-MAIN-22b6a486-1,Meadowbank,Interannual Variability Label,Low - Medium (0.25-0.50),2020,baseline,POINT (-96.071313 65.0199956)
NU-MAIN-22b6a486-1,Meadowbank,Groundwater Table Decline Label,Insignificant Trend,2020,baseline,POINT (-96.071313 65.0199956)
NU-MAIN-22b6a486-1,Meadowbank,Coastal Eutrophication Potential Label,Medium - High (0 to 1),2020,baseline,POINT (-96.071313 65.0199956)
NU-MAIN-22b6a486-1,Meadowbank,Water Stress Label,Low (<10%),2030,bau,POINT (-96.071313 65.0199956)
NU-MAIN-22b6a486-1,Meadowbank,Water Depletion Label,Low (<5%),2030,bau,POINT (-96.071313 65.0199956)
NU-MAIN-22b6a486-1,Meadowbank,Interannual Variability Label,Low - Medium (0.25-0.50),2030,bau,POINT (-96.071313 65.0199956)
NU-MAIN-22b6a486-1,Meadowbank,Water Stress Label,Low (<10%),2030,pes,POINT (-96.071313 65.0199956)
NU-MAIN-22b6a486-1,Meadowbank,Water Depletion Label,Low (<5%),2030,pes,POINT (-96.071313 65.0199956)
NU-MAIN-22b6a486-1,Meadowbank,Interannual Variability Label,Low - Medium (0.25-0.50),2030,pes,POINT (-96.071313 65.0199956)
NU-MAIN-22b6a486-1,Meadowbank,Water Stress Label,Low (<10%),2030,opt,POINT (-96.071313 65.0199956)
NU-MAIN-22b6a486-1,Meadowbank,Water Depletion Label,Low (<5%),2030,opt,POINT (-96.071313 65.0199956)
NU-MAIN-22b6a486-1,Meadowbank,Interannual Variability Label,Low - Medium (0.25-0.50),2030,opt,POINT (-96.071313 65.0199956)
NU-MAIN-22b6a486-1,Meadowbank,Water Stress Label,Low (<10%),2050,bau,POINT (-96.071313 65.0199956)
NU-MAIN-22b6a486-1,Meadowbank,Water Depletion Label,Low (<5%),2050,bau,POINT (-96.071313 65.0199956)
NU-MAIN-22b6a486-1,Meadowbank,Interannual Variability Label,Low - Medium (0.25-0.50),2050,bau,POINT (-96.071313 65.0199956)
NU-MAIN-22b6a486-1,Meadowbank,Water Stress Label,Low (<10%),2050,pes,POINT (-96.071313 65.0199956)
NU-MAIN-22b6a486-1,Meadowbank,Water Depletion Label,Low (<5%),2050,pes,POINT (-96.071313 65.0199956)
NU-MAIN-22b6a486-1,Meadowbank,Interannual Variability Label,Low - Medium (0.25-0.50),2050,pes,POINT (-96.071313 65.0199956)
NU-MAIN-22b6a486-1,Meadowbank,Water Stress Label,Low (<10%),2050,opt,POINT (-96.071313 65.0199956)
NU-MAIN-22b6a486-1,Meadowbank,Water Depletion Label,Low (<5%),2050,opt,POINT (-96.071313 65.0199956)
NU-MAIN-22b6a486-1,Meadowbank,Interannual Variability Label,Low - Medium (0.25-0.50),2050,opt,POINT (-96.071313 65.0199956)
NU-MAIN-22b6a486-1,Meadowbank,Water Stress Label,Low (<10%),2080,bau,POINT (-96.071313 65.0199956)
NU-MAIN-22b6a486-1,Meadowbank,Water Depletion Label,Low (<5%),2080,bau,POINT (-96.071313 65.0199956)
NU-MAIN-22b6a486-1,Meadowbank,Interannual Variability Label,Low - Medium (0.25-0.50),2080,bau,POINT (-96.071313 65.0199956)
NU-MAIN-22b6a486-1,Meadowbank,Water Stress Label,Low (<10%),2080,pes,POINT (-96.071313 65.0199956)
NU-MAIN-22b6a486-1,Meadowbank,Water Depletion Label,Low (<5%),2080,pes,POINT (-96.071313 65.0199956)
NU-MAIN-22b6a486-1,Meadowbank,Interannual Variability Label,Low - Medium (0.25-0.50),2080,pes,POINT (-96.071313 65.0199956)
NU-MAIN-22b6a486-1,Meadowbank,Water Stress Label,Low (<10%),2080,opt,POINT (-96.071313 65.0199956)
NU-MAIN-22b6a486-1,Meadowbank,Water Depletion Label,Low (<5%),2080,opt,POINT (-96.071313 65.0199956)
NU-MAIN-22b6a486-1,Meadowbank,Interannual Variability Label,Low - Medium (0.25-0.50),2080,opt,POINT (-96.071313 65.0199956)
NU-MAIN-b9901c24-1,Meliadine,Water Stress Label,Low (<10%),2020,baseline,POINT (-92.220206 63.031529)
NU-MAIN-b9901c24-1,Meliadine,Water Depletion Label,Low (<5%),2020,baseline,POINT (-92.220206 63.031529)
NU-MAIN-b9901c24-1,Meliadine,Interannual Variability Label,Low - Medium (0.25-0.50),2020,baseline,POINT (-92.220206 63.031529)
NU-MAIN-b9901c24-1,Meliadine,Groundwater Table Decline Label,Insignificant Trend,2020,baseline,POINT (-92.220206 63.031529)
NU-MAIN-b9901c24-1,Meliadine,Coastal Eutrophication Potential Label,Medium - High (0 to 1),2020,baseline,POINT (-92.220206 63.031529)
NU-MAIN-b9901c24-1,Meliadine,Water Stress Label,Low (<10%),2030,bau,POINT (-92.220206 63.031529)
NU-MAIN-b9901c24-1,Meliadine,Water Depletion Label,Low (<5%),2030,bau,POINT (-92.220206 63.031529)
NU-MAIN-b9901c24-1,Meliadine,Interannual Variability Label,Low - Medium (0.25-0.50),2030,bau,POINT (-92.220206 63.031529)
NU-MAIN-b9901c24-1,Meliadine,Water Stress Label,Low (<10%),2030,pes,POINT (-92.220206 63.031529)
NU-MAIN-b9901c24-1,Meliadine,Water Depletion Label,Low (<5%),2030,pes,POINT (-92.220206 63.031529)
NU-MAIN-b9901c24-1,Meliadine,Interannual Variability Label,Low - Medium (0.25-0.50),2030,pes,POINT (-92.220206 63.031529)
NU-MAIN-b9901c24-1,Meliadine,Water Stress Label,Low (<10%),2030,opt,POINT (-92.220206 63.031529)
NU-MAIN-b9901c24-1,Meliadine,Water Depletion Label,Low (<5%),2030,opt,POINT (-92.220206 63.031529)
NU-MAIN-b9901c24-1,Meliadine,Interannual Variability Label,Low - Medium (0.25-0.50),2030,opt,POINT (-92.220206 63.031529)
NU-MAIN-b9901c24-1,Meliadine,Water Stress Label,Low (<10%),2050,bau,POINT (-92.220206 63.031529)
NU-MAIN-b9901c24-1,Meliadine,Water Depletion Label,Low (<5%),2050,bau,POINT (-92.220206 63.031529)
NU-MAIN-b9901c24-1,Meliadine,Interannual Variability Label,Low - Medium (0.25-0.50),2050,bau,POINT (-92.220206 63.031529)
NU-MAIN-b9901c24-1,Meliadine,Water Stress Label,Low (<10%),2050,pes,POINT (-92.220206 63.031529)
NU-MAIN-b9901c24-1,Meliadine,Water Depletion Label,Low (<5%),2050,pes,POINT (-92.220206 63.031529)
NU-MAIN-b9901c24-1,Meliadine,Interannual Variability Label,Medium - High (0.50-0.75),2050,pes,POINT (-92.220206 63.031529)
NU-MAIN-b9901c24-1,Meliadine,Water Stress Label,Low (<10%),2050,opt,POINT (-92.220206 63.031529)
NU-MAIN-b9901c24-1,Meliadine,Water Depletion Label,Low (<5%),2050,opt,POINT (-92.220206 63.031529)
NU-MAIN-b9901c24-1,Meliadine,Interannual Variability Label,Low - Medium (0.25-0.50),2050,opt,POINT (-92.220206 63.031529)
NU-MAIN-b9901c24-1,Meliadine,Water Stress Label,Low (<10%),2080,bau,POINT (-92.220206 63.031529)
NU-MAIN-b9901c24-1,Meliadine,Water Depletion Label,Low (<5%),2080,bau,POINT (-92.220206 63.031529)
NU-MAIN-b9901c24-1,Meliadine,Interannual Variability Label,Low - Medium (0.25-0.50),2080,bau,POINT (-92.220206 63.031529)
NU-MAIN-b9901c24-1,Meliadine,Water Stress Label,Low (<10%),2080,pes,POINT (-92.220206 63.031529)
NU-MAIN-b9901c24-1,Meliadine,Water Depletion Label,Low (<5%),2080,pes,POINT (-92.220206 63.031529)
NU-MAIN-b9901c24-1,Meliadine,Interannual Variability Label,Low - Medium (0.25-0.50),2080,pes,POINT (-92.220206 63.031529)
NU-MAIN-b9901c24-1,Meliadine,Water Stress Label,Low (<10%),2080,opt,POINT (-92.220206 63.031529)
NU-MAIN-b9901c24-1,Meliadine,Water Depletion Label,Low (<5%),2080,opt,POINT (-92.220206 63.031529)
NU-MAIN-b9901c24-1,Meliadine,Interannual Variability Label,Low - Medium (0.25-0.50),2080,opt,POINT (-92.220206 63.031529)
ON-MAIN-042d0b12-1,Island,Water Stress Label,Low (<10%),2020,baseline,POINT (-84.449604 48.285667)
ON-MAIN-042d0b12-1,Island,Water Depletion Label,Low (<5%),2020,baseline,POINT (-84.449604 48.285667)
ON-MAIN-042d0b12-1,Island,Interannual Variability Label,Low - Medium (0.25-0.50),2020,baseline,POINT (-84.449604 48.285667)
ON-MAIN-042d0b12-1,Island,Groundwater Table Decline Label,Insignificant Trend,2020,baseline,POINT (-84.449604 48.285667)
ON-MAIN-042d0b12-1,Island,Coastal Eutrophication Potential Label,Medium - High (0 to 1),2020,baseline,POINT (-84.449604 48.285667)
ON-MAIN-042d0b12-1,Island,Water Stress Label,Low (<10%),2030,bau,POINT (-84.449604 48.285667)
ON-MAIN-042d0b12-1,Island,Water Depletion Label,Low (<5%),2030,bau,POINT (-84.449604 48.285667)
ON-MAIN-042d0b12-1,Island,Interannual Variability Label,Medium - High (0.50-0.75),2030,bau,POINT (-84.449604 48.285667)
ON-MAIN-042d0b12-1,Island,Water Stress Label,Low (<10%),2030,pes,POINT (-84.449604 48.285667)
ON-MAIN-042d0b12-1,Island,Water Depletion Label,Low (<5%),2030,pes,POINT (-84.449604 48.285667)
ON-MAIN-042d0b12-1,Island,Interannual Variability Label,Medium - High (0.50-0.75),2030,pes,POINT (-84.449604 48.285667)
ON-MAIN-042d0b12-1,Island,Water Stress Label,Low (<10%),2030,opt,POINT (-84.449604 48.285667)
ON-MAIN-042d0b12-1,Island,Water Depletion Label,Low (<5%),2030,opt,POINT (-84.449604 48.285667)
ON-MAIN-042d0b12-1,Island,Interannual Variability Label,Medium - High (0.50-0.75),2030,opt,POINT (-84.449604 48.285667)
ON-MAIN-042d0b12-1,Island,Water Stress Label,Low (<10%),2050,bau,POINT (-84.449604 48.285667)
ON-MAIN-042d0b12-1,Island,Water Depletion Label,Low (<5%),2050,bau,POINT (-84.449604 48.285667)
ON-MAIN-042d0b12-1,Island,Interannual Variability Label,Medium - High (0.50-0.75),2050,bau,POINT (-84.449604 48.285667)
ON-MAIN-042d0b12-1,Island,Water Stress Label,Low (<10%),2050,pes,POINT (-84.449604 48.285667)
ON-MAIN-042d0b12-1,Island,Water Depletion Label,Low (<5%),2050,pes,POINT (-84.449604 48.285667)
ON-MAIN-042d0b12-1,Island,Interannual Variability Label,Low - Medium (0.25-0.50),2050,pes,POINT (-84.449604 48.285667)
ON-MAIN-042d0b12-1,Island,Water Stress Label,Low (<10%),2050,opt,POINT (-84.449604 48.285667)
ON-MAIN-042d0b12-1,Island,Water Depletion Label,Low (<5%),2050,opt,POINT (-84.449604 48.285667)
ON-MAIN-042d0b12-1,Island,Interannual Variability Label,Medium - High (0.50-0.75),2050,opt,POINT (-84.449604 48.285667)
ON-MAIN-042d0b12-1,Island,Water Stress Label,Low (<10%),2080,bau,POINT (-84.449604 48.285667)
ON-MAIN-042d0b12-1,Island,Water Depletion Label,Low (<5%),2080,bau,POINT (-84.449604 48.285667)
ON-MAIN-042d0b12-1,Island,Interannual Variability Label,Medium - High (0.50-0.75),2080,bau,POINT (-84.449604 48.285667)
ON-MAIN-042d0b12-1,Island,Water Stress Label,Low (<10%),2080,pes,POINT (-84.449604 48.285667)
ON-MAIN-042d0b12-1,Island,Water Depletion Label,Low (<5%),2080,pes,POINT (-84.449604 48.285667)
ON-MAIN-042d0b12-1,Island,Interannual Variability Label,Medium - High (0.50-0.75),2080,pes,POINT (-84.449604 48.285667)
ON-MAIN-042d0b12-1,Island,Water Stress Label,Low (<10%),2080,opt,POINT (-84.449604 48.285667)
ON-MAIN-042d0b12-1,Island,Water Depletion Label,Low (<5%),2080,opt,POINT (-84.449604 48.285667)
ON-MAIN-042d0b12-1,Island,Interannual Variability Label,Medium - High (0.50-0.75),2080,opt,POINT (-84.449604 48.285667)
ON-MAIN-ca1b538d-1,Young-Davidson,Water Stress Label,Low (<10%),2020,baseline,POINT (-80.67444 47.94667)
ON-MAIN-ca1b538d-1,Young-Davidson,Water Depletion Label,Low (<5%),2020,baseline,POINT (-80.67444 47.94667)
ON-MAIN-ca1b538d-1,Young-Davidson,Interannual Variability Label,Low (<0.25),2020,baseline,POINT (-80.67444 47.94667)
ON-MAIN-ca1b538d-1,Young-Davidson,Groundwater Table Decline Label,Insignificant Trend,2020,baseline,POINT (-80.67444 47.94667)
ON-MAIN-ca1b538d-1,Young-Davidson,Coastal Eutrophication Potential Label,Low - Medium (-5 to 0),2020,baseline,POINT (-80.67444 47.94667)
ON-MAIN-ca1b538d-1,Young-Davidson,Water Stress Label,Low (<10%),2030,bau,POINT (-80.67444 47.94667)
ON-MAIN-ca1b538d-1,Young-Davidson,Water Depletion Label,Low (<5%),2030,bau,POINT (-80.67444 47.94667)
ON-MAIN-ca1b538d-1,Young-Davidson,Interannual Variability Label,Low (<0.25),2030,bau,POINT (-80.67444 47.94667)
ON-MAIN-ca1b538d-1,Young-Davidson,Water Stress Label,Low (<10%),2030,pes,POINT (-80.67444 47.94667)
ON-MAIN-ca1b538d-1,Young-Davidson,Water Depletion Label,Low (<5%),2030,pes,POINT (-80.67444 47.94667)
ON-MAIN-ca1b538d-1,Young-Davidson,Interannual Variability Label,Low - Medium (0.25-0.50),2030,pes,POINT (-80.67444 47.94667)
ON-MAIN-ca1b538d-1,Young-Davidson,Water Stress Label,Low (<10%),2030,opt,POINT (-80.67444 47.94667)
ON-MAIN-ca1b538d-1,Young-Davidson,Water Depletion Label,Low (<5%),2030,opt,POINT (-80.67444 47.94667)
ON-MAIN-ca1b538d-1,Young-Davidson,Interannual Variability Label,Low (<0.25),2030,opt,POINT (-80.67444 47.94667)
ON-MAIN-ca1b538d-1,Young-Davidson,Water Stress Label,Low (<10%),2050,bau,POINT (-80.67444 47.94667)
ON-MAIN-ca1b538d-1,Young-Davidson,Water Depletion Label,Low (<5%),2050,bau,POINT (-80.67444 47.94667)
ON-MAIN-ca1b538d-1,Young-Davidson,Interannual Variability Label,Low (<0.25),2050,bau,POINT (-80.67444 47.94667)
ON-MAIN-ca1b538d-1,Young-Davidson,Water Stress Label,Low (<10%),2050,pes,POINT (-80.67444 47.94667)
ON-MAIN-ca1b538d-1,Young-Davidson,Water Depletion Label,Low (<5%),2050,pes,POINT (-80.67444 47.94667)
ON-MAIN-ca1b538d-1,Young-Davidson,Interannual Variability Label,Low (<0.25),2050,pes,POINT (-80.67444 47.94667)
ON-MAIN-ca1b538d-1,Young-Davidson,Water Stress Label,Low (<10%),2050,opt,POINT (-80.67444 47.94667)
ON-MAIN-ca1b538d-1,Young-Davidson,Water Depletion Label,Low (<5%),2050,opt,POINT (-80.67444 47.94667)
ON-MAIN-ca1b538d-1,Young-Davidson,Interannual Variability Label,Low (<0.25),2050,opt,POINT (-80.67444 47.94667)
ON-MAIN-ca1b538d-1,Young-Davidson,Water Stress Label,Low (<10%),2080,bau,POINT (-80.67444 47.94667)
ON-MAIN-ca1b538d-1,Young-Davidson,Water Depletion Label,Low (<5%),2080,bau,POINT (-80.67444 47.94667)
ON-MAIN-ca1b538d-1,Young-Davidson,Interannual Variability Label,Low - Medium (0.25-0.50),2080,bau,POINT (-80.67444 47.94667)
ON-MAIN-ca1b538d-1,Young-Davidson,Water Stress Label,Low (<10%),2080,pes,POINT (-80.67444 47.94667)
