npv_id,main_id,name,latitude,longitude,biome_type,geometry
QC-MAIN-77228f68,QC-MAIN-77228f68,Langlois,49.24564,-76.67358,Cool Mixed Forest,POINT (-76.67358 49.24564)
NS-MAIN-12854e96,NS-MAIN-12854e96,Scotia,45.03248,-63.34479,Cool Mixed Forest,POINT (-63.34479 45.03248)
BC-MAIN-891d3cb5,BC-MAIN-891d3cb5,Akie,57.38088,-124.86599,Cold Evergreen Needleleaf Forest,POINT (-124.86599 57.38088)
YT-MAIN-ca488f19,YT-MAIN-ca488f19,Macmillan Pass,63.16057,-130.15143,Low and High Shrub Tundra,POINT (-130.15143 63.16057)
NB-MAIN-0c5b40d8,NB-MAIN-0c5b40d8,Nash Creek,47.88939,-66.09771,Cool Mixed Forest,POINT (-66.09771 47.88939)
NT-MAIN-b3681e03,NT-MAIN-b3681e03,Prairie Creek,61.55713,-124.79938,Cold Evergreen Needleleaf Forest,POINT (-124.79938 61.55713)
NB-MAIN-686879f7,NB-MAIN-686879f7,Caribou,47.56418,-66.29013,Cool Mixed Forest,POINT (-66.29013 47.56418)
NB-MAIN-ba6ac768,NB-MAIN-ba6ac768,Halfmile,47.30317,-66.3225,Cool Mixed Forest,POINT (-66.3225 47.30317)
NB-MAIN-8e04eb21,NB-MAIN-8e04eb21,Murray Brook,47.52528,-66.43167,Cool Mixed Forest,POINT (-66.43167 47.52528)
NB-MAIN-1041e3d3,NB-MAIN-1041e3d3,Stratmat,47.30417,-66.3125,Cool Mixed Forest,POINT (-66.3125 47.30417)
QC-MAIN-5801b453,QC-MAIN-5801b453,Abcourt-Barvue,48.52154,-77.67901,,POINT (-77.67901 48.52154)
QC-MAIN-715d4318,QC-MAIN-715d4318,Horizon,45.57462,-73.450825,Cool Mixed Forest,POINT (-73.450825 45.57462)
