wpda_id,NAME,DESIG,OWN_TYPE,MANG_AUTH,STATUS_YR,longitude,latitude
QC-WPDA-2a61ba82,Baie Mclaurin Secteur des Méandres Water Fowl Gathering Area,Habitat faunique : Aire de concentration d'oiseaux aquatiques,State,"Ministère de l'Environnement, de la Lutte contre les changements climatiques, de la Faune et des Parcs, Direction de la conservation des habitats",2005,-75.5653519505365,45.487130231770834
QC-WPDA-49c0e0e1,Baie de Breckenridge (Est) Water Fowl Gathering Area,Habitat faunique : Aire de concentration d'oiseaux aquatiques,State,"Ministère de l'Environnement, de la Lutte contre les changements climatiques, de la Faune et des Parcs, Direction de la conservation des habitats",2005,-75.95663704199995,45.47196665433338
ZZ-WPDA-c94fb03e,Côte du Sentier Water Fowl Gathering Area,Habitat faunique : Aire de concentration d'oiseaux aquatiques,State,"Ministère de l'Environnement, de la Lutte contre les changements climatiques, de la Faune et des Parcs, Direction de la conservation des habitats",2005,-68.74409008499997,48.89109537000004
QC-WPDA-db4eb2c1,Chenal du Grand Calumet Water Fowl Gathering Area,Habitat faunique : Aire de concentration d'oiseaux aquatiques,State,"Ministère de l'Environnement, de la Lutte contre les changements climatiques, de la Faune et des Parcs, Direction de la conservation des habitats",2000,-76.6891081145396,45.80741320649581
QC-WPDA-1832e5f6,Montebello (section 3 km E.) Water Fowl Gathering Area,Habitat faunique : Aire de concentration d'oiseaux aquatiques,State,"Ministère de l'Environnement, de la Lutte contre les changements climatiques, de la Faune et des Parcs, Direction de la conservation des habitats",2003,-74.90759702666664,45.64676623166671
ZZ-WPDA-52793077,Cap à l'Orignal Water Fowl Gathering Area,Habitat faunique : Aire de concentration d'oiseaux aquatiques,State,"Ministère de l'Environnement, de la Lutte contre les changements climatiques, de la Faune et des Parcs, Direction de la conservation des habitats",2005,-68.79952158666663,48.37218756000004
QC-WPDA-c0b4322b,Marais aux Grenouillettes (section du) Water Fowl Gathering Area,Habitat faunique : Aire de concentration d'oiseaux aquatiques,State,"Ministère de l'Environnement, de la Lutte contre les changements climatiques, de la Faune et des Parcs, Direction de la conservation des habitats",2005,-75.51313765008574,45.5100776653243
QC-WPDA-54be8014,Marais Mclaurin (section du) Water Fowl Gathering Area,Habitat faunique : Aire de concentration d'oiseaux aquatiques,State,"Ministère de l'Environnement, de la Lutte contre les changements climatiques, de la Faune et des Parcs, Direction de la conservation des habitats",2005,-75.56424953366663,45.49494501233338
ZZ-WPDA-c0692709,lac Saint-Louis (Dorval) Water Fowl Gathering Area,Habitat faunique : Aire de concentration d'oiseaux aquatiques,State,"Ministère de l'Environnement, de la Lutte contre les changements climatiques, de la Faune et des Parcs, Direction de la conservation des habitats",2005,-73.73651311765097,45.431986657572466
QC-WPDA-af356c7e,Baie de Lochaber (section O. de la) Water Fowl Gathering Area,Habitat faunique : Aire de concentration d'oiseaux aquatiques,State,"Ministère de l'Environnement, de la Lutte contre les changements climatiques, de la Faune et des Parcs, Direction de la conservation des habitats",2005,-75.3872548308712,45.53615684504816
ZZ-WPDA-f2070bdd,Banc Saint-Joseph Water Fowl Gathering Area,Habitat faunique : Aire de concentration d'oiseaux aquatiques,State,"Ministère de l'Environnement, de la Lutte contre les changements climatiques, de la Faune et des Parcs, Direction de la conservation des habitats",2005,-70.3980054263333,47.439757645666724
QC-WPDA-e69eaf98,Lac Bayard Water Fowl Gathering Area,Habitat faunique : Aire de concentration d'oiseaux aquatiques,State,"Ministère de l'Environnement, de la Lutte contre les changements climatiques, de la Faune et des Parcs, Direction de la conservation des habitats",2005,-79.32889459366662,48.48948687900006
ZZ-WPDA-2f73990f,Gros Cacouna Nord Water Fowl Gathering Area,Habitat faunique : Aire de concentration d'oiseaux aquatiques,State,"Ministère de l'Environnement, de la Lutte contre les changements climatiques, de la Faune et des Parcs, Direction de la conservation des habitats",2005,-69.51796209999998,47.94596017900006
ZZ-WPDA-6e4e588f,Pointe aux Orignaux Water Fowl Gathering Area,Habitat faunique : Aire de concentration d'oiseaux aquatiques,State,"Ministère de l'Environnement, de la Lutte contre les changements climatiques, de la Faune et des Parcs, Direction de la conservation des habitats",2000,-70.04235571433331,47.474604125666716
ZZ-WPDA-4fa0ab15,Anse de l'Île aux Grues Water Fowl Gathering Area,Habitat faunique : Aire de concentration d'oiseaux aquatiques,State,"Ministère de l'Environnement, de la Lutte contre les changements climatiques, de la Faune et des Parcs, Direction de la conservation des habitats",2005,-70.5480916903333,47.07848040166673
QC-WPDA-03ce6a19,Lac des Quinze Water Fowl Gathering Area,Habitat faunique : Aire de concentration d'oiseaux aquatiques,State,"Ministère de l'Environnement, de la Lutte contre les changements climatiques, de la Faune et des Parcs, Direction de la conservation des habitats",2005,-79.19588420466664,47.68172644133339
QC-WPDA-1bacc956,rivière Maine Water Fowl Gathering Area,Habitat faunique : Aire de concentration d'oiseaux aquatiques,State,"Ministère de l'Environnement, de la Lutte contre les changements climatiques, de la Faune et des Parcs, Direction de la conservation des habitats",2005,-79.37885280399995,48.716024153333386
ZZ-WPDA-d89b9b84,Le Marais de la Côte Water Fowl Gathering Area,Habitat faunique : Aire de concentration d'oiseaux aquatiques,State,"Ministère de l'Environnement, de la Lutte contre les changements climatiques, de la Faune et des Parcs, Direction de la conservation des habitats",2005,-68.69725390599996,48.8979056846667
ZZ-WPDA-a8c2da02,Trois-Pistoles Water Fowl Gathering Area,Habitat faunique : Aire de concentration d'oiseaux aquatiques,State,"Ministère de l'Environnement, de la Lutte contre les changements climatiques, de la Faune et des Parcs, Direction de la conservation des habitats",2005,-69.20927177366663,48.134059852333394
ZZ-WPDA-751204aa,Kamouraska Water Fowl Gathering Area,Habitat faunique : Aire de concentration d'oiseaux aquatiques,State,"Ministère de l'Environnement, de la Lutte contre les changements climatiques, de la Faune et des Parcs, Direction de la conservation des habitats",2005,-69.89288269133328,47.56201768300006
ZZ-WPDA-23860850,rivière Fouquette Water Fowl Gathering Area,Habitat faunique : Aire de concentration d'oiseaux aquatiques,State,"Ministère de l'Environnement, de la Lutte contre les changements climatiques, de la Faune et des Parcs, Direction de la conservation des habitats",2005,-69.74028243333329,47.69187783866674
ZZ-WPDA-19f6a487,Île Dumais Water Fowl Gathering Area,Habitat faunique : Aire de concentration d'oiseaux aquatiques,State,"Ministère de l'Environnement, de la Lutte contre les changements climatiques, de la Faune et des Parcs, Direction de la conservation des habitats",2005,-69.83420245999997,47.623659113333396
ZZ-WPDA-b8dadc2e,Pointe Rivière-du-Loup Water Fowl Gathering Area,Habitat faunique : Aire de concentration d'oiseaux aquatiques,State,"Ministère de l'Environnement, de la Lutte contre les changements climatiques, de la Faune et des Parcs, Direction de la conservation des habitats",2005,-69.5714929203333,47.8543703523334
QC-WPDA-ccc1b704,Breckenridge Water Fowl Gathering Area,Habitat faunique : Aire de concentration d'oiseaux aquatiques,State,"Ministère de l'Environnement, de la Lutte contre les changements climatiques, de la Faune et des Parcs, Direction de la conservation des habitats",2005,-75.94002195966664,45.451013972000055
ZZ-WPDA-b1f3aad1,Île Sainte-Marguerite Nord Water Fowl Gathering Area,Habitat faunique : Aire de concentration d'oiseaux aquatiques,State,"Ministère de l'Environnement, de la Lutte contre les changements climatiques, de la Faune et des Parcs, Direction de la conservation des habitats",2005,-70.63861495942014,47.03062651906505
ZZ-WPDA-bec2b97c,Anse de Bellechasse Water Fowl Gathering Area,Habitat faunique : Aire de concentration d'oiseaux aquatiques,State,"Ministère de l'Environnement, de la Lutte contre les changements climatiques, de la Faune et des Parcs, Direction de la conservation des habitats",2005,-70.7783800963333,46.91812596566672
QC-WPDA-feeecb0b,Rapides de Lachine (Lasalle) Water Fowl Gathering Area,Habitat faunique : Aire de concentration d'oiseaux aquatiques,State,"Ministère de l'Environnement, de la Lutte contre les changements climatiques, de la Faune et des Parcs, Direction de la conservation des habitats",2005,-73.60513679999997,45.41839527900005
ZZ-WPDA-0cd19b41,Cran Fer à Cheval - Cran Vert Water Fowl Gathering Area,Habitat faunique : Aire de concentration d'oiseaux aquatiques,State,"Ministère de l'Environnement, de la Lutte contre les changements climatiques, de la Faune et des Parcs, Direction de la conservation des habitats",2005,-67.55541956633328,49.31685281266673
ZZ-WPDA-2cb9fbba,Rapides de Lachine (Cote Ste-Catherine) Water Fowl Gathering Area,Habitat faunique : Aire de concentration d'oiseaux aquatiques,State,"Ministère de l'Environnement, de la Lutte contre les changements climatiques, de la Faune et des Parcs, Direction de la conservation des habitats",2005,-73.59499223333329,45.41063371300005
QC-WPDA-4510193e,Greece Point Water Fowl Gathering Area,Habitat faunique : Aire de concentration d'oiseaux aquatiques,State,"Ministère de l'Environnement, de la Lutte contre les changements climatiques, de la Faune et des Parcs, Direction de la conservation des habitats",2003,-74.51229252699997,45.59453985866671
QC-WPDA-ff3ba82f,Lac Taschereau Water Fowl Gathering Area,Habitat faunique : Aire de concentration d'oiseaux aquatiques,State,"Ministère de l'Environnement, de la Lutte contre les changements climatiques, de la Faune et des Parcs, Direction de la conservation des habitats",2005,-78.67492823981648,48.661861549175455
QC-WPDA-f15dd5fa,Rivière Ticouape Sud Water Fowl Gathering Area,Habitat faunique : Aire de concentration d'oiseaux aquatiques,State,"Ministère de l'Environnement, de la Lutte contre les changements climatiques, de la Faune et des Parcs, Direction de la conservation des habitats",2005,-72.37376824440565,48.70074058730767
ZZ-WPDA-79f4d416,Pointe de Tobin Water Fowl Gathering Area,Habitat faunique : Aire de concentration d'oiseaux aquatiques,State,"Ministère de l'Environnement, de la Lutte contre les changements climatiques, de la Faune et des Parcs, Direction de la conservation des habitats",2005,-69.2810978073333,48.09403901233338
QC-WPDA-abc55c31,Lac Parent (Rivière Delestre) Water Fowl Gathering Area,Habitat faunique : Aire de concentration d'oiseaux aquatiques,State,"Ministère de l'Environnement, de la Lutte contre les changements climatiques, de la Faune et des Parcs, Direction de la conservation des habitats",2005,-76.90275385899996,48.74338195300005
ZZ-WPDA-5ba02c4b,Petits-Capucins 180306 Water Fowl Gathering Area,Habitat faunique : Aire de concentration d'oiseaux aquatiques,State,"Ministère de l'Environnement, de la Lutte contre les changements climatiques, de la Faune et des Parcs, Direction de la conservation des habitats",2005,-66.82823505266663,49.05692914600005
QC-WPDA-adc0d6c3,Eardley Water Fowl Gathering Area,Habitat faunique : Aire de concentration d'oiseaux aquatiques,State,"Ministère de l'Environnement, de la Lutte contre les changements climatiques, de la Faune et des Parcs, Direction de la conservation des habitats",2005,-76.10457242699995,45.52522251300006
ZZ-WPDA-62d93fee,Pointe-à-Cives Water Fowl Gathering Area,Habitat faunique : Aire de concentration d'oiseaux aquatiques,State,"Ministère de l'Environnement, de la Lutte contre les changements climatiques, de la Faune et des Parcs, Direction de la conservation des habitats",2005,-68.93769273966663,48.30229221933338
ZZ-WPDA-daeace92,Les Boules Water Fowl Gathering Area,Habitat faunique : Aire de concentration d'oiseaux aquatiques,State,"Ministère de l'Environnement, de la Lutte contre les changements climatiques, de la Faune et des Parcs, Direction de la conservation des habitats",2005,-67.9846594663333,48.68281073866672
QC-WPDA-fdbdcaea,Battures du Cap Saint-François Water Fowl Gathering Area,Habitat faunique : Aire de concentration d'oiseaux aquatiques,State,"Ministère de l'Environnement, de la Lutte contre les changements climatiques, de la Faune et des Parcs, Direction de la conservation des habitats",2005,-71.0596167003333,48.4349693793334
ZZ-WPDA-64c15d9e,Haut Fond de Papinachois Water Fowl Gathering Area,Habitat faunique : Aire de concentration d'oiseaux aquatiques,State,"Ministère de l'Environnement, de la Lutte contre les changements climatiques, de la Faune et des Parcs, Direction de la conservation des habitats",2005,-68.62443499811368,48.994489250003554
ZZ-WPDA-75953612,Île Pot à l'Eau-de-Vie Water Fowl Gathering Area,Habitat faunique : Aire de concentration d'oiseaux aquatiques,State,"Ministère de l'Environnement, de la Lutte contre les changements climatiques, de la Faune et des Parcs, Direction de la conservation des habitats",2005,-69.68048363333328,47.876384579333376
QC-WPDA-83f55d05,Baie Campbell (section de la) Water Fowl Gathering Area,Habitat faunique : Aire de concentration d'oiseaux aquatiques,State,"Ministère de l'Environnement, de la Lutte contre les changements climatiques, de la Faune et des Parcs, Direction de la conservation des habitats",2005,-75.28224225626029,45.568296674053016
ZZ-WPDA-75d16b96,Île aux Coudres Grand Pilier Water Fowl Gathering Area,Habitat faunique : Aire de concentration d'oiseaux aquatiques,State,"Ministère de l'Environnement, de la Lutte contre les changements climatiques, de la Faune et des Parcs, Direction de la conservation des habitats",2005,-70.38702900515025,47.36498397195039
ZZ-WPDA-637ba757,Plage Saint-Laurent Water Fowl Gathering Area,Habitat faunique : Aire de concentration d'oiseaux aquatiques,State,"Ministère de l'Environnement, de la Lutte contre les changements climatiques, de la Faune et des Parcs, Direction de la conservation des habitats",2005,-71.39160113099994,46.72767214366672
QC-WPDA-b5bf11b5,Lac Lussac Water Fowl Gathering Area,Habitat faunique : Aire de concentration d'oiseaux aquatiques,State,"Ministère de l'Environnement, de la Lutte contre les changements climatiques, de la Faune et des Parcs, Direction de la conservation des habitats",2005,-79.19267675999996,47.339449465666725
ZZ-WPDA-ebb373c5,Miguasha 19-12-02 Water Fowl Gathering Area,Habitat faunique : Aire de concentration d'oiseaux aquatiques,State,"Ministère de l'Environnement, de la Lutte contre les changements climatiques, de la Faune et des Parcs, Direction de la conservation des habitats",2005,-66.3151615463333,48.066786925333375
QC-WPDA-a93126aa,Île du Moine Water Fowl Gathering Area,Habitat faunique : Aire de concentration d'oiseaux aquatiques,State,"Ministère de l'Environnement, de la Lutte contre les changements climatiques, de la Faune et des Parcs, Direction de la conservation des habitats",2005,-72.97466167817207,46.09439377750458
QC-WPDA-c3288b85,Graine de Citrouille (section du lac) Water Fowl Gathering Area,Habitat faunique : Aire de concentration d'oiseaux aquatiques,State,"Ministère de l'Environnement, de la Lutte contre les changements climatiques, de la Faune et des Parcs, Direction de la conservation des habitats",2005,-74.68118031684106,45.636463935688674
ZZ-WPDA-f0e40310,"zone 5, Ouest du lac Saint-Pierre Water Fowl Gathering Area",Habitat faunique : Aire de concentration d'oiseaux aquatiques,State,"Ministère de l'Environnement, de la Lutte contre les changements climatiques, de la Faune et des Parcs, Direction de la conservation des habitats",2005,-73.07378454628784,46.10884560070096
ZZ-WPDA-976f3d42,lac Saint-Louis (Îles de la Paix) Water Fowl Gathering Area,Habitat faunique : Aire de concentration d'oiseaux aquatiques,State,"Ministère de l'Environnement, de la Lutte contre les changements climatiques, de la Faune et des Parcs, Direction de la conservation des habitats",2005,-73.84137432163828,45.34820477247422
QC-WPDA-b3702fb2,Baie Brazeau et Baie des Seigneurs Water Fowl Gathering Area,Habitat faunique : Aire de concentration d'oiseaux aquatiques,State,"Ministère de l'Environnement, de la Lutte contre les changements climatiques, de la Faune et des Parcs, Direction de la conservation des habitats",2005,-74.35329321928542,45.52122130146506
ZZ-WPDA-5885c117,La Grande Baie Water Fowl Gathering Area,Habitat faunique : Aire de concentration d'oiseaux aquatiques,State,"Ministère de l'Environnement, de la Lutte contre les changements climatiques, de la Faune et des Parcs, Direction de la conservation des habitats",2005,-61.85661030196901,50.19652507209363
QC-WPDA-aa05dc72,Terrain J.Mc-Laren à Thurso Water Fowl Gathering Area,Habitat faunique : Aire de concentration d'oiseaux aquatiques,State,"Ministère de l'Environnement, de la Lutte contre les changements climatiques, de la Faune et des Parcs, Direction de la conservation des habitats",2005,-75.2518964933219,45.58243047407312
ZZ-WPDA-46263feb,Pointe de la Scierie - Pointe Boisvert Water Fowl Gathering Area,Habitat faunique : Aire de concentration d'oiseaux aquatiques,State,"Ministère de l'Environnement, de la Lutte contre les changements climatiques, de la Faune et des Parcs, Direction de la conservation des habitats",2005,-69.1667560297701,48.553074482355406
QC-WPDA-4c7cf949,Ruisseau Mc Farland Water Fowl Gathering Area,Habitat faunique : Aire de concentration d'oiseaux aquatiques,State,"Ministère de l'Environnement, de la Lutte contre les changements climatiques, de la Faune et des Parcs, Direction de la conservation des habitats",2005,-78.96095920483975,47.50409116464852
ZZ-WPDA-4d40dd10,Pointe Est de la Grosse Île Water Fowl Gathering Area,Habitat faunique : Aire de concentration d'oiseaux aquatiques,State,"Ministère de l'Environnement, de la Lutte contre les changements climatiques, de la Faune et des Parcs, Direction de la conservation des habitats",2005,-70.65273163299996,47.03925914566673
QC-WPDA-345ef030,Sand Bay (est) Water Fowl Gathering Area,Habitat faunique : Aire de concentration d'oiseaux aquatiques,State,"Ministère de l'Environnement, de la Lutte contre les changements climatiques, de la Faune et des Parcs, Direction de la conservation des habitats",2005,-76.54257154633329,45.52521710600005
ZZ-WPDA-d8ca1380,Pointe Tracadièche 19-11-01 Water Fowl Gathering Area,Habitat faunique : Aire de concentration d'oiseaux aquatiques,State,"Ministère de l'Environnement, de la Lutte contre les changements climatiques, de la Faune et des Parcs, Direction de la conservation des habitats",2005,-66.1173816263333,48.082240539000054
ZZ-WPDA-311acf64,lac de l'Île Blanche Water Fowl Gathering Area,Habitat faunique : Aire de concentration d'oiseaux aquatiques,State,"Ministère de l'Environnement, de la Lutte contre les changements climatiques, de la Faune et des Parcs, Direction de la conservation des habitats",2005,-69.66840143999997,47.932989432333386
ZZ-WPDA-8f2e80dc,lac Saint-Louis (Grande Anse) Water Fowl Gathering Area,Habitat faunique : Aire de concentration d'oiseaux aquatiques,State,"Ministère de l'Environnement, de la Lutte contre les changements climatiques, de la Faune et des Parcs, Direction de la conservation des habitats",2005,-73.86595816574375,45.388119573207426
ZZ-WPDA-b973552f,Batture des Îlets Water Fowl Gathering Area,Habitat faunique : Aire de concentration d'oiseaux aquatiques,State,"Ministère de l'Environnement, de la Lutte contre les changements climatiques, de la Faune et des Parcs, Direction de la conservation des habitats",2005,-71.03897013319313,46.94198186956093
ZZ-WPDA-13e0fd9b,Berceau de Kamouraska Water Fowl Gathering Area,Habitat faunique : Aire de concentration d'oiseaux aquatiques,State,"Ministère de l'Environnement, de la Lutte contre les changements climatiques, de la Faune et des Parcs, Direction de la conservation des habitats",2005,-69.85829548299512,47.593868414367485
ZZ-WPDA-c634a017,Île à Gagnon Water Fowl Gathering Area,Habitat faunique : Aire de concentration d'oiseaux aquatiques,State,"Ministère de l'Environnement, de la Lutte contre les changements climatiques, de la Faune et des Parcs, Direction de la conservation des habitats",2005,-71.42297532566661,46.725269566333395
QC-WPDA-377450c8,Îles Flottantes Water Fowl Gathering Area,Habitat faunique : Aire de concentration d'oiseaux aquatiques,State,"Ministère de l'Environnement, de la Lutte contre les changements climatiques, de la Faune et des Parcs, Direction de la conservation des habitats",2005,-72.32715669399995,48.734934959333394
ZZ-WPDA-45a8960b,Anse Saint-Denis Water Fowl Gathering Area,Habitat faunique : Aire de concentration d'oiseaux aquatiques,State,"Ministère de l'Environnement, de la Lutte contre les changements climatiques, de la Faune et des Parcs, Direction de la conservation des habitats",2005,-69.98334436666661,47.509861932333386
QC-WPDA-1c2f3e9c,Baie Noire (Luskville) Water Fowl Gathering Area,Habitat faunique : Aire de concentration d'oiseaux aquatiques,State,"Ministère de l'Environnement, de la Lutte contre les changements climatiques, de la Faune et des Parcs, Direction de la conservation des habitats",2005,-76.0597783303333,45.51184623200006
QC-WPDA-f4439677,Baie du Fer à Cheval Sud Water Fowl Gathering Area,Habitat faunique : Aire de concentration d'oiseaux aquatiques,State,"Ministère de l'Environnement, de la Lutte contre les changements climatiques, de la Faune et des Parcs, Direction de la conservation des habitats",2005,-75.38631284233331,45.53265757133338
QC-WPDA-34530b2b,"Marais du Traversier Masson (0,5 km Ouest) Water Fowl Gathering Area",Habitat faunique : Aire de concentration d'oiseaux aquatiques,State,"Ministère de l'Environnement, de la Lutte contre les changements climatiques, de la Faune et des Parcs, Direction de la conservation des habitats",2005,-75.42091081899996,45.52555875033337
ZZ-WPDA-e5eb7ef8,Champlain-Batiscan Water Fowl Gathering Area,Habitat faunique : Aire de concentration d'oiseaux aquatiques,State,"Ministère de l'Environnement, de la Lutte contre les changements climatiques, de la Faune et des Parcs, Direction de la conservation des habitats",2005,-72.28794876033331,46.44235932566672
QC-WPDA-7e7d053d,"Île Mohr (1,2 km N. de) Water Fowl Gathering Area",Habitat faunique : Aire de concentration d'oiseaux aquatiques,State,"Ministère de l'Environnement, de la Lutte contre les changements climatiques, de la Faune et des Parcs, Direction de la conservation des habitats",2005,-76.14762900733328,45.52292938933338
QC-WPDA-02dbafa4,Baie Clément (section E. de la) Water Fowl Gathering Area,Habitat faunique : Aire de concentration d'oiseaux aquatiques,State,"Ministère de l'Environnement, de la Lutte contre les changements climatiques, de la Faune et des Parcs, Direction de la conservation des habitats",2005,-75.45316612171771,45.52503973444056
QC-WPDA-ce471b91,"Serpents, Rivière aux Water Fowl Gathering Area",Habitat faunique : Aire de concentration d'oiseaux aquatiques,State,"Ministère de l'Environnement, de la Lutte contre les changements climatiques, de la Faune et des Parcs, Direction de la conservation des habitats",2005,-74.05769170666665,45.47200915900005
QC-WPDA-ff01626f,Deux-Montagnes Wildlife Preserve,Refuge faunique,State,"Ministère de l'Environnement, de la Lutte contre les changements climatiques, de la Faune et des Parcs, Direction de la conservation des habitats",2000,-73.91521190149945,45.544516880737014
QC-WPDA-648dbd67,Île aux Alouettes Island Or Peninsula Inhabited By A Colony Of Birds,Habitat faunique : Colonie d'oiseaux sur une île ou une presqu'île,State,"Ministère de l'Environnement, de la Lutte contre les changements climatiques, de la Faune et des Parcs, Direction de la conservation des habitats",2005,-69.6837125993333,48.107593374333376
QC-WPDA-06591ec2,Île-Laval Wildlife Preserve,Refuge faunique,State,"Ministère de l'Environnement, de la Lutte contre les changements climatiques, de la Faune et des Parcs, Direction de la conservation des habitats",2001,-69.0344936893333,48.75144639000006
QC-WPDA-f10d67f2,Battures-de-Saint-Fulgence Wildlife Preserve,Refuge faunique,State,"Ministère de l'Environnement, de la Lutte contre les changements climatiques, de la Faune et des Parcs, Direction de la conservation des habitats",2005,-70.90458199069434,48.44446858732199
ZZ-WPDA-ac29e100,Île de Bellechasse Island Or Peninsula Inhabited By A Colony Of Birds,Habitat faunique : Colonie d'oiseaux sur une île ou une presqu'île,State,"Ministère de l'Environnement, de la Lutte contre les changements climatiques, de la Faune et des Parcs, Direction de la conservation des habitats",1993,-70.76779632466662,46.93104385400005
ZZ-WPDA-92562ecc,Îlot Sans Nom Island Or Peninsula Inhabited By A Colony Of Birds,Habitat faunique : Colonie d'oiseaux sur une île ou une presqu'île,State,"Ministère de l'Environnement, de la Lutte contre les changements climatiques, de la Faune et des Parcs, Direction de la conservation des habitats",2005,-68.54887968466664,49.05322271366672
ZZ-WPDA-db441798,"Récif du Sud-Est, Île du Bic Island Or Peninsula Inhabited By A Colony Of Birds",Habitat faunique : Colonie d'oiseaux sur une île ou une presqu'île,State,"Ministère de l'Environnement, de la Lutte contre les changements climatiques, de la Faune et des Parcs, Direction de la conservation des habitats",2005,-68.81313211999996,48.41381038866672
QC-WPDA-eaee8ecd,"Île Brûlée, Kamouraska Island Or Peninsula Inhabited By A Colony Of Birds",Habitat faunique : Colonie d'oiseaux sur une île ou une presqu'île,State,"Ministère de l'Environnement, de la Lutte contre les changements climatiques, de la Faune et des Parcs, Direction de la conservation des habitats",2005,-69.88160750499998,47.60090955000005
QC-WPDA-ad58ce3a,Lac Dufresnoy Island Or Peninsula Inhabited By A Colony Of Birds,Habitat faunique : Colonie d'oiseaux sur une île ou une presqu'île,State,"Ministère de l'Environnement, de la Lutte contre les changements climatiques, de la Faune et des Parcs, Direction de la conservation des habitats",2005,-78.98936250799997,48.41415659933339
QC-WPDA-2218d036,"Île Rouge, Havre-Aux-Maisons Island Or Peninsula Inhabited By A Colony Of Birds",Habitat faunique : Colonie d'oiseaux sur une île ou une presqu'île,State,"Ministère de l'Environnement, de la Lutte contre les changements climatiques, de la Faune et des Parcs, Direction de la conservation des habitats",2005,-61.844345401666644,47.40845068833339
QC-WPDA-56f34c3e,"Sud du Havre-Aux-Basques # 1, # 2 Island Or Peninsula Inhabited By A Colony Of Birds",Habitat faunique : Colonie d'oiseaux sur une île ou une presqu'île,State,"Ministère de l'Environnement, de la Lutte contre les changements climatiques, de la Faune et des Parcs, Direction de la conservation des habitats",2005,-61.933384124999975,47.26041346700008
QC-WPDA-01425f7a,Île A Durand Island Or Peninsula Inhabited By A Colony Of Birds,Habitat faunique : Colonie d'oiseaux sur une île ou une presqu'île,State,"Ministère de l'Environnement, de la Lutte contre les changements climatiques, de la Faune et des Parcs, Direction de la conservation des habitats",2005,-70.60500112999995,47.0749070253334
QC-WPDA-7e999018,"Réservoir Baskatong (6, 0 km au S.-S.-E. de la pointe à David) Island Or Peninsula Inhabited By A Colony Of Birds",Habitat faunique : Colonie d'oiseaux sur une île ou une presqu'île,State,"Ministère de l'Environnement, de la Lutte contre les changements climatiques, de la Faune et des Parcs, Direction de la conservation des habitats",2005,-75.82459074799995,46.75313542466671
ZZ-WPDA-f9d4bb05,Île Blanche Island Or Peninsula Inhabited By A Colony Of Birds,Habitat faunique : Colonie d'oiseaux sur une île ou une presqu'île,State,"Ministère de l'Environnement, de la Lutte contre les changements climatiques, de la Faune et des Parcs, Direction de la conservation des habitats",2005,-69.67243959066661,47.92912821000006
ZZ-WPDA-f191ae94,Récifs Ouest Biquette Island Or Peninsula Inhabited By A Colony Of Birds,Habitat faunique : Colonie d'oiseaux sur une île ou une presqu'île,State,"Ministère de l'Environnement, de la Lutte contre les changements climatiques, de la Faune et des Parcs, Direction de la conservation des habitats",2005,-68.90153144066663,48.409331948666726
QC-WPDA-221e35d7,"Lac Abitibi, Île 6 Island Or Peninsula Inhabited By A Colony Of Birds",Habitat faunique : Colonie d'oiseaux sur une île ou une presqu'île,State,"Ministère de l'Environnement, de la Lutte contre les changements climatiques, de la Faune et des Parcs, Direction de la conservation des habitats",2005,-79.50701419933328,48.62812756900006
QC-WPDA-73b5c085,Lac Turgeon (Île 1) Island Or Peninsula Inhabited By A Colony Of Birds,Habitat faunique : Colonie d'oiseaux sur une île ou une presqu'île,State,"Ministère de l'Environnement, de la Lutte contre les changements climatiques, de la Faune et des Parcs, Direction de la conservation des habitats",2005,-78.96761516833331,48.994131343000056
ZZ-WPDA-1e03798c,Rivière Jupitagon (Île à l'embouchure) (189) Island Or Peninsula Inhabited By A Colony Of Birds,Habitat faunique : Colonie d'oiseaux sur une île ou une presqu'île,State,"Ministère de l'Environnement, de la Lutte contre les changements climatiques, de la Faune et des Parcs, Direction de la conservation des habitats",2005,-64.58753528099997,50.28538471900007
QC-WPDA-bb6c0be4,Île Shag (Havre-aux-Maisons) Island Or Peninsula Inhabited By A Colony Of Birds,Habitat faunique : Colonie d'oiseaux sur une île ou une presqu'île,State,"Ministère de l'Environnement, de la Lutte contre les changements climatiques, de la Faune et des Parcs, Direction de la conservation des habitats",1993,-61.695350287999965,47.47940603833339
QC-WPDA-9f9ceeab,Lac Simard Island Or Peninsula Inhabited By A Colony Of Birds,Habitat faunique : Colonie d'oiseaux sur une île ou une presqu'île,State,"Ministère de l'Environnement, de la Lutte contre les changements climatiques, de la Faune et des Parcs, Direction de la conservation des habitats",2005,-78.6102409473333,47.58820947733337
ZZ-WPDA-8f19a6f0,Île aux Fraises Island Or Peninsula Inhabited By A Colony Of Birds,Habitat faunique : Colonie d'oiseaux sur une île ou une presqu'île,State,"Ministère de l'Environnement, de la Lutte contre les changements climatiques, de la Faune et des Parcs, Direction de la conservation des habitats",2005,-69.79809701366663,47.766132309666716
QC-WPDA-99247c53,"Île du Lac du Sourd (2, 0 km au N,-E, de l'encaisse) Island Or Peninsula Inhabited By A Colony Of Birds",Habitat faunique : Colonie d'oiseaux sur une île ou une presqu'île,State,"Ministère de l'Environnement, de la Lutte contre les changements climatiques, de la Faune et des Parcs, Direction de la conservation des habitats",2003,-75.28290506433328,46.14966049266671
