row_id,year,reporting_level,reported_company_nrcan,name,main_id,facility_group_id,facility_type,mining_processing_type,commodity,reserves_resources,reserves_resources_type,method,ore,ore_unit,grade,grade_unit,metal_content,metal_content_unit,norm,recovery_rate,comment,source,source_id
RES-a3c56a83-2023-19,2023,Site-specific,Impala Canada Ltd,Lac des Iles,ON-MAIN-a3c56a83,,mining,"Open-pit, underground, concentrator",Gold,Reserves,Proved,reported,-,Mt,-,g/t,0.01,Moz,,,,MRMR-2024.pdf,SRC_ImpalaCanadaLtd_MRMR-2024
RES-a3c56a83-2023-20,2023,Site-specific,Impala Canada Ltd,Lac des Iles,ON-MAIN-a3c56a83,,mining,"Open-pit, underground, concentrator",Gold,Reserves,Probable,reported,-,Mt,-,g/t,0.05,Moz,,,,MRMR-2024.pdf,SRC_ImpalaCanadaLtd_MRMR-2024
RES-3f490561-2016-1,2016,Site-specific,Imperial Metals Corporation,Mount Polley,BC-MAIN-3f490561,,mining,"Open-pit, concentrator",Copper,Reserves,Proven & Probable,reported,54,Mt,0.34,%,403.0,Mlbs,,,,Reserves-Resources_June-2023,SRC_ImperialMetalsCorporation_Reserves-Resources_June-2023
RES-3f490561-2016-2,2016,Site-specific,Imperial Metals Corporation,Mount Polley,BC-MAIN-3f490561,,mining,"Open-pit, concentrator",Gold,Reserves,Proven & Probable,reported,54,Mt,0.32,g/t,550000.0,oz,,,,Reserves-Resources_June-2023,SRC_ImperialMetalsCorporation_Reserves-Resources_June-2023
RES-3f490561-2016-3,2016,Site-specific,Imperial Metals Corporation,Mount Polley,BC-MAIN-3f490561,,mining,"Open-pit, concentrator",Silver,Reserves,Proven & Probable,reported,54,Mt,0.9,g/t,1542000.0,oz,,,,Reserves-Resources_June-2023,SRC_ImperialMetalsCorporation_Reserves-Resources_June-2023
RES-3f490561-2016-4,2016,Site-specific,Imperial Metals Corporation,Mount Polley,BC-MAIN-3f490561,,mining,"Open-pit, concentrator",Copper,Resources,Measured & Indicated,reported,202,Mt,0.29,%,1281.0,Mlbs,,,,Reserves-Resources_June-2023,SRC_ImperialMetalsCorporation_Reserves-Resources_June-2023
RES-3f490561-2016-5,2016,Site-specific,Imperial Metals Corporation,Mount Polley,BC-MAIN-3f490561,,mining,"Open-pit, concentrator",Gold,Resources,Measured & Indicated,reported,202,Mt,0.3,g/t,1974000.0,oz,,,,Reserves-Resources_June-2023,SRC_ImperialMetalsCorporation_Reserves-Resources_June-2023
RES-3f490561-2016-6,2016,Site-specific,Imperial Metals Corporation,Mount Polley,BC-MAIN-3f490561,,mining,"Open-pit, concentrator",Silver,Resources,Measured & Indicated,reported,202,Mt,0.53,g/t,3425000.0,oz,,,,Reserves-Resources_June-2023,SRC_ImperialMetalsCorporation_Reserves-Resources_June-2023
RES-3f490561-2016-7,2016,Site-specific,Imperial Metals Corporation,Mount Polley,BC-MAIN-3f490561,,mining,"Open-pit, concentrator",Copper,Resources,Inferred,reported,15,Mt,0.16,%,52.0,Mlbs,,,,Reserves-Resources_June-2023,SRC_ImperialMetalsCorporation_Reserves-Resources_June-2023
RES-3f490561-2016-8,2016,Site-specific,Imperial Metals Corporation,Mount Polley,BC-MAIN-3f490561,,mining,"Open-pit, concentrator",Gold,Resources,Inferred,reported,15,Mt,0.18,g/t,85000.0,oz,,,,Reserves-Resources_June-2023,SRC_ImperialMetalsCorporation_Reserves-Resources_June-2023
RES-3f490561-2016-9,2016,Site-specific,Imperial Metals Corporation,Mount Polley,BC-MAIN-3f490561,,mining,"Open-pit, concentrator",Silver,Resources,Inferred,reported,15,Mt,0.13,g/t,61000.0,oz,,,,Reserves-Resources_June-2023,SRC_ImperialMetalsCorporation_Reserves-Resources_June-2023
RES-dd723db4-2023-1,2023,Site-specific,Iron Ore Company of Canada Inc.,Carol Lake,NL-MAIN-dd723db4,,mining,"Open-pit, concentrator",Iron,Reserves,Proven,reported,149,Mt,65,% Fe,,,,,Reported by Rio Tinto,rt-fact-book-addendum.xlsx,SRC_IronOreCompanyofCanadaInc._rt-fact-book-addendum
RES-dd723db4-2023-2,2023,Site-specific,Iron Ore Company of Canada Inc.,Carol Lake,NL-MAIN-dd723db4,,mining,"Open-pit, concentrator",Silicon dioxide,Reserves,Proven,reported,149,Mt,2.8,%SiO2,,,,,Reported by Rio Tinto,rt-fact-book-addendum.xlsx,SRC_IronOreCompanyofCanadaInc._rt-fact-book-addendum
RES-dd723db4-2023-3,2023,Site-specific,Iron Ore Company of Canada Inc.,Carol Lake,NL-MAIN-dd723db4,,mining,"Open-pit, concentrator",Iron,Reserves,Probable,reported,275,Mt,65,% Fe,,,,,Reported by Rio Tinto,rt-fact-book-addendum.xlsx,SRC_IronOreCompanyofCanadaInc._rt-fact-book-addendum
RES-dd723db4-2023-4,2023,Site-specific,Iron Ore Company of Canada Inc.,Carol Lake,NL-MAIN-dd723db4,,mining,"Open-pit, concentrator",Silicon dioxide,Reserves,Probable,reported,275,Mt,2.8,%SiO2,,,,,Reported by Rio Tinto,rt-fact-book-addendum.xlsx,SRC_IronOreCompanyofCanadaInc._rt-fact-book-addendum
RES-dd723db4-2023-5,2023,Site-specific,Iron Ore Company of Canada Inc.,Carol Lake,NL-MAIN-dd723db4,,mining,"Open-pit, concentrator",Iron,Resources,Measured,reported,171,Mt,40.8,% Fe,,,,,Reported by Rio Tinto,rt-fact-book-addendum.xlsx,SRC_IronOreCompanyofCanadaInc._rt-fact-book-addendum
RES-dd723db4-2023-6,2023,Site-specific,Iron Ore Company of Canada Inc.,Carol Lake,NL-MAIN-dd723db4,,mining,"Open-pit, concentrator",Silicon dioxide,Resources,Measured,reported,171,Mt,35.8,%SiO2,,,,,Reported by Rio Tinto,rt-fact-book-addendum.xlsx,SRC_IronOreCompanyofCanadaInc._rt-fact-book-addendum
RES-dd723db4-2023-7,2023,Site-specific,Iron Ore Company of Canada Inc.,Carol Lake,NL-MAIN-dd723db4,,mining,"Open-pit, concentrator",Aluminum oxide,Resources,Measured,reported,171,Mt,0.2,% Al2O3,,,,,Reported by Rio Tinto,rt-fact-book-addendum.xlsx,SRC_IronOreCompanyofCanadaInc._rt-fact-book-addendum
RES-dd723db4-2023-8,2023,Site-specific,Iron Ore Company of Canada Inc.,Carol Lake,NL-MAIN-dd723db4,,mining,"Open-pit, concentrator",Phosphorus,Resources,Measured,reported,171,Mt,0.02,% P,,,,,Reported by Rio Tinto,rt-fact-book-addendum.xlsx,SRC_IronOreCompanyofCanadaInc._rt-fact-book-addendum
RES-dd723db4-2023-9,2023,Site-specific,Iron Ore Company of Canada Inc.,Carol Lake,NL-MAIN-dd723db4,,mining,"Open-pit, concentrator",Iron,Resources,Indicated,reported,720,Mt,38.5,% Fe,,,,,Reported by Rio Tinto,rt-fact-book-addendum.xlsx,SRC_IronOreCompanyofCanadaInc._rt-fact-book-addendum
RES-dd723db4-2023-10,2023,Site-specific,Iron Ore Company of Canada Inc.,Carol Lake,NL-MAIN-dd723db4,,mining,"Open-pit, concentrator",Silicon dioxide,Resources,Indicated,reported,720,Mt,37.1,%SiO2,,,,,Reported by Rio Tinto,rt-fact-book-addendum.xlsx,SRC_IronOreCompanyofCanadaInc._rt-fact-book-addendum
RES-dd723db4-2023-11,2023,Site-specific,Iron Ore Company of Canada Inc.,Carol Lake,NL-MAIN-dd723db4,,mining,"Open-pit, concentrator",Aluminum oxide,Resources,Indicated,reported,720,Mt,0.2,% Al2O3,,,,,Reported by Rio Tinto,rt-fact-book-addendum.xlsx,SRC_IronOreCompanyofCanadaInc._rt-fact-book-addendum
RES-dd723db4-2023-12,2023,Site-specific,Iron Ore Company of Canada Inc.,Carol Lake,NL-MAIN-dd723db4,,mining,"Open-pit, concentrator",Phosphorus,Resources,Indicated,reported,720,Mt,0.03,% P,,,,,Reported by Rio Tinto,rt-fact-book-addendum.xlsx,SRC_IronOreCompanyofCanadaInc._rt-fact-book-addendum
RES-dd723db4-2023-13,2023,Site-specific,Iron Ore Company of Canada Inc.,Carol Lake,NL-MAIN-dd723db4,,mining,"Open-pit, concentrator",Iron,Resources,Inferred,reported,751,Mt,38.2,% Fe,,,,,Reported by Rio Tinto,rt-fact-book-addendum.xlsx,SRC_IronOreCompanyofCanadaInc._rt-fact-book-addendum
RES-dd723db4-2023-14,2023,Site-specific,Iron Ore Company of Canada Inc.,Carol Lake,NL-MAIN-dd723db4,,mining,"Open-pit, concentrator",Silicon dioxide,Resources,Inferred,reported,751,Mt,37.8,%SiO2,,,,,Reported by Rio Tinto,rt-fact-book-addendum.xlsx,SRC_IronOreCompanyofCanadaInc._rt-fact-book-addendum
RES-dd723db4-2023-15,2023,Site-specific,Iron Ore Company of Canada Inc.,Carol Lake,NL-MAIN-dd723db4,,mining,"Open-pit, concentrator",Aluminum oxide,Resources,Inferred,reported,751,Mt,0.2,% Al2O3,,,,,Reported by Rio Tinto,rt-fact-book-addendum.xlsx,SRC_IronOreCompanyofCanadaInc._rt-fact-book-addendum
RES-dd723db4-2023-16,2023,Site-specific,Iron Ore Company of Canada Inc.,Carol Lake,NL-MAIN-dd723db4,,mining,"Open-pit, concentrator",Phosphorus,Resources,Inferred,reported,751,Mt,0.03,% P,,,,,,,SRC_IronOreCompanyofCanadaInc._nan
RES-aa76f6f2-2024-1,2024,Site-specific,New Gold Inc,New Afton,BC-MAIN-aa76f6f2,,mining,"Open-pit, underground, concentrator",Gold,Reserves,Probable,reported,39567,kt,0.65,g/t,828.0,koz,,,,2024_MRMR,SRC_NewGoldInc_2024_MRMR
RES-aa76f6f2-2024-2,2024,Site-specific,New Gold Inc,New Afton,BC-MAIN-aa76f6f2,,mining,"Open-pit, underground, concentrator",Gold,Resources,Measured,reported,51195,kt,0.58,g/t,958.0,koz,,,,2024_MRMR,SRC_NewGoldInc_2024_MRMR
RES-aa76f6f2-2024-3,2024,Site-specific,New Gold Inc,New Afton,BC-MAIN-aa76f6f2,,mining,"Open-pit, underground, concentrator",Gold,Resources,Indicated,reported,30448,kt,0.4,g/t,393.0,koz,,,,2024_MRMR,SRC_NewGoldInc_2024_MRMR
RES-aa76f6f2-2024-4,2024,Site-specific,New Gold Inc,New Afton,BC-MAIN-aa76f6f2,,mining,"Open-pit, underground, concentrator",Gold,Resources,Inferred,reported,132,kt,0.19,g/t,1.0,koz,,,,2024_MRMR,SRC_NewGoldInc_2024_MRMR
RES-aa76f6f2-2024-5,2024,Site-specific,New Gold Inc,New Afton,BC-MAIN-aa76f6f2,,mining,"Open-pit, underground, concentrator",Silver,Reserves,Probable,reported,39567,kt,1.77,g/t,2253.0,koz,,,,2024_MRMR,SRC_NewGoldInc_2024_MRMR
RES-aa76f6f2-2024-6,2024,Site-specific,New Gold Inc,New Afton,BC-MAIN-aa76f6f2,,mining,"Open-pit, underground, concentrator",Silver,Resources,Measured,reported,51195,kt,1.81,g/t,2976.0,koz,,,,2024_MRMR,SRC_NewGoldInc_2024_MRMR
RES-aa76f6f2-2024-7,2024,Site-specific,New Gold Inc,New Afton,BC-MAIN-aa76f6f2,,mining,"Open-pit, underground, concentrator",Silver,Resources,Indicated,reported,30448,kt,1.49,g/t,1455.0,koz,,,,2024_MRMR,SRC_NewGoldInc_2024_MRMR
RES-aa76f6f2-2024-8,2024,Site-specific,New Gold Inc,New Afton,BC-MAIN-aa76f6f2,,mining,"Open-pit, underground, concentrator",Silver,Resources,Inferred,reported,132,kt,0.54,g/t,4431.0,koz,,,,2024_MRMR,SRC_NewGoldInc_2024_MRMR
RES-aa76f6f2-2024-9,2024,Site-specific,New Gold Inc,New Afton,BC-MAIN-aa76f6f2,,mining,"Open-pit, underground, concentrator",Copper,Reserves,Probable,reported,39567,kt,0.72,%,631.0,Mlbs,,,,2024_MRMR,SRC_NewGoldInc_2024_MRMR
RES-aa76f6f2-2024-10,2024,Site-specific,New Gold Inc,New Afton,BC-MAIN-aa76f6f2,,mining,"Open-pit, underground, concentrator",Copper,Resources,Measured,reported,51195,kt,0.67,%,758.0,Mlbs,,,,2024_MRMR,SRC_NewGoldInc_2024_MRMR
RES-aa76f6f2-2024-11,2024,Site-specific,New Gold Inc,New Afton,BC-MAIN-aa76f6f2,,mining,"Open-pit, underground, concentrator",Copper,Resources,Indicated,reported,30448,kt,0.51,%,342.0,Mlbs,,,,2024_MRMR,SRC_NewGoldInc_2024_MRMR
RES-aa76f6f2-2024-12,2024,Site-specific,New Gold Inc,New Afton,BC-MAIN-aa76f6f2,,mining,"Open-pit, underground, concentrator",Copper,Resources,Inferred,reported,132,kt,0.19,%,1.0,Mlbs,,,,2024_MRMR,SRC_NewGoldInc_2024_MRMR
RES-0aadf28f-2024-1,2024,Site-specific,New Gold Inc,Rainy River,ON-MAIN-0aadf28f,,mining,"Underground, concentrator",Gold,Reserves,Proven,reported,15935,kt,0.44,g/t,223.0,koz,,,,2024_MRMR,SRC_NewGoldInc_2024_MRMR
RES-0aadf28f-2024-2,2024,Site-specific,New Gold Inc,Rainy River,ON-MAIN-0aadf28f,,mining,"Underground, concentrator",Gold,Reserves,Probable,reported,36991,kt,1.6,g/t,1903.0,koz,,,,2024_MRMR,SRC_NewGoldInc_2024_MRMR
RES-0aadf28f-2024-3,2024,Site-specific,New Gold Inc,Rainy River,ON-MAIN-0aadf28f,,mining,"Underground, concentrator",Gold,Resources,Measured,reported,310,kt,2.74,g/t,27.0,koz,,,,2024_MRMR,SRC_NewGoldInc_2024_MRMR
RES-0aadf28f-2024-4,2024,Site-specific,New Gold Inc,Rainy River,ON-MAIN-0aadf28f,,mining,"Underground, concentrator",Gold,Resources,Indicated,reported,34772,kt,1.13,g/t,1267.0,koz,,,,2024_MRMR,SRC_NewGoldInc_2024_MRMR
RES-0aadf28f-2024-5,2024,Site-specific,New Gold Inc,Rainy River,ON-MAIN-0aadf28f,,mining,"Underground, concentrator",Gold,Resources,Inferred,reported,7663,kt,1.62,g/t,398.0,koz,,,,2024_MRMR,SRC_NewGoldInc_2024_MRMR
RES-0aadf28f-2024-6,2024,Site-specific,New Gold Inc,Rainy River,ON-MAIN-0aadf28f,,mining,"Underground, concentrator",Silver,Reserves,Proven,reported,15935,kt,2.68,g/t,1371.0,koz,,,,2024_MRMR,SRC_NewGoldInc_2024_MRMR
RES-0aadf28f-2024-7,2024,Site-specific,New Gold Inc,Rainy River,ON-MAIN-0aadf28f,,mining,"Underground, concentrator",Silver,Reserves,Probable,reported,36991,kt,3.5,g/t,4164.0,koz,,,,2024_MRMR,SRC_NewGoldInc_2024_MRMR
RES-0aadf28f-2024-8,2024,Site-specific,New Gold Inc,Rainy River,ON-MAIN-0aadf28f,,mining,"Underground, concentrator",Silver,Resources,Measured,reported,310,kt,26.38,g/t,263.0,koz,,,,2024_MRMR,SRC_NewGoldInc_2024_MRMR
RES-0aadf28f-2024-9,2024,Site-specific,New Gold Inc,Rainy River,ON-MAIN-0aadf28f,,mining,"Underground, concentrator",Silver,Resources,Indicated,reported,34772,kt,3.86,g/t,4310.0,koz,,,,2024_MRMR,SRC_NewGoldInc_2024_MRMR
RES-0aadf28f-2024-10,2024,Site-specific,New Gold Inc,Rainy River,ON-MAIN-0aadf28f,,mining,"Underground, concentrator",Silver,Resources,Inferred,reported,7663,kt,3.68,g/t,908.0,koz,,,,2024_MRMR,SRC_NewGoldInc_2024_MRMR
RES-fefeaee4-2023-1,2023,Site-specific,Newmount Corporation,Brucejack,ON-MAIN-fefeaee4,,mining,"Underground, concentrator",Gold,Reserves,Probable,reported,11500,kt,8.44,g/t,3100.0,koz,NI-43101,96.0,,2023_reserves,SRC_NewmountCorporation_2023_reserves
RES-fefeaee4-2023-2,2023,Site-specific,Newmount Corporation,Brucejack,ON-MAIN-fefeaee4,,mining,"Underground, concentrator",Gold,Resources,Indicated,reported,1800,kt,7.64,g/t,500.0,koz,NI-43101,96.0,,2023_reserves,SRC_NewmountCorporation_2023_reserves
RES-fefeaee4-2023-3,2023,Site-specific,Newmount Corporation,Brucejack,ON-MAIN-fefeaee4,,mining,"Underground, concentrator",Gold,Resources,Inferred,reported,12100,kt,10.35,g/t,4000.0,koz,NI-43101,96.0,,2023_reserves,SRC_NewmountCorporation_2023_reserves
RES-538513cd-2023-1,2023,Site-specific,Newmount Corporation,Eleonore,ON-MAIN-538513cd,,mining,"Underground, concentrator",Gold,Reserves,Probable,reported,6800,kt,5.47,g/t,1200.0,koz,NI-43101,92.0,,2023_reserves,SRC_NewmountCorporation_2023_reserves
RES-538513cd-2023-2,2023,Site-specific,Newmount Corporation,Eleonore,ON-MAIN-538513cd,,mining,"Underground, concentrator",Gold,Reserves,Proven,reported,2100,kt,5.08,g/t,300.0,koz,NI-43101,92.0,,2023_reserves,SRC_NewmountCorporation_2023_reserves
RES-538513cd-2023-3,2023,Site-specific,Newmount Corporation,Eleonore,ON-MAIN-538513cd,,mining,"Underground, concentrator",Gold,Resources,Indicated,reported,2100,kt,4.7,g/t,300.0,koz,NI-43101,92.0,,2023_reserves,SRC_NewmountCorporation_2023_reserves
RES-538513cd-2023-4,2023,Site-specific,Newmount Corporation,Eleonore,ON-MAIN-538513cd,,mining,"Underground, concentrator",Gold,Resources,Inferred,reported,1800,kt,5.7,g/t,300.0,koz,NI-43101,92.0,,2023_reserves,SRC_NewmountCorporation_2023_reserves
RES-538513cd-2023-5,2023,Site-specific,Newmount Corporation,Eleonore,ON-MAIN-538513cd,,mining,"Underground, concentrator",Gold,Resources,Measured,reported,700,kt,4.59,g/t,100.0,koz,NI-43101,92.0,,2023_reserves,SRC_NewmountCorporation_2023_reserves
RES-b4655afb-2023-1,2023,Site-specific,Newmount Corporation,Galore Creek,BC-MAIN-b4655afb,,project,x,Copper,Resources,Indicated,reported,385600,kt,0.47,%,4000.0,Mlbs,NI-43101,93.0,,2023_reserves,SRC_NewmountCorporation_2023_reserves
RES-b4655afb-2023-2,2023,Site-specific,Newmount Corporation,Galore Creek,BC-MAIN-b4655afb,,project,x,Gold,Resources,Indicated,reported,385600,kt,0.22,g/t,2700.0,koz,NI-43101,75.0,,2023_reserves,SRC_NewmountCorporation_2023_reserves
RES-b4655afb-2023-3,2023,Site-specific,Newmount Corporation,Galore Creek,BC-MAIN-b4655afb,,project,x,Copper,Resources,Inferred,reported,118900,kt,0.26,%,700.0,Mlbs,NI-43101,93.0,,2023_reserves,SRC_NewmountCorporation_2023_reserves
RES-b4655afb-2023-4,2023,Site-specific,Newmount Corporation,Galore Creek,BC-MAIN-b4655afb,,project,x,Gold,Resources,Inferred,reported,118900,kt,0.19,g/t,700.0,koz,NI-43101,75.0,,2023_reserves,SRC_NewmountCorporation_2023_reserves
RES-b4655afb-2023-5,2023,Site-specific,Newmount Corporation,Galore Creek,BC-MAIN-b4655afb,,project,x,Copper,Resources,Measured,reported,212800,kt,0.44,%,2100.0,Mlbs,NI-43101,93.0,,2023_reserves,SRC_NewmountCorporation_2023_reserves
RES-b4655afb-2023-6,2023,Site-specific,Newmount Corporation,Galore Creek,BC-MAIN-b4655afb,,project,x,Gold,Resources,Measured,reported,212800,kt,0.29,g/t,2000.0,koz,NI-43101,75.0,,2023_reserves,SRC_NewmountCorporation_2023_reserves
RES-8eb8be0d-2023-1,2023,Site-specific,Newmount Corporation,Musselwhite,BC-MAIN-8eb8be0d,,mining,Concentrator,Gold,Reserves,Probable,reported,3800,kt,6.3,g/t,800.0,koz,NI-43101,96.0,,2023_reserves,SRC_NewmountCorporation_2023_reserves
RES-8eb8be0d-2023-2,2023,Site-specific,Newmount Corporation,Musselwhite,BC-MAIN-8eb8be0d,,mining,Concentrator,Gold,Reserves,Proven,reported,3200,kt,6.78,g/t,700.0,koz,NI-43101,96.0,,2023_reserves,SRC_NewmountCorporation_2023_reserves
RES-8eb8be0d-2023-3,2023,Site-specific,Newmount Corporation,Musselwhite,BC-MAIN-8eb8be0d,,mining,Concentrator,Gold,Resources,Indicated,reported,1300,kt,4.17,g/t,200.0,koz,NI-43101,96.0,,2023_reserves,SRC_NewmountCorporation_2023_reserves
RES-8eb8be0d-2023-4,2023,Site-specific,Newmount Corporation,Musselwhite,BC-MAIN-8eb8be0d,,mining,Concentrator,Gold,Resources,Inferred,reported,1200,kt,4.96,g/t,200.0,koz,NI-43101,96.0,,2023_reserves,SRC_NewmountCorporation_2023_reserves
RES-8eb8be0d-2023-5,2023,Site-specific,Newmount Corporation,Musselwhite,BC-MAIN-8eb8be0d,,mining,Concentrator,Gold,Resources,Measured,reported,900,kt,4.36,g/t,100.0,koz,NI-43101,96.0,,2023_reserves,SRC_NewmountCorporation_2023_reserves
RES-GRP-0d911886-2023-1,2023,Facility-group,Newmount Corporation,Porcupine complex,,GRP-0d911886,mining,x,Gold,Reserves,Probable,reported,28200,kt,4.93999999999999,g/t,1700.0,koz,NI-43101,93.5,,2023_reserves,SRC_NewmountCorporation_2023_reserves
RES-GRP-0d911886-2023-2,2023,Facility-group,Newmount Corporation,Porcupine complex,,GRP-0d911886,mining,x,Gold,Reserves,Proven,reported,4600,kt,4.245,g/t,400.0,koz,NI-43101,93.5,,2023_reserves,SRC_NewmountCorporation_2023_reserves
RES-GRP-0d911886-2023-3,2023,Facility-group,Newmount Corporation,Porcupine complex,,GRP-0d911886,mining,x,Gold,Resources,Indicated,reported,67400,kt,4.27,g/t,3700.0,koz,NI-43101,93.0,,2023_reserves,SRC_NewmountCorporation_2023_reserves
RES-GRP-0d911886-2023-4,2023,Facility-group,Newmount Corporation,Porcupine complex,,GRP-0d911886,mining,x,Gold,Resources,Inferred,reported,62200,kt,4.75,g/t,3400.0,koz,NI-43101,93.0,,2023_reserves,SRC_NewmountCorporation_2023_reserves
RES-GRP-0d911886-2023-5,2023,Facility-group,Newmount Corporation,Porcupine complex,,GRP-0d911886,mining,x,Gold,Resources,Measured,reported,300,kt,2.57499999999999,g/t,0.0,koz,NI-43101,93.0,,2023_reserves,SRC_NewmountCorporation_2023_reserves
RES-857b7b89-2023-1,2023,Site-specific,Newmount Corporation,Red Chris,BC-MAIN-857b7b89,,mining,"Open-pit, concentrator",Copper,Reserves,Probable,reported,201900,kt,0.51,%,2300.0,Mlbs,NI-43101,84.0,,2023_reserves,SRC_NewmountCorporation_2023_reserves
RES-857b7b89-2023-2,2023,Site-specific,Newmount Corporation,Red Chris,BC-MAIN-857b7b89,,mining,"Open-pit, concentrator",Gold,Reserves,Probable,reported,201900,kt,0.6,g/t,3900.0,koz,NI-43101,68.0,,2023_reserves,SRC_NewmountCorporation_2023_reserves
RES-857b7b89-2023-3,2023,Site-specific,Newmount Corporation,Red Chris,BC-MAIN-857b7b89,,mining,"Open-pit, concentrator",Copper,Resources,Indicated,reported,334700,kt,0.34,%,2500.0,Mlbs,NI-43101,81.0,,2023_reserves,SRC_NewmountCorporation_2023_reserves
RES-857b7b89-2023-4,2023,Site-specific,Newmount Corporation,Red Chris,BC-MAIN-857b7b89,,mining,"Open-pit, concentrator",Gold,Resources,Indicated,reported,334700,kt,0.34,g/t,3600.0,koz,NI-43101,55.0,,2023_reserves,SRC_NewmountCorporation_2023_reserves
RES-857b7b89-2023-5,2023,Site-specific,Newmount Corporation,Red Chris,BC-MAIN-857b7b89,,mining,"Open-pit, concentrator",Copper,Resources,Inferred,reported,62100,kt,0.36,%,500.0,Mlbs,NI-43101,81.0,,2023_reserves,SRC_NewmountCorporation_2023_reserves
RES-857b7b89-2023-6,2023,Site-specific,Newmount Corporation,Red Chris,BC-MAIN-857b7b89,,mining,"Open-pit, concentrator",Gold,Resources,Inferred,reported,62100,kt,0.35,g/t,700.0,koz,NI-43101,55.0,,2023_reserves,SRC_NewmountCorporation_2023_reserves
RES-GRP-147b3123-2024-1,2024,Facility-group,Pan American Silver Corp,Timmins Operation,,GRP-147b3123,mining,"Underground, concentrator",Gold,Reserves,Proven,reported,5.4,Mt,2.79,g/t,481.4,koz,,,,Reserves_2024,SRC_PanAmericanSilverCorp_Reserves_2024
RES-GRP-147b3123-2024-2,2024,Facility-group,Pan American Silver Corp,Timmins Operation,,GRP-147b3123,mining,"Underground, concentrator",Gold,Reserves,Probable,reported,4.4,Mt,2.74,g/t,386.2,koz,,,,Reserves_2024,SRC_PanAmericanSilverCorp_Reserves_2024
RES-GRP-147b3123-2024-3,2024,Facility-group,Pan American Silver Corp,Timmins Operation,,GRP-147b3123,mining,"Underground, concentrator",Gold,Resources,Measured,reported,1.1,Mt,2.48,g/t,85.5,koz,,,,Reserves_2024,SRC_PanAmericanSilverCorp_Reserves_2024
RES-GRP-147b3123-2024-4,2024,Facility-group,Pan American Silver Corp,Timmins Operation,,GRP-147b3123,mining,"Underground, concentrator",Gold,Resources,Indicated,reported,1.3,Mt,2.76,g/t,114.2,koz,,,,Reserves_2024,SRC_PanAmericanSilverCorp_Reserves_2024
RES-e82266c5-2023-1,2023,Site-specific,Rio Tinto,Diavik,QC-MAIN-e82266c5,,mining,"Underground, plant",Diamonds,Reserves,Proven,reported,1.9,Mt,2.1,carats/t,,,,,,rt-fact-book-addendum.xlsx,SRC_RioTinto_rt-fact-book-addendum
RES-e82266c5-2023-2,2023,Site-specific,Rio Tinto,Diavik,QC-MAIN-e82266c5,,mining,"Underground, plant",Diamonds,Reserves,Probable,reported,1.3,Mt,2.3,carats/t,,,,,,rt-fact-book-addendum.xlsx,SRC_RioTinto_rt-fact-book-addendum
RES-e82266c5-2023-3,2023,Site-specific,Rio Tinto,Diavik,QC-MAIN-e82266c5,,mining,"Underground, plant",Diamonds,Resources,Measured,reported,1.5,Mt,2.4,carats/t,,,,,,rt-fact-book-addendum.xlsx,SRC_RioTinto_rt-fact-book-addendum
RES-e82266c5-2023-4,2023,Site-specific,Rio Tinto,Diavik,QC-MAIN-e82266c5,,mining,"Underground, plant",Diamonds,Resources,Indicated,reported,2.4,Mt,2.7,carats/t,,,,,,rt-fact-book-addendum.xlsx,SRC_RioTinto_rt-fact-book-addendum
RES-e82266c5-2023-5,2023,Site-specific,Rio Tinto,Diavik,QC-MAIN-e82266c5,,mining,"Underground, plant",Diamonds,Resources,Inferred,reported,0.3,Mt,2.1,carats/t,,,,,,rt-fact-book-addendum.xlsx,SRC_RioTinto_rt-fact-book-addendum
RES-dc1a16f9-2023-1,2023,Site-specific,Sayona Québec Inc,North American Lithium,QC-MAIN-dc1a16f9,,mining,"Open-pit, underground",Lithium,Resources,Total,reported,58,Mt,,,,,,,,AR_2023.pdf,SRC_SayonaQuébecInc_AR_2023
RES-f4fc3276-2023-1,2023,Site-specific,Silver Lake Resources Ltd.,Sugar Zone,ON-MAIN-f4fc3276,,mining,"Underground, concentrator",Gold,Reserves,Proved,reported,2,Mt,5.8,g/t,0.0,koz,,,,https://vaultminerals.com/operations/sugar-zone,SRC_SilverLakeResourcesLtd._sugar-zone
RES-f4fc3276-2023-2,2023,Site-specific,Silver Lake Resources Ltd.,Sugar Zone,ON-MAIN-f4fc3276,,mining,"Underground, concentrator",Gold,Reserves,Probable,reported,2872,Mt,5.5,g/t,506.0,koz,,,,https://vaultminerals.com/operations/sugar-zone,SRC_SilverLakeResourcesLtd._sugar-zone
RES-f4fc3276-2023-3,2023,Site-specific,Silver Lake Resources Ltd.,Sugar Zone,ON-MAIN-f4fc3276,,mining,"Underground, concentrator",Gold,Resources,Measured & Indicated,reported,2.8,Mt,8.5,g/t,768.0,koz,,,,https://vaultminerals.com/operations/sugar-zone,SRC_SilverLakeResourcesLtd._sugar-zone
RES-f4fc3276-2023-4,2023,Site-specific,Silver Lake Resources Ltd.,Sugar Zone,ON-MAIN-f4fc3276,,mining,"Underground, concentrator",Gold,Resources,Inferred,reported,2.03,Mt,7.8,g/t,510.0,koz,,,,https://vaultminerals.com/operations/sugar-zone,SRC_SilverLakeResourcesLtd._sugar-zone
