row_id,year,level,geography,reported_company_nrcan,name,main_id,facility_group_id,company_id,facility_type,mining_processing_type,commodities_nrcan,commodity,reference_point,material_type,data_type,unit,value,comment,source
PROD-857b7b89-2023-7,2023,Site-specific,Canada,Newmont Corporation,Red Chris,BC-MAIN-857b7b89,-,,mining,"Open-pit, concentrator","Gold, copper, silver",Ore,1,Ore mined|OP ore,Production,kt,1325.0,,Operating_statistics_2023
PROD-857b7b89-2023-8,2023,Site-specific,Canada,Newmont Corporation,Red Chris,BC-MAIN-857b7b89,-,,mining,"Open-pit, concentrator","Gold, copper, silver",Ore,1,Ore mined|OP waste,Production,kt,2444.0,,Operating_statistics_2023
PROD-857b7b89-2023-9,2023,Site-specific,Canada,Newmont Corporation,Red Chris,BC-MAIN-857b7b89,-,,mining,"Open-pit, concentrator","Gold, copper, silver",Ore,2,Ore processed,Production,kt,1139.0,,Operating_statistics_2023
PROD-GRP-dc07540b-2023-1,2023,Facility-group,Canada,Vale,Sudbury Operation,-,GRP-dc07540b,,mining,"Open-pit, underground, concentrator","Nickel, copper, platinum group metals, gold, silver, cobalt, selenium, tellurium",Copper,3,Finished production,Production,kt,57.9,Assumed concentrate,Vale's performance in 1Q25 - xls
PROD-GRP-dc07540b-2023-2,2023,Facility-group,Canada,Vale,Sudbury Operation,-,GRP-dc07540b,,mining,"Open-pit, underground, concentrator","Nickel, copper, platinum group metals, gold, silver, cobalt, selenium, tellurium",Nickel,5,Finished production,Production,kt,38.2,,Vale's performance in 1Q25 - xls
PROD-f4fc3276-2023-1,2023,Site-specific,Canada,Silver Lake Resources Ltd,Sugar Zone,ON-MAIN-f4fc3276,-,,mining,"Underground, concentrator",Gold,Gold,4,Gold,Production,oz,134886.0,,https://www.geologyontario.mines.gov.on.ca/mineral-inventory/MDI42C14SE00005
PROD-f4fc3276-2023-2,2023,Site-specific,Canada,Silver Lake Resources Ltd,Sugar Zone,ON-MAIN-f4fc3276,-,,mining,"Underground, concentrator",Gold,Gold,4,Grade,Technical attribute,g/t,5.4,,https://www.geologyontario.mines.gov.on.ca/mineral-inventory/MDI42C14SE00006
PROD-GRP-14bfbb82-2023-1,2023,Facility-group,Canada,SSR Mining Inc,Seabee Gold Operation,-,GRP-14bfbb82,,mining,Underground,Gold,Gold,2,Mill feed grade,Technical attribute,g/t,10.14,,FY2024
PROD-GRP-14bfbb82-2023-2,2023,Facility-group,Canada,SSR Mining Inc,Seabee Gold Operation,-,GRP-14bfbb82,,mining,Underground,Gold,Gold,2,Recovery rate,Technical attribute,%,97.0,,FY2024
PROD-GRP-14bfbb82-2023-3,2023,Facility-group,Canada,SSR Mining Inc,Seabee Gold Operation,-,GRP-14bfbb82,,mining,Underground,Gold,Gold,2,Ore milled,Production,kt,122.0,,FY2024
PROD-GRP-14bfbb82-2023-4,2023,Facility-group,Canada,SSR Mining Inc,Seabee Gold Operation,-,GRP-14bfbb82,,mining,Underground,Gold,Gold,1,Ore mined,Production,kt,117.0,,FY2024
PROD-GRP-14bfbb82-2023-5,2023,Facility-group,Canada,SSR Mining Inc,Seabee Gold Operation,-,GRP-14bfbb82,,mining,Underground,Gold,Gold,4,Intermediate metal,Production,oz,38757.0,,FY2024
PROD-b64bae7a-2023-1,2023,Site-specific,Canada,Tacora Resources Inc.,Scully,NL-MAIN-b64bae7a,-,,mining,"Open-pit, concentrator",Iron,Iron,4,Design capacity,Capacity,kt,6000.0, ,GEM
PROD-b64bae7a-2023-2,2023,Site-specific,Canada,Tacora Resources Inc.,Scully,NL-MAIN-b64bae7a,-,,mining,"Open-pit, concentrator",Iron,Iron,1,Ore mined,Production,kt,3560.0,GEM displays 'Iron ore mined' but is it not concentrate?,GEM
PROD-d3a4aba9-2022-1,2022,Site-specific,Canada,Sherritt International Corporation and General Nickel Company S.A.,The Cobalt Refinery Company Inc.,AB-MAIN-d3a4aba9,-,,manufacturing,Refinery,"Nickel, cobalt, copper sulfide, ammonium sulfate",Cobalt,2,Recovery rate,Technical attribute,%,81.2,Includes other third pary feeds,TR_2023.pdf
PROD-d3a4aba9-2022-2,2022,Site-specific,Canada,Sherritt International Corporation and General Nickel Company S.A.,The Cobalt Refinery Company Inc.,AB-MAIN-d3a4aba9,-,,manufacturing,Refinery,"Nickel, cobalt, copper sulfide, ammonium sulfate",Cobalt,5,Refinery production,Production,t,3368.0,Deducted as the difference and verified in the SR,TR_2023.pdf
PROD-GRP-2a663492-2023-1,2023,Facility-group,Canada,Tata Steel Minerals Canada Limited,DSO,-,GRP-2a663492,,mining,Open-pit,Iron,Iron,4,Capacity,Capacity,Mt,4.2,,https://www.gov.nl.ca/iet/files/Mining-in-NL-Fall-2024.pdf
PROD-d3a4aba9-2022-3,2022,Site-specific,Canada,Sherritt International Corporation and General Nickel Company S.A.,The Cobalt Refinery Company Inc.,AB-MAIN-d3a4aba9,-,,manufacturing,Refinery,"Nickel, cobalt, copper sulfide, ammonium sulfate",Nickel,2,Recovery rate,Technical attribute,%,83.5,Includes other third pary feeds,TR_2023.pdf
PROD-d3a4aba9-2022-4,2022,Site-specific,Canada,Sherritt International Corporation and General Nickel Company S.A.,The Cobalt Refinery Company Inc.,AB-MAIN-d3a4aba9,-,,manufacturing,Refinery,"Nickel, cobalt, copper sulfide, ammonium sulfate",Nickel,5,Refinery production,Production,t,32268.0,,TR_2023.pdf
PROD-3bb6b7cd-2024-1,2024,Site-specific,Canada,Teck Resources Limited,Trail,BC-MAIN-3bb6b7cd,-,,manufacturing,"Smelter, refinery, plant","Zinc, lead, bismuth, cadmium, indium, germanium, precious metals, liquid sulfur dioxide, sulfuric acid",Zinc,5,Refined production,Production,kt,256.0,,2024_Annual_report
PROD-d3a4aba9-2022-5,2022,Site-specific,Canada,Sherritt International Corporation and General Nickel Company S.A.,The Cobalt Refinery Company Inc.,AB-MAIN-d3a4aba9,-,,manufacturing,Refinery,"Nickel, cobalt, copper sulfide, ammonium sulfate","Nickel, cobalt",4,Annual production capacity,Capacity,t,38200.0,Includes other third pary feeds,TR_2023.pdf
PROD-d3a4aba9-2022-6,2022,Site-specific,Canada,Sherritt International Corporation and General Nickel Company S.A.,The Cobalt Refinery Company Inc.,AB-MAIN-d3a4aba9,-,,manufacturing,Refinery,"Nickel, cobalt, copper sulfide, ammonium sulfate","Nickel, cobalt",5,Refinery production,Production,t,35636.0,Includes other third pary feeds,TR_2023.pdf
PROD-2e13aaa0-2023-1,2023,Site-specific,Canada,Vale,Thompson (T-1 and T-3),ON-MAIN-2e13aaa0,-,,mining,"Open-pit, underground, concentrator","Nickel, cobalt, copper, platinum group metals, gold, silver",Copper,3,Finished production,Production,kt,4.7,Assumed concentrate,Vale's performance in 1Q25 - xls
PROD-2e13aaa0-2023-2,2023,Site-specific,Canada,Vale,Thompson (T-1 and T-3),ON-MAIN-2e13aaa0,-,,mining,"Open-pit, underground, concentrator","Nickel, cobalt, copper, platinum group metals, gold, silver",Nickel,5,Finished production,Production,kt,7.9,,Vale's performance in 1Q25 - xls
PROD-d9036091-2023-1,2023,Site-specific,Canada,Vale,Voisey’s Bay,NL-MAIN-d9036091,-,,mining,"Open-pit, underground, concentrator","Nickel, copper, cobalt",Copper,3,Finished production,Production,kt,9.6,Assumed concentrate,Vale's performance in 1Q25 - xls
PROD-d9036091-2023-2,2023,Site-specific,Canada,Vale,Voisey’s Bay,NL-MAIN-d9036091,-,,mining,"Open-pit, underground, concentrator","Nickel, copper, cobalt",Nickel,5,Finished production,Production,kt,13.5,,Vale's performance in 1Q25 - xls
PROD-9de9bb0d-2023-1,2023,Site-specific,Canada,Wesdome Gold Mines Ltd,Eagle River,QC-MAIN-9de9bb0d,-,,mining,"Underground, concentrator",Gold,Gold,2,Head grade,Technical attribute,g/t,12.6,,2024-MDA-FINAL
PROD-9de9bb0d-2023-2,2023,Site-specific,Canada,Wesdome Gold Mines Ltd,Eagle River,QC-MAIN-9de9bb0d,-,,mining,"Underground, concentrator",Gold,Gold,2,Recovery rate,Technical attribute,%,96.9,,2024-MDA-FINAL
PROD-9de9bb0d-2023-3,2023,Site-specific,Canada,Wesdome Gold Mines Ltd,Eagle River,QC-MAIN-9de9bb0d,-,,mining,"Underground, concentrator",Gold,Gold,4,Intermediate metal,Production,Oz,87467.0,,2024-MDA-FINAL
PROD-9de9bb0d-2023-4,2023,Site-specific,Canada,Wesdome Gold Mines Ltd,Eagle River,QC-MAIN-9de9bb0d,-,,mining,"Underground, concentrator",Gold,Gold,2,Ore milled,Production,t,222627.0,,2024-MDA-FINAL
PROD-9de9bb0d-2023-5,2023,Site-specific,Canada,Wesdome Gold Mines Ltd,Eagle River,QC-MAIN-9de9bb0d,-,,mining,"Underground, concentrator",Gold,Gold,2,Ore processed,Production,t,2.7,,2023-ESG-Data-Tables
PROD-c5fefb01-2023-1,2023,Site-specific,Canada,Wesdome Gold Mines Ltd,Kiena,ON-MAIN-c5fefb01,-,,mining,"Open-pit, concentrator",Gold,Gold,2,Head grade,Technical attribute,g/t,5.9,,2024-MDA-FINAL
PROD-c5fefb01-2023-2,2023,Site-specific,Canada,Wesdome Gold Mines Ltd,Kiena,ON-MAIN-c5fefb01,-,,mining,"Open-pit, concentrator",Gold,Gold,2,Recovery rate,Technical attribute,%,98.3,,2024-MDA-FINAL
PROD-c5fefb01-2023-3,2023,Site-specific,Canada,Wesdome Gold Mines Ltd,Kiena,ON-MAIN-c5fefb01,-,,mining,"Open-pit, concentrator",Gold,Gold,4,Intermediate metal,Production,Oz,35537.0,,2024-MDA-FINAL
PROD-c5fefb01-2023-4,2023,Site-specific,Canada,Wesdome Gold Mines Ltd,Kiena,ON-MAIN-c5fefb01,-,,mining,"Open-pit, concentrator",Gold,Gold,2,Ore milled,Production,t,191148.0,,2024-MDA-FINAL
PROD-c5fefb01-2023-5,2023,Site-specific,Canada,Wesdome Gold Mines Ltd,Kiena,ON-MAIN-c5fefb01,-,,mining,"Open-pit, concentrator",Gold,Gold,2,Ore processed,Production,t,1.1,,2023-ESG-Data-Tables
