row_id,year,npri_id,facility_name_npri,company_name_npri,facility_type,longitude,latitude,terrestrial_ecozone,watershed,cas_number,substance_name_npri,substance_unit,emission_type,emission_subtype,value,source_id,geometry
npri-2372-2023-258,2023,2372,Myra Falls Mine Ltd,Myra Falls Mine Ltd,mining,-125.602,49.5772,Pacific Maritime,Pacific Drainage Area,NA - 37,Thallium (and its compounds),kg,On-Site Disposal / Élimination sur le site,Waste Rock,89.0,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,POINT (-125.602 49.5772)
npri-2372-2023-259,2023,2372,Myra Falls Mine Ltd,Myra Falls Mine Ltd,mining,-125.602,49.5772,Pacific Maritime,Pacific Drainage Area,NA - 40,Vanadium (and its compounds),tonnes,On-Site Disposal / Élimination sur le site,Waste Rock,10.25,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,POINT (-125.602 49.5772)
npri-2372-2023-260,2023,2372,Myra Falls Mine Ltd,Myra Falls Mine Ltd,mining,-125.602,49.5772,Pacific Maritime,Pacific Drainage Area,NA - 14,Zinc (and its compounds),tonnes,On-Site Disposal / Élimination sur le site,Waste Rock,590.7,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,POINT (-125.602 49.5772)
npri-25434-2023-96,2023,25434,New Afton,New Gold Inc.,mining,-120.512424,50.66082,Montane Cordillera,Pacific Drainage Area,NA - 02,Arsenic (and its compounds),kg,On-Site Disposal / Élimination sur le site,Waste Rock,13001.16,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,POINT (-120.512424 50.66082)
npri-29548-2023-61,2023,29548,Rainy River Mine,New Gold Inc.,mining,-94.003,48.848,Boreal Shield,Nelson River Drainage Area,NA - 02,Arsenic (and its compounds),kg,On-Site Disposal / Élimination sur le site,Waste Rock,146030.0156,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,POINT (-94.003 48.848)
npri-25434-2023-97,2023,25434,New Afton,New Gold Inc.,mining,-120.512424,50.66082,Montane Cordillera,Pacific Drainage Area,NA - 03,Cadmium (and its compounds),kg,On-Site Disposal / Élimination sur le site,Waste Rock,65.147,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,POINT (-120.512424 50.66082)
npri-29548-2023-62,2023,29548,Rainy River Mine,New Gold Inc.,mining,-94.003,48.848,Boreal Shield,Nelson River Drainage Area,NA - 03,Cadmium (and its compounds),kg,On-Site Disposal / Élimination sur le site,Waste Rock,5150.9272,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,POINT (-94.003 48.848)
npri-25434-2023-98,2023,25434,New Afton,New Gold Inc.,mining,-120.512424,50.66082,Montane Cordillera,Pacific Drainage Area,NA - 04,Chromium (and its compounds),tonnes,On-Site Disposal / Élimination sur le site,Waste Rock,33.427,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,POINT (-120.512424 50.66082)
npri-29548-2023-63,2023,29548,Rainy River Mine,New Gold Inc.,mining,-94.003,48.848,Boreal Shield,Nelson River Drainage Area,NA - 04,Chromium (and its compounds),tonnes,On-Site Disposal / Élimination sur le site,Waste Rock,875.430197,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,POINT (-94.003 48.848)
npri-25434-2023-99,2023,25434,New Afton,New Gold Inc.,mining,-120.512424,50.66082,Montane Cordillera,Pacific Drainage Area,NA - 05,Cobalt (and its compounds),kg,On-Site Disposal / Élimination sur le site,Waste Rock,29507.1,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,POINT (-120.512424 50.66082)
npri-29548-2023-64,2023,29548,Rainy River Mine,New Gold Inc.,mining,-94.003,48.848,Boreal Shield,Nelson River Drainage Area,NA - 05,Cobalt (and its compounds),kg,On-Site Disposal / Élimination sur le site,Waste Rock,89948.63,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,POINT (-94.003 48.848)
npri-25434-2023-100,2023,25434,New Afton,New Gold Inc.,mining,-120.512424,50.66082,Montane Cordillera,Pacific Drainage Area,NA - 06,Copper (and its compounds),tonnes,On-Site Disposal / Élimination sur le site,Waste Rock,478.132,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,POINT (-120.512424 50.66082)
npri-29548-2023-65,2023,29548,Rainy River Mine,New Gold Inc.,mining,-94.003,48.848,Boreal Shield,Nelson River Drainage Area,NA - 06,Copper (and its compounds),tonnes,On-Site Disposal / Élimination sur le site,Waste Rock,420.794282,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,POINT (-94.003 48.848)
npri-25434-2023-101,2023,25434,New Afton,New Gold Inc.,mining,-120.512424,50.66082,Montane Cordillera,Pacific Drainage Area,NA - 08,Lead (and its compounds),kg,On-Site Disposal / Élimination sur le site,Waste Rock,2409.41,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,POINT (-120.512424 50.66082)
npri-29548-2023-66,2023,29548,Rainy River Mine,New Gold Inc.,mining,-94.003,48.848,Boreal Shield,Nelson River Drainage Area,NA - 08,Lead (and its compounds),kg,On-Site Disposal / Élimination sur le site,Waste Rock,119038.4805,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,POINT (-94.003 48.848)
npri-25434-2023-102,2023,25434,New Afton,New Gold Inc.,mining,-120.512424,50.66082,Montane Cordillera,Pacific Drainage Area,NA - 09,Manganese (and its compounds),tonnes,On-Site Disposal / Élimination sur le site,Waste Rock,330.245,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,POINT (-120.512424 50.66082)
npri-29548-2023-67,2023,29548,Rainy River Mine,New Gold Inc.,mining,-94.003,48.848,Boreal Shield,Nelson River Drainage Area,NA - 09,Manganese (and its compounds),tonnes,On-Site Disposal / Élimination sur le site,Waste Rock,2571.45289,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,POINT (-94.003 48.848)
npri-25434-2023-103,2023,25434,New Afton,New Gold Inc.,mining,-120.512424,50.66082,Montane Cordillera,Pacific Drainage Area,NA - 10,Mercury (and its compounds),kg,On-Site Disposal / Élimination sur le site,Waste Rock,69.894,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,POINT (-120.512424 50.66082)
npri-29548-2023-68,2023,29548,Rainy River Mine,New Gold Inc.,mining,-94.003,48.848,Boreal Shield,Nelson River Drainage Area,NA - 10,Mercury (and its compounds),kg,On-Site Disposal / Élimination sur le site,Waste Rock,3351.99,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,POINT (-94.003 48.848)
npri-25434-2023-104,2023,25434,New Afton,New Gold Inc.,mining,-120.512424,50.66082,Montane Cordillera,Pacific Drainage Area,NA - 11,Nickel (and its compounds),tonnes,On-Site Disposal / Élimination sur le site,Waste Rock,19.712,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,POINT (-120.512424 50.66082)
npri-29548-2023-69,2023,29548,Rainy River Mine,New Gold Inc.,mining,-94.003,48.848,Boreal Shield,Nelson River Drainage Area,NA - 11,Nickel (and its compounds),tonnes,On-Site Disposal / Élimination sur le site,Waste Rock,200.52,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,POINT (-94.003 48.848)
npri-25434-2023-105,2023,25434,New Afton,New Gold Inc.,mining,-120.512424,50.66082,Montane Cordillera,Pacific Drainage Area,NA - 22,Phosphorus (total),tonnes,On-Site Disposal / Élimination sur le site,Waste Rock,786.762,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,POINT (-120.512424 50.66082)
npri-29548-2023-70,2023,29548,Rainy River Mine,New Gold Inc.,mining,-94.003,48.848,Boreal Shield,Nelson River Drainage Area,NA - 22,Phosphorus (total),tonnes,On-Site Disposal / Élimination sur le site,Waste Rock,2565.94,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,POINT (-94.003 48.848)
npri-25434-2023-106,2023,25434,New Afton,New Gold Inc.,mining,-120.512424,50.66082,Montane Cordillera,Pacific Drainage Area,NA - 12,Selenium (and its compounds),kg,On-Site Disposal / Élimination sur le site,Waste Rock,1359.0,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,POINT (-120.512424 50.66082)
npri-29548-2023-71,2023,29548,Rainy River Mine,New Gold Inc.,mining,-94.003,48.848,Boreal Shield,Nelson River Drainage Area,NA - 12,Selenium (and its compounds),kg,On-Site Disposal / Élimination sur le site,Waste Rock,2925.825,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,POINT (-94.003 48.848)
npri-25434-2023-107,2023,25434,New Afton,New Gold Inc.,mining,-120.512424,50.66082,Montane Cordillera,Pacific Drainage Area,NA - 37,Thallium (and its compounds),kg,On-Site Disposal / Élimination sur le site,Waste Rock,19.801,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,POINT (-120.512424 50.66082)
npri-25434-2023-108,2023,25434,New Afton,New Gold Inc.,mining,-120.512424,50.66082,Montane Cordillera,Pacific Drainage Area,NA - 40,Vanadium (and its compounds),tonnes,On-Site Disposal / Élimination sur le site,Waste Rock,91.898,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,POINT (-120.512424 50.66082)
npri-25434-2023-109,2023,25434,New Afton,New Gold Inc.,mining,-120.512424,50.66082,Montane Cordillera,Pacific Drainage Area,NA - 14,Zinc (and its compounds),tonnes,On-Site Disposal / Élimination sur le site,Waste Rock,26.099,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,POINT (-120.512424 50.66082)
npri-29548-2023-72,2023,29548,Rainy River Mine,New Gold Inc.,mining,-94.003,48.848,Boreal Shield,Nelson River Drainage Area,NA - 14,Zinc (and its compounds),tonnes,On-Site Disposal / Élimination sur le site,Waste Rock,1428.15,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,POINT (-94.003 48.848)
npri-32235-2023-100,2023,32235,Red Chris Mine,NEWCREST RED CHRIS MINING LIMITED,mining,-129.7676,57.733,Boreal Cordillera,Pacific Drainage Area,NA - 02,Arsenic (and its compounds),kg,On-Site Disposal / Élimination sur le site,Waste Rock,373410.8355,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,POINT (-129.7676 57.733)
npri-28726-2023-75,2023,28726,North American Lithium,North American Lithium inc.,mining,-77.82782,48.40579,Boreal Shield,Southwestern Hudson Bay Drainage Area,NA - 02,Arsenic (and its compounds),kg,On-Site Disposal / Élimination sur le site,Waste Rock,4191.2733,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,POINT (-77.82782 48.40579)
npri-28726-2023-76,2023,28726,North American Lithium,North American Lithium inc.,mining,-77.82782,48.40579,Boreal Shield,Southwestern Hudson Bay Drainage Area,NA - 03,Cadmium (and its compounds),kg,On-Site Disposal / Élimination sur le site,Waste Rock,9359.21,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,POINT (-77.82782 48.40579)
npri-28726-2023-77,2023,28726,North American Lithium,North American Lithium inc.,mining,-77.82782,48.40579,Boreal Shield,Southwestern Hudson Bay Drainage Area,NA - 05,Cobalt (and its compounds),kg,On-Site Disposal / Élimination sur le site,Waste Rock,130614.4451,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,POINT (-77.82782 48.40579)
npri-28726-2023-78,2023,28726,North American Lithium,North American Lithium inc.,mining,-77.82782,48.40579,Boreal Shield,Southwestern Hudson Bay Drainage Area,NA - 08,Lead (and its compounds),kg,On-Site Disposal / Élimination sur le site,Waste Rock,42555.5539,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,POINT (-77.82782 48.40579)
npri-28726-2023-79,2023,28726,North American Lithium,North American Lithium inc.,mining,-77.82782,48.40579,Boreal Shield,Southwestern Hudson Bay Drainage Area,NA - 10,Mercury (and its compounds),kg,On-Site Disposal / Élimination sur le site,Waste Rock,153.959,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,POINT (-77.82782 48.40579)
npri-28726-2023-80,2023,28726,North American Lithium,North American Lithium inc.,mining,-77.82782,48.40579,Boreal Shield,Southwestern Hudson Bay Drainage Area,NA - 12,Selenium (and its compounds),kg,On-Site Disposal / Élimination sur le site,Waste Rock,4789.848,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,POINT (-77.82782 48.40579)
npri-28726-2023-81,2023,28726,North American Lithium,North American Lithium inc.,mining,-77.82782,48.40579,Boreal Shield,Southwestern Hudson Bay Drainage Area,NA - 37,Thallium (and its compounds),kg,On-Site Disposal / Élimination sur le site,Waste Rock,52883.1685,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,POINT (-77.82782 48.40579)
npri-33049-2023-159,2023,33049,Magino Mine,Prodigy Gold Inc.,mining,-84.464214,48.287553,Boreal Shield,St. Lawrence Drainage Area,NA - 02,Arsenic (and its compounds),kg,On-Site Disposal / Élimination sur le site,Waste Rock,35576.062638,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,POINT (-84.464214 48.287553)
npri-33049-2023-160,2023,33049,Magino Mine,Prodigy Gold Inc.,mining,-84.464214,48.287553,Boreal Shield,St. Lawrence Drainage Area,NA - 04,Chromium (and its compounds),tonnes,On-Site Disposal / Élimination sur le site,Waste Rock,299.672967,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,POINT (-84.464214 48.287553)
npri-33049-2023-161,2023,33049,Magino Mine,Prodigy Gold Inc.,mining,-84.464214,48.287553,Boreal Shield,St. Lawrence Drainage Area,NA - 05,Cobalt (and its compounds),kg,On-Site Disposal / Élimination sur le site,Waste Rock,119933.841333,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,POINT (-84.464214 48.287553)
npri-33049-2023-162,2023,33049,Magino Mine,Prodigy Gold Inc.,mining,-84.464214,48.287553,Boreal Shield,St. Lawrence Drainage Area,NA - 06,Copper (and its compounds),tonnes,On-Site Disposal / Élimination sur le site,Waste Rock,493.013755,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,POINT (-84.464214 48.287553)
npri-33049-2023-163,2023,33049,Magino Mine,Prodigy Gold Inc.,mining,-84.464214,48.287553,Boreal Shield,St. Lawrence Drainage Area,NA - 08,Lead (and its compounds),kg,On-Site Disposal / Élimination sur le site,Waste Rock,14757.358105,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,POINT (-84.464214 48.287553)
npri-33049-2023-164,2023,33049,Magino Mine,Prodigy Gold Inc.,mining,-84.464214,48.287553,Boreal Shield,St. Lawrence Drainage Area,NA - 09,Manganese (and its compounds),tonnes,On-Site Disposal / Élimination sur le site,Waste Rock,5947.781042,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,POINT (-84.464214 48.287553)
npri-33049-2023-165,2023,33049,Magino Mine,Prodigy Gold Inc.,mining,-84.464214,48.287553,Boreal Shield,St. Lawrence Drainage Area,NA - 10,Mercury (and its compounds),kg,On-Site Disposal / Élimination sur le site,Waste Rock,4533.887129,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,POINT (-84.464214 48.287553)
npri-33049-2023-166,2023,33049,Magino Mine,Prodigy Gold Inc.,mining,-84.464214,48.287553,Boreal Shield,St. Lawrence Drainage Area,NA - 11,Nickel (and its compounds),tonnes,On-Site Disposal / Élimination sur le site,Waste Rock,219.307596,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,POINT (-84.464214 48.287553)
npri-33049-2023-167,2023,33049,Magino Mine,Prodigy Gold Inc.,mining,-84.464214,48.287553,Boreal Shield,St. Lawrence Drainage Area,NA - 22,Phosphorus (total),tonnes,On-Site Disposal / Élimination sur le site,Waste Rock,4174.24724,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,POINT (-84.464214 48.287553)
npri-33049-2023-168,2023,33049,Magino Mine,Prodigy Gold Inc.,mining,-84.464214,48.287553,Boreal Shield,St. Lawrence Drainage Area,NA - 40,Vanadium (and its compounds),tonnes,On-Site Disposal / Élimination sur le site,Waste Rock,480.88298,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,POINT (-84.464214 48.287553)
npri-33049-2023-169,2023,33049,Magino Mine,Prodigy Gold Inc.,mining,-84.464214,48.287553,Boreal Shield,St. Lawrence Drainage Area,NA - 14,Zinc (and its compounds),tonnes,On-Site Disposal / Élimination sur le site,Waste Rock,408.841858,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,POINT (-84.464214 48.287553)
npri-33819-2023-37,2023,33819,Red Lake Madsen Mine,Red Lake Madsen Mine Ltd.,mining,-93.91802,50.96764,Boreal Shield,Nelson River Drainage Area,NA - 02,Arsenic (and its compounds),kg,On-Site Disposal / Élimination sur le site,Waste Rock,8971.620933,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,POINT (-93.91802 50.96764)
npri-33819-2023-38,2023,33819,Red Lake Madsen Mine,Red Lake Madsen Mine Ltd.,mining,-93.91802,50.96764,Boreal Shield,Nelson River Drainage Area,NA - 05,Cobalt (and its compounds),kg,On-Site Disposal / Élimination sur le site,Waste Rock,1143.090667,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,POINT (-93.91802 50.96764)
npri-29897-2023-122,2023,29897,Silver Lake Ontario Inc. - Sugar Zone Mine,Silver Lake Ontario Inc.,mining,-85.229848,48.622573,Boreal Shield,St. Lawrence Drainage Area,NA - 02,Arsenic (and its compounds),kg,On-Site Disposal / Élimination sur le site,Waste Rock,111.13725,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,POINT (-85.229848 48.622573)
npri-29897-2023-123,2023,29897,Silver Lake Ontario Inc. - Sugar Zone Mine,Silver Lake Ontario Inc.,mining,-85.229848,48.622573,Boreal Shield,St. Lawrence Drainage Area,NA - 03,Cadmium (and its compounds),kg,On-Site Disposal / Élimination sur le site,Waste Rock,6.85876,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,POINT (-85.229848 48.622573)
npri-29897-2023-124,2023,29897,Silver Lake Ontario Inc. - Sugar Zone Mine,Silver Lake Ontario Inc.,mining,-85.229848,48.622573,Boreal Shield,St. Lawrence Drainage Area,NA - 04,Chromium (and its compounds),tonnes,On-Site Disposal / Élimination sur le site,Waste Rock,5.9506,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,POINT (-85.229848 48.622573)
npri-29897-2023-125,2023,29897,Silver Lake Ontario Inc. - Sugar Zone Mine,Silver Lake Ontario Inc.,mining,-85.229848,48.622573,Boreal Shield,St. Lawrence Drainage Area,NA - 05,Cobalt (and its compounds),kg,On-Site Disposal / Élimination sur le site,Waste Rock,1574.84659,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,POINT (-85.229848 48.622573)
npri-29897-2023-126,2023,29897,Silver Lake Ontario Inc. - Sugar Zone Mine,Silver Lake Ontario Inc.,mining,-85.229848,48.622573,Boreal Shield,St. Lawrence Drainage Area,NA - 06,Copper (and its compounds),tonnes,On-Site Disposal / Élimination sur le site,Waste Rock,18.1376,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,POINT (-85.229848 48.622573)
npri-29897-2023-127,2023,29897,Silver Lake Ontario Inc. - Sugar Zone Mine,Silver Lake Ontario Inc.,mining,-85.229848,48.622573,Boreal Shield,St. Lawrence Drainage Area,NA - 08,Lead (and its compounds),kg,On-Site Disposal / Élimination sur le site,Waste Rock,247.23275,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,POINT (-85.229848 48.622573)
npri-29897-2023-128,2023,29897,Silver Lake Ontario Inc. - Sugar Zone Mine,Silver Lake Ontario Inc.,mining,-85.229848,48.622573,Boreal Shield,St. Lawrence Drainage Area,NA - 09,Manganese (and its compounds),tonnes,On-Site Disposal / Élimination sur le site,Waste Rock,32.00753,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,POINT (-85.229848 48.622573)
npri-29897-2023-129,2023,29897,Silver Lake Ontario Inc. - Sugar Zone Mine,Silver Lake Ontario Inc.,mining,-85.229848,48.622573,Boreal Shield,St. Lawrence Drainage Area,NA - 12,Selenium (and its compounds),kg,On-Site Disposal / Élimination sur le site,Waste Rock,51.44067,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,POINT (-85.229848 48.622573)
npri-29897-2023-130,2023,29897,Silver Lake Ontario Inc. - Sugar Zone Mine,Silver Lake Ontario Inc.,mining,-85.229848,48.622573,Boreal Shield,St. Lawrence Drainage Area,NA - 14,Zinc (and its compounds),tonnes,On-Site Disposal / Élimination sur le site,Waste Rock,4.40675,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,POINT (-85.229848 48.622573)
npri-30745-2023-181,2023,30745,Touquoy Mine,St Barbara Limited,mining,-62.91917,44.97361,Atlantic Maritime,Maritime Provinces Drainage Area,NA - 02,Arsenic (and its compounds),kg,On-Site Disposal / Élimination sur le site,Waste Rock,74785.943577,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,POINT (-62.91917 44.97361)
npri-30745-2023-182,2023,30745,Touquoy Mine,St Barbara Limited,mining,-62.91917,44.97361,Atlantic Maritime,Maritime Provinces Drainage Area,NA - 05,Cobalt (and its compounds),kg,On-Site Disposal / Élimination sur le site,Waste Rock,1882.955772,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,POINT (-62.91917 44.97361)
npri-30745-2023-183,2023,30745,Touquoy Mine,St Barbara Limited,mining,-62.91917,44.97361,Atlantic Maritime,Maritime Provinces Drainage Area,NA - 08,Lead (and its compounds),kg,On-Site Disposal / Élimination sur le site,Waste Rock,1774.284098,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,POINT (-62.91917 44.97361)
npri-30745-2023-184,2023,30745,Touquoy Mine,St Barbara Limited,mining,-62.91917,44.97361,Atlantic Maritime,Maritime Provinces Drainage Area,NA - 10,Mercury (and its compounds),kg,On-Site Disposal / Élimination sur le site,Waste Rock,104.42,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,POINT (-62.91917 44.97361)
npri-10202-2023-104,2023,10202,Garson Mine,Vale Canada Limited,mining,-80.8562,46.5667,Boreal Shield,St. Lawrence Drainage Area,NA - 02,Arsenic (and its compounds),kg,On-Site Disposal / Élimination sur le site,Waste Rock,7550.0,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,POINT (-80.8562 46.5667)
npri-10203-2023-68,2023,10203,Copper Cliff Mine (North),Vale Canada Limited,mining,-81.091,46.4746,Boreal Shield,St. Lawrence Drainage Area,NA - 02,Arsenic (and its compounds),kg,On-Site Disposal / Élimination sur le site,Waste Rock,5150.0,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,POINT (-81.091 46.4746)
npri-11878-2023-99,2023,11878,Totten Mine,Vale Canada Limited,mining,-81.4541,46.3813,Boreal Shield,St. Lawrence Drainage Area,NA - 02,Arsenic (and its compounds),kg,On-Site Disposal / Élimination sur le site,Waste Rock,610.0,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,POINT (-81.4541 46.3813)
npri-10201-2023-64,2023,10201,Creighton Mine,Vale Canada Limited,mining,-81.1854,46.4729,Boreal Shield,St. Lawrence Drainage Area,NA - 03,Cadmium (and its compounds),kg,On-Site Disposal / Élimination sur le site,Waste Rock,7.6,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,POINT (-81.1854 46.4729)
npri-10202-2023-105,2023,10202,Garson Mine,Vale Canada Limited,mining,-80.8562,46.5667,Boreal Shield,St. Lawrence Drainage Area,NA - 03,Cadmium (and its compounds),kg,On-Site Disposal / Élimination sur le site,Waste Rock,41.7,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,POINT (-80.8562 46.5667)
npri-10203-2023-69,2023,10203,Copper Cliff Mine (North),Vale Canada Limited,mining,-81.091,46.4746,Boreal Shield,St. Lawrence Drainage Area,NA - 03,Cadmium (and its compounds),kg,On-Site Disposal / Élimination sur le site,Waste Rock,1030.0,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,POINT (-81.091 46.4746)
npri-11878-2023-100,2023,11878,Totten Mine,Vale Canada Limited,mining,-81.4541,46.3813,Boreal Shield,St. Lawrence Drainage Area,NA - 03,Cadmium (and its compounds),kg,On-Site Disposal / Élimination sur le site,Waste Rock,9.9,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,POINT (-81.4541 46.3813)
npri-10201-2023-65,2023,10201,Creighton Mine,Vale Canada Limited,mining,-81.1854,46.4729,Boreal Shield,St. Lawrence Drainage Area,NA - 05,Cobalt (and its compounds),kg,On-Site Disposal / Élimination sur le site,Waste Rock,777.0,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,POINT (-81.1854 46.4729)
npri-10202-2023-106,2023,10202,Garson Mine,Vale Canada Limited,mining,-80.8562,46.5667,Boreal Shield,St. Lawrence Drainage Area,NA - 05,Cobalt (and its compounds),kg,On-Site Disposal / Élimination sur le site,Waste Rock,8146.0,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,POINT (-80.8562 46.5667)
npri-10203-2023-70,2023,10203,Copper Cliff Mine (North),Vale Canada Limited,mining,-81.091,46.4746,Boreal Shield,St. Lawrence Drainage Area,NA - 05,Cobalt (and its compounds),kg,On-Site Disposal / Élimination sur le site,Waste Rock,30728.0,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,POINT (-81.091 46.4746)
