main_id,tailing_id,distance_m,name,mine,similarity_full_score,similarity_partial_score
ON-MAIN-a86e1632-1,ON-TAIL-9c28eec9-1.0,1340.44,Hoyle Pond,Kidd Metallurgical Site,12.121212121212121,25.0
ON-MAIN-a86e1632-1,ON-TAIL-06df09b6-1.0,6046.04,Hoyle Pond,Bell Creek,19.999999999999996,26.66666666666667
ON-MAIN-a86e1632-1,ON-TAIL-2dd50a69-1.0,14952.25,Hoyle Pond,Porcupine Gold Mines  ,31.25,40.0
ON-MAIN-a86e1632-1,ON-TAIL-f676f028-1.0,14273.74,Hoyle Pond,Porcupine Gold Mines  ,31.25,40.0
ON-MAIN-a86e1632-1,ON-TAIL-de53c3ba-1.0,13314.13,Hoyle Pond,Porcupine Gold Mines  ,31.25,40.0
ON-MAIN-a86e1632-1,ON-TAIL-67339b79-1.0,13557.48,Hoyle Pond,Porcupine Gold Mines  ,31.25,40.0
ON-MAIN-a86e1632-1,ON-TAIL-c4e05888-1.0,14433.2,Hoyle Pond,Porcupine Gold Mines  ,31.25,40.0
ON-MAIN-a86e1632-1,ON-TAIL-1fb9e7cc-1.0,14492.32,Hoyle Pond,Porcupine Gold Mines  ,31.25,40.0
ON-MAIN-a86e1632-1,ON-TAIL-a31be5e3-1.0,16077.31,Hoyle Pond,Porcupine Gold Mines  ,31.25,40.0
ON-MAIN-a86e1632-1,ON-TAIL-82f6ca3c-1.0,16571.32,Hoyle Pond,Porcupine Gold Mines  ,31.25,40.0
ON-MAIN-a86e1632-1,ON-TAIL-01b3452c-1.0,14189.36,Hoyle Pond,Porcupine Gold Mines  ,31.25,40.0
ON-MAIN-a86e1632-1,ON-TAIL-ef988560-1.0,3326.92,Hoyle Pond,Porcupine Gold Mines  ,31.25,40.0
ON-MAIN-a86e1632-1,ON-TAIL-fc416034-1.0,4075.45,Hoyle Pond,Porcupine Gold Mines  ,31.25,40.0
ON-MAIN-a86e1632-1,ON-TAIL-ff67a43a-1.0,2702.24,Hoyle Pond,Porcupine Gold Mines  ,31.25,40.0
ON-MAIN-a86e1632-1,ON-TAIL-4283b6f2-1.0,17527.31,Hoyle Pond,Porcupine Gold Mines  ,31.25,40.0
ON-MAIN-a86e1632-1,ON-TAIL-cc9ac741-1.0,18043.82,Hoyle Pond,Porcupine Gold Mines  ,31.25,40.0
ON-MAIN-a86e1632-1,ON-TAIL-4201c77e-1.0,18936.12,Hoyle Pond,Porcupine Gold Mines  ,31.25,40.0
ON-MAIN-ec0e3472-1,ON-TAIL-056fd67e-1.0,18030.2,Porcupine,Kidd Metallurgical Site,25.0,35.29411764705882
ON-MAIN-ec0e3472-1,ON-TAIL-b0464779-1.0,14094.77,Porcupine,Kidd Metallurgical Site,25.0,35.29411764705882
ON-MAIN-ec0e3472-1,ON-TAIL-9c28eec9-1.0,14269.47,Porcupine,Kidd Metallurgical Site,25.0,35.29411764705882
ON-MAIN-ec0e3472-1,ON-TAIL-06df09b6-1.0,10396.69,Porcupine,Bell Creek,21.052631578947366,30.76923076923077
ON-MAIN-ec0e3472-1,ON-TAIL-2dd50a69-1.0,3623.11,Porcupine,Porcupine Gold Mines  ,58.06451612903225,100.0
ON-MAIN-ec0e3472-1,ON-TAIL-f676f028-1.0,4830.39,Porcupine,Porcupine Gold Mines  ,58.06451612903225,100.0
ON-MAIN-ec0e3472-1,ON-TAIL-de53c3ba-1.0,1470.28,Porcupine,Porcupine Gold Mines  ,58.06451612903225,100.0
ON-MAIN-ec0e3472-1,ON-TAIL-67339b79-1.0,679.45,Porcupine,Porcupine Gold Mines  ,58.06451612903225,100.0
ON-MAIN-ec0e3472-1,ON-TAIL-c4e05888-1.0,962.2,Porcupine,Porcupine Gold Mines  ,58.06451612903225,100.0
ON-MAIN-ec0e3472-1,ON-TAIL-1fb9e7cc-1.0,680.41,Porcupine,Porcupine Gold Mines  ,58.06451612903225,100.0
ON-MAIN-ec0e3472-1,ON-TAIL-a31be5e3-1.0,2131.15,Porcupine,Porcupine Gold Mines  ,58.06451612903225,100.0
ON-MAIN-ec0e3472-1,ON-TAIL-82f6ca3c-1.0,2665.41,Porcupine,Porcupine Gold Mines  ,58.06451612903225,100.0
ON-MAIN-ec0e3472-1,ON-TAIL-01b3452c-1.0,5025.25,Porcupine,Porcupine Gold Mines  ,58.06451612903225,100.0
ON-MAIN-ec0e3472-1,ON-TAIL-ef988560-1.0,10771.45,Porcupine,Porcupine Gold Mines  ,58.06451612903225,100.0
ON-MAIN-ec0e3472-1,ON-TAIL-fc416034-1.0,10646.65,Porcupine,Porcupine Gold Mines  ,58.06451612903225,100.0
ON-MAIN-ec0e3472-1,ON-TAIL-ff67a43a-1.0,11954.01,Porcupine,Porcupine Gold Mines  ,58.06451612903225,100.0
ON-MAIN-ec0e3472-1,ON-TAIL-4283b6f2-1.0,3528.11,Porcupine,Porcupine Gold Mines  ,58.06451612903225,100.0
ON-MAIN-ec0e3472-1,ON-TAIL-cc9ac741-1.0,4043.49,Porcupine,Porcupine Gold Mines  ,58.06451612903225,100.0
ON-MAIN-ec0e3472-1,ON-TAIL-4201c77e-1.0,4978.26,Porcupine,Porcupine Gold Mines  ,58.06451612903225,100.0
ON-MAIN-87eff5d8-1,ON-TAIL-056fd67e-1.0,7486.77,Bell Creek,Kidd Metallurgical Site,30.303030303030297,40.0
ON-MAIN-87eff5d8-1,ON-TAIL-b0464779-1.0,4665.32,Bell Creek,Kidd Metallurgical Site,30.303030303030297,40.0
ON-MAIN-87eff5d8-1,ON-TAIL-9c28eec9-1.0,4476.4,Bell Creek,Kidd Metallurgical Site,30.303030303030297,40.0
ON-MAIN-87eff5d8-1,ON-TAIL-06df09b6-1.0,948.32,Bell Creek,Bell Creek,100.0,100.0
ON-MAIN-87eff5d8-1,ON-TAIL-2dd50a69-1.0,13147.3,Bell Creek,Porcupine Gold Mines  ,25.0,30.000000000000004
ON-MAIN-87eff5d8-1,ON-TAIL-f676f028-1.0,9923.24,Bell Creek,Porcupine Gold Mines  ,25.0,30.000000000000004
ON-MAIN-87eff5d8-1,ON-TAIL-de53c3ba-1.0,9978.21,Bell Creek,Porcupine Gold Mines  ,25.0,30.000000000000004
ON-MAIN-87eff5d8-1,ON-TAIL-67339b79-1.0,10470.7,Bell Creek,Porcupine Gold Mines  ,25.0,30.000000000000004
ON-MAIN-87eff5d8-1,ON-TAIL-c4e05888-1.0,11193.21,Bell Creek,Porcupine Gold Mines  ,25.0,30.000000000000004
ON-MAIN-87eff5d8-1,ON-TAIL-1fb9e7cc-1.0,11373.92,Bell Creek,Porcupine Gold Mines  ,25.0,30.000000000000004
ON-MAIN-87eff5d8-1,ON-TAIL-a31be5e3-1.0,12892.68,Bell Creek,Porcupine Gold Mines  ,25.0,30.000000000000004
ON-MAIN-87eff5d8-1,ON-TAIL-82f6ca3c-1.0,13724.57,Bell Creek,Porcupine Gold Mines  ,25.0,30.000000000000004
ON-MAIN-87eff5d8-1,ON-TAIL-01b3452c-1.0,9791.03,Bell Creek,Porcupine Gold Mines  ,25.0,30.000000000000004
ON-MAIN-87eff5d8-1,ON-TAIL-ef988560-1.0,4425.53,Bell Creek,Porcupine Gold Mines  ,25.0,30.000000000000004
ON-MAIN-87eff5d8-1,ON-TAIL-fc416034-1.0,5721.19,Bell Creek,Porcupine Gold Mines  ,25.0,30.000000000000004
ON-MAIN-87eff5d8-1,ON-TAIL-ff67a43a-1.0,5524.02,Bell Creek,Porcupine Gold Mines  ,25.0,30.000000000000004
ON-MAIN-87eff5d8-1,ON-TAIL-4283b6f2-1.0,14405.64,Bell Creek,Porcupine Gold Mines  ,25.0,30.000000000000004
ON-MAIN-87eff5d8-1,ON-TAIL-cc9ac741-1.0,14923.13,Bell Creek,Porcupine Gold Mines  ,25.0,30.000000000000004
ON-MAIN-87eff5d8-1,ON-TAIL-4201c77e-1.0,15623.47,Bell Creek,Porcupine Gold Mines  ,25.0,30.000000000000004
ON-MAIN-af364a50-1,ON-TAIL-4201c77e-1.0,19699.92,Timmins West,Porcupine Gold Mines  ,29.411764705882348,44.44444444444444
ON-MAIN-f22b9058-1,,,Sugar Zone,,,
SK-MAIN-fb71dcba-1,SK-TAIL-3c5bf67d-1.0,10446.42,Santoy,Seabee Mine,35.29411764705882,44.44444444444444
SK-MAIN-fb71dcba-1,SK-TAIL-78e63624-1.0,11213.6,Santoy,Seabee Mine,35.29411764705882,44.44444444444444
SK-MAIN-fb71dcba-1,SK-TAIL-3c5bf67d-2.0,10446.42,Santoy,Seabee Mine,35.29411764705882,44.44444444444444
SK-MAIN-fb71dcba-1,SK-TAIL-78e63624-2.0,11213.6,Santoy,Seabee Mine,35.29411764705882,44.44444444444444
SK-MAIN-409d52eb-1,SK-TAIL-3c5bf67d-1.0,2741.58,Seabee,Seabee Mine,70.58823529411764,100.0
SK-MAIN-409d52eb-1,SK-TAIL-78e63624-1.0,1971.63,Seabee,Seabee Mine,70.58823529411764,100.0
SK-MAIN-409d52eb-1,SK-TAIL-3c5bf67d-2.0,2741.58,Seabee,Seabee Mine,70.58823529411764,100.0
SK-MAIN-409d52eb-1,SK-TAIL-78e63624-2.0,1971.63,Seabee,Seabee Mine,70.58823529411764,100.0
NS-MAIN-7611a9c0-1,,,Moose River Consolidated,,,
YT-MAIN-24f21978-1,,,Eagle (Dublin Gulch),,,
ON-MAIN-d0063de8-1,,,Eagle River,,,
QC-MAIN-918440f1-1,QC-TAIL-bc252e47-1.0,8919.4,Kiena,Goldex,18.181818181818176,28.57142857142857
QC-MAIN-918440f1-1,QC-TAIL-08c8b22a-1.0,13588.29,Kiena,Canadian Malartic,27.27272727272727,44.44444444444444
QC-MAIN-918440f1-1,QC-TAIL-ddf77a70-1.0,6963.33,Kiena,Bousquet ,14.28571428571429,25.0
QC-MAIN-918440f1-1,QC-TAIL-1c8ffcd2-1.0,14498.59,Kiena,Canadian Malartic,27.27272727272727,44.44444444444444
ON-MAIN-36212738-1,,,Mishi,,,
QC-MAIN-efc41be6-1,,,Sleeping Giant,,,
QC-MAIN-b1e99caf-1,QC-TAIL-08c8b22a-1.0,3128.44,Canadian Malartic,Canadian Malartic,100.0,100.0
QC-MAIN-b1e99caf-1,QC-TAIL-ddf77a70-1.0,9863.78,Canadian Malartic,Bousquet ,7.692307692307687,16.666666666666664
QC-MAIN-b1e99caf-1,QC-TAIL-1c8ffcd2-1.0,2365.54,Canadian Malartic,Canadian Malartic,100.0,100.0
QC-MAIN-547f4bc7-1,QC-TAIL-bc252e47-1.0,4870.17,Goldex,Goldex,100.0,100.0
QC-MAIN-547f4bc7-1,QC-TAIL-08c8b22a-1.0,16461.78,Goldex,Canadian Malartic,8.695652173913048,18.181818181818176
QC-MAIN-547f4bc7-1,QC-TAIL-ddf77a70-1.0,9665.23,Goldex,Bousquet ,26.66666666666667,33.333333333333336
QC-MAIN-547f4bc7-1,QC-TAIL-1c8ffcd2-1.0,17341.7,Goldex,Canadian Malartic,8.695652173913048,18.181818181818176
ON-MAIN-efe5148b-1,,,Macassa,,,
ON-MAIN-cb6d25a5-1,ON-TAIL-f92415d2-1.0,2341.07,Magino,Island Gold Mine,27.27272727272727,60.0
ON-MAIN-cb6d25a5-1,ON-TAIL-f92415d2-2.0,2341.07,Magino,Island Gold Mine,27.27272727272727,60.0
ON-MAIN-cb6d25a5-1,ON-TAIL-f92415d2-3.0,2341.07,Magino,Island Gold Mine,27.27272727272727,60.0
ON-MAIN-cb6d25a5-1,ON-TAIL-f92415d2-4.0,2341.07,Magino,Island Gold Mine,27.27272727272727,60.0
ON-MAIN-cb6d25a5-1,ON-TAIL-f92415d2-5.0,2341.07,Magino,Island Gold Mine,27.27272727272727,60.0
ON-MAIN-578ec529-1,ON-TAIL-e65371f4-1.0,2271.89,Red Lake,Red Lake Gold Mines       ,47.05882352941176,100.0
ON-MAIN-578ec529-1,ON-TAIL-5626ae56-1.0,1912.03,Red Lake,Red Lake Gold Mines       ,47.05882352941176,100.0
ON-MAIN-578ec529-1,ON-TAIL-e65371f4-2.0,2271.89,Red Lake,Red Lake Gold Mines       ,47.05882352941176,100.0
ON-MAIN-578ec529-1,ON-TAIL-e084b6a3-1.0,17332.86,Red Lake,Red Lake Gold Mines       ,47.05882352941176,100.0
QC-MAIN-e3cedb7d-1,QC-TAIL-f63c74ff-1.0,1888.89,Casa Berardi,Casa Berardi,100.0,100.0
QC-MAIN-e3cedb7d-1,QC-TAIL-2580ba3d-1.0,1286.22,Casa Berardi,Casa Berardi,100.0,100.0
QC-MAIN-e3cedb7d-1,QC-TAIL-b312e5d4-1.0,1315.3,Casa Berardi,Casa Berardi,100.0,100.0
QC-MAIN-e3cedb7d-1,QC-TAIL-cb1690e1-1.0,1313.33,Casa Berardi,Casa Berardi,100.0,100.0
QC-MAIN-20601058-1,QC-TAIL-fc96f2fd-1.0,6287.78,Westwood-Doyon,Laronde,19.047619047619047,44.44444444444444
QC-MAIN-20601058-1,QC-TAIL-6328093e-1.0,7549.85,Westwood-Doyon,Laronde,19.047619047619047,44.44444444444444
QC-MAIN-20601058-1,QC-TAIL-5998d3e9-1.0,11091.94,Westwood-Doyon,Cadillac Molybdenite,23.529411764705888,25.0
QC-MAIN-20601058-1,QC-TAIL-291a9de1-1.0,4041.43,Westwood-Doyon,Westwood Gold Mine,62.5,72.72727272727273
ON-MAIN-bfbfae34-1,,,Rainy River,,,
BC-MAIN-6709f0d0-1,,,Brucejack,,,
ON-MAIN-46afc5a3-1,ON-TAIL-1d22f1d3-1.0,2030.02,Musselwhite,Musselwhite Mine             ,55.00000000000001,100.0
MB-MAIN-8f99fefb-1,MB-TAIL-b0b387ed-1.0,4647.23,New Britannia,Anderson,28.57142857142857,33.333333333333336
MB-MAIN-8f99fefb-1,MB-TAIL-d7ebae08-1.0,1734.43,New Britannia,Birch Lake,26.086956521739136,33.333333333333336
BC-MAIN-e6cded7f-1,,,Mount Polley,,,
BC-MAIN-bc178f67-1,,,New Afton,,,
BC-MAIN-95797c9b-1,,,Red Chris,,,
MB-MAIN-1136efa4-1,MB-TAIL-b0b387ed-1.0,1829.83,Stall Lake,Anderson,11.111111111111116,22.22222222222222
MB-MAIN-1136efa4-1,MB-TAIL-d7ebae08-1.0,6699.65,Stall Lake,Birch Lake,50.0,66.66666666666667
MB-MAIN-fd93bf0f-1,MB-TAIL-b0b387ed-1.0,10123.08,Lalor Lake,Anderson,11.111111111111116,22.22222222222222
MB-MAIN-fd93bf0f-1,MB-TAIL-d7ebae08-1.0,8237.03,Lalor Lake,Birch Lake,60.0,75.0
QC-MAIN-44440aa8-1,QC-TAIL-fc96f2fd-1.0,1042.77,LaRonde,Laronde,85.71428571428572,85.71428571428572
QC-MAIN-44440aa8-1,QC-TAIL-6328093e-1.0,2069.61,LaRonde,Laronde,85.71428571428572,85.71428571428572
QC-MAIN-44440aa8-1,QC-TAIL-5998d3e9-1.0,7869.18,LaRonde,Cadillac Molybdenite,29.629629629629626,42.85714285714286
QC-MAIN-44440aa8-1,QC-TAIL-291a9de1-1.0,9393.97,LaRonde,Westwood Gold Mine,24.0,44.44444444444444
BC-MAIN-0910057b-1,,,Brule,,,
BC-MAIN-963c4503-1,,,Willow Creek,,,
BC-MAIN-e24a35ee-1,BC-TAIL-9c0cba2a-1.0,15460.45,Wolverine,Bullmoose,22.22222222222222,33.333333333333336
BC-MAIN-e24a35ee-1,BC-TAIL-9c0cba2a-2.0,15460.45,Wolverine,Bullmoose,22.22222222222222,33.333333333333336
BC-MAIN-e24a35ee-1,BC-TAIL-df7662c2-1.0,17701.9,Wolverine,Quintette,33.333333333333336,50.0
BC-MAIN-e24a35ee-1,BC-TAIL-d8ed8418-1.0,17492.78,Wolverine,Quintette,33.333333333333336,50.0
AB-MAIN-7ae40bd3-1,,,Grande Cache,,,
BC-MAIN-9ae2b136-1,BC-TAIL-340a0199-1.0,5084.14,Elkview,Elkview,100.0,100.0
BC-MAIN-9ae2b136-1,BC-TAIL-d358589f-1.0,5125.11,Elkview,Elkview,100.0,100.0
BC-MAIN-9ae2b136-1,BC-TAIL-04c9e309-1.0,5425.33,Elkview,Elkview,100.0,100.0
BC-MAIN-9ae2b136-1,BC-TAIL-1c286edf-1.0,5058.27,Elkview,Elkview,100.0,100.0
BC-MAIN-9ae2b136-1,BC-TAIL-4f9d7926-1.0,1402.24,Elkview,Elkview,100.0,100.0
BC-MAIN-fc1cc254-1,BC-TAIL-d27b167b-1.0,5039.16,Fording River,Fording River,100.0,100.0
BC-MAIN-fc1cc254-1,BC-TAIL-ba6d7070-1.0,4671.12,Fording River,Fording River,100.0,100.0
BC-MAIN-fc1cc254-1,BC-TAIL-4872e25e-1.0,3987.06,Fording River,Fording River,100.0,100.0
BC-MAIN-fc1cc254-1,BC-TAIL-b63ff1f6-1.0,3764.76,Fording River,Fording River,100.0,100.0
BC-MAIN-fc1cc254-1,BC-TAIL-24c7edab-1.0,15490.59,Fording River,Greenhills,26.086956521739136,30.000000000000004
BC-MAIN-c5a3b064-1,BC-TAIL-d27b167b-1.0,7039.48,Greenhills,Fording River,26.086956521739136,30.000000000000004
BC-MAIN-c5a3b064-1,BC-TAIL-ba6d7070-1.0,8172.06,Greenhills,Fording River,26.086956521739136,30.000000000000004
BC-MAIN-c5a3b064-1,BC-TAIL-4872e25e-1.0,6570.1,Greenhills,Fording River,26.086956521739136,30.000000000000004
BC-MAIN-c5a3b064-1,BC-TAIL-b63ff1f6-1.0,11155.18,Greenhills,Fording River,26.086956521739136,30.000000000000004
BC-MAIN-c5a3b064-1,BC-TAIL-24c7edab-1.0,6534.36,Greenhills,Greenhills,100.0,100.0
NS-MAIN-d018933a-1,,,Donkin,,,
BC-MAIN-e58d2ef9-1,BC-TAIL-24c7edab-1.0,13384.67,Line Creek,Greenhills,30.000000000000004,42.85714285714286
AB-MAIN-b18786c7-1,,,Vista,,,
NS-MAIN-1f720bce-1,,,Stellarton,,,
AB-MAIN-fe3207ad-1,,,Coal Valley,,,
SK-MAIN-4422e7f6-1,,,Estevan,,,
AB-MAIN-0d96b8b1-1,,,Genesee,,,
SK-MAIN-bba063c3-1,,,Poplar River,,,
MB-MAIN-27fe043e-1,,,Tanco,,,
NL-MAIN-3fb87140-1,,,Nugget Pond,,,
BC-MAIN-040f6522-1,BC-TAIL-b11ebab1-1.0,5067.91,Highland Valley,Highland Valley Copper,81.08108108108108,100.0
BC-MAIN-040f6522-1,BC-TAIL-f499e788-1.0,8617.04,Highland Valley,Highland Valley Copper,81.08108108108108,100.0
BC-MAIN-040f6522-1,BC-TAIL-04ba969c-1.0,10743.77,Highland Valley,Highland Valley Copper,81.08108108108108,100.0
BC-MAIN-040f6522-1,BC-TAIL-466d8c37-1.0,4386.5,Highland Valley,Highland Valley Copper,81.08108108108108,100.0
BC-MAIN-15627f87-1,BC-TAIL-b6c195c7-1.0,983.1,Mount Milligan,Mount Milligan,100.0,100.0
NL-MAIN-bd410410-1,,,Ming,,,
BC-MAIN-435152ad-1,,,Copper Mountain,,,
YT-MAIN-68063961-1,,,Minto,,,
BC-MAIN-1342ed5d-1,,,Gibraltar,,,
ON-MAIN-dcf3194d-1,ON-TAIL-5a0cff26-1.0,4950.54,McCreedy West,Onaping Area Mines,32.25806451612904,45.45454545454546
ON-MAIN-dcf3194d-1,ON-TAIL-e9dea631-1.0,3868.34,McCreedy West,Onaping Area Mines,32.25806451612904,45.45454545454546
ON-MAIN-dcf3194d-1,ON-TAIL-5ce326a1-1.0,7190.89,McCreedy West,Onaping Area Mines,32.25806451612904,45.45454545454546
ON-MAIN-dcf3194d-1,ON-TAIL-010d4832-1.0,694.71,McCreedy West,Hardy Mine,43.47826086956522,50.0
ON-MAIN-af5d904f-1,,,Kidd Creek,,,
NT-MAIN-7e17e361-1,,,Ekati,,,
NT-MAIN-debdc8cf-1,NT-TAIL-a0adf8fe-1.0,1981.99,Gahcho Kué,Gahcho Kue,90.0,94.73684210526316
NT-MAIN-debdc8cf-1,NT-TAIL-a0adf8fe-2.0,1981.99,Gahcho Kué,Gahcho Kue,90.0,94.73684210526316
NT-MAIN-72d9e68b-1,NT-TAIL-05dbd526-1.0,1915.1,Diavik,Diavik,100.0,100.0
QC-MAIN-410d5427-1,,,Renard,,,
QC-MAIN-31468429-1,,,Fire Lake,,,
QC-MAIN-e37f7069-1,QC-TAIL-2696b862-1.0,5891.11,Mont-Wright,Mont Wright TSF,76.92307692307692,90.9090909090909
NU-MAIN-2375f916-1,,,Mary River,,,
QC-MAIN-a3f1b673-1,QC-TAIL-2696b862-1.0,8448.47,Bloom Lake,Mont Wright TSF,16.000000000000004,26.66666666666667
NL-MAIN-2d168cf5-1,NL-TAIL-a56c9867-1.0,6211.15,Carol Lake,IOC Labrador City,37.03703703703704,50.0
NL-MAIN-26e5bd2d-1,NL-TAIL-a56c9867-1.0,10579.77,Scully,IOC Labrador City,8.695652173913048,28.57142857142857
NL-MAIN-c5737f5f-1,,,DSO (3 and 4),,,
QC-MAIN-696faf4f-1,,,DSO (Goodwood),,,
QC-MAIN-dc872009-1,,,Lac Tio,,,
QC-MAIN-4c223b8f-1,,,North American Lithium,,,
QC-MAIN-a55bfb50-1,QC-TAIL-83440299-1.0,12993.85,Niobec,Vaudreuil,13.33333333333333,25.0
MB-MAIN-c8fbe1c0-1,MB-TAIL-b4937896-1.0,2711.34,Thompson (T-1 and T-3),Thompson,53.333333333333336,100.0
MB-MAIN-c8fbe1c0-1,MB-TAIL-b4937896-2.0,2711.34,Thompson (T-1 and T-3),Thompson,53.333333333333336,100.0
NL-MAIN-be92136a-1,NL-TAIL-a1c94435-1.0,6394.23,Voisey’s Bay,Voisey's Bay,91.66666666666666,91.66666666666666
